review,translate,sentimen
"cakeeepp.... gambarnya beninggggg.... 
dikirim cepat, pesan siang, sore sampai..","cutepp. the picture is clear. fast delivery, order in the afternoon, received in the evening..",1
sip mantap,great sip,1
pengiriman lama... packing'y cuma di reaping doang,old delivery. packing'y just reaping it,0
"Setelah 20 hri ahirnya sampai juga, hampir saja di ajukan pengembalian dana karna terlalu lama dalam pengiriman.
Lain kali tolong di percepat pengirimanya yah !!!
Makasih..","after the day finally arrived, i almost asked for a refund because it took too long on the delivery. next time, please speed up the delivery! thanks..",0
"Baguss bangett realpict lebih dr ekspetasiku, jumbo bangett 
Pengiriman cepet dan aman jugaaaaa, admin ramahh. Jangan ragu beli disini barang nyaa ori🤗🤗","the realpict is really good, more than my expectations, jumbo really. fast and safe delivery too, friendly admin. don't hesitate to buy the original stuff here",1
"Terima kasih spekernya sudah dikirim.Spekernya bagus ,mantap
Terima kasih kurir nya sudah baik sekali","thank you, the specs have been sent. the specs are good, great. thank you, the courier has been very kind",1
"barang ok, jelas official store. pelayanan minus","item ok, obviously official store. negative service",0
"kacau sih pelayanannya. resi baru dikirim setelah pesanan dikomplain. bilangnya kurir pribadi, taunya pake jtr, kan harusnya bisa dilacak. pengemasannya lebih dari 3 hari karna kepotong hari libu, pengirimannya sendiri hampir 2 minggu. tapi cs jne gercep, ga kaya cs polytron, sangat slow respon. ","the service is messed up. new receipts were sent after the order was complained. said it was a private courier, you know using jtr, right, it should be traceable. the packaging took more than a day because it was cut off on a holiday, the delivery itself was almost a week. but cs jne fast, not like polytron cs, very slow response.",0
"Unit original sama dateng barang'y cepet bgt,,
Kualitas suara jedag jedug n Bass'y geleger bulet...","the original unit and the item came really fast, the sound quality was slow and the bass was thunderous.",1
"Produk baik, mudah pengoperasiannya. Pengiriman cukup lama dan nomer resi tidak bisa dilacak.","good product, easy to operate. delivery took quite a long time and the receipt number could not be traced.",0
bentuknya bagus imut,nice cute shape,1
"barang sesuai...sangat buagusss, pengemasan rapi, pengiriman termasuk cepat...","very good item, well packaged, fast delivery.",1
"Fitur Terbaik:barang good
Sepadan dengan Harga:harga 2.200 sekian

Barang sampe dengan aman ,ga ada yang rusak, cuma blom coba d nyalain ,semoga nyala dengan aman yahh,dan memang tdak bisa d lacak ,","best features:good stuff worth the price:price . so many items arrived safely, nothing was damaged, just haven't tried turning it on yet, i hope it turns on safely, and it really can't be tracked,",1
Resolusi gambar tajam 👍. Kualitas suaranya bagus. Desain elegan 😍. Ringan tapi kokoh. Ada banyak fiturnya. Desain ramping. Penjualnya ramah banget. Proses pesanan cepat. Packaging aman 🙏. Packaging rapi. Respon penjualnya top.,sharp image resolution. the sound quality is good. elegant design. light but sturdy. there are many features. sleek design. the seller is very friendly. fast order process. safe packaging. neat packaging. top seller response.,1
"Barang yang dikirim sesuai pesanan. Proses pengiriman harus sabar, namun baik karena tidak perlu repot2 keluar rumah dan dapat diskon. Kualitas barang baik dan bergaransi dengan service center yang dekat (ini yang penting). Toko rekomendasi laa...siiip","items sent as ordered. the delivery process must be patient, but it's good because you don't have to bother leaving the house and you can get a discount. good quality and guaranteed goods with a close service center (this is important). recommended shop laa.sip",1
"Produk bagus, kirimnyaa lamaa","good product, long delivery",0
sudah dicoba. mantab pokoknya,already tried. great anyway,1
"produk baru sesuai dengan deskripsi, pengiriman cepat","new product according to the description, fast delivery",1
barang sampai rusak speaker tidak nyala sebelah.. minta tuker barang diambil tgl 19 maret sampai tgl 27 maret barang kaga pernah balik lagi akhirnya ajuin pembatalan sama blibli.. pelayanan buruk banget official polytron..,"the item was damaged, the speaker didn't turn on next door.. asked for an exchange for the goods, it was taken from march to march, the item never came back again. finally, i asked for cancellation from bblibli.. very bad service, official polytron..",0
"Fitur Terbaik:hijab mode
Sepadan dengan Harga:ok

Barang sudah sampai, berfungsi dengan baik semuanya. Dapat pouch  untuk hijab, cuma yang disayangkan beli baru tapi tidak diperhatikan noda di mesin cucinya apalagi warna putih keliatan bekas jari hitam gitu. Sama saran juga, setidaknya pembeli dikasih tau jasa kirim apa yang dipakai (ekpedisi diluar shopee) biar bisa melacak. Thx, semoga awet.","best features:hijab fashion worth the price:ok item arrived, everything works fine. got a pouch for the hijab, it's just that it's a pity to buy a new one but you don't pay attention to the stains on the washing machine, especially the white color that looks like black finger marks. the same as a suggestion, at least the buyer is told what shipping service was used (expeditions outside the shopee) so they can track it. thx, hope it lasts.",0
Suara nya nggak berisik,his voice is not noisy,1
Tv yg datang pecah,the tv that came broke,0
"Pesanan sudah diterima, tapi konfirm dari kurir kalau kulkas nya dalam keadaan tertidur selama perjalanan dr tangerang sampai bandung. Dan sampai skrg belum aku unboxing serta di nyalakan karna di google harus di berdirikan dulu agar cairan freon masuk ke tempat semulanya lagi. Semoga ga kenapa2","the order has been received, but the courier confirmed that the fridge was asleep during the trip from tangerang to bandung. and until now i haven't unboxed it and turned it on because on google i have to stand it up first so that the freon liquid goes back to where it used to be. hopefully it's okay",0
"Pengiriman lama bangett,barangnya sampai 10 hari sampe emosi nungguin
mungkin karena akhir tahun dan pas momen promo 12.12
Baru pemakaian 2 hari Awal2 gamao nyedot air keatas kudu detail bgt pemasangannya, semoga awet krna lumayan mahal, dan nungguinnya barangnya lama bener","the delivery took so long, the goods arrived the day i got emotional waiting maybe because it was the end of the year and during the promo moment. just used it the first day gamao sucked up the water, i have to detail the installation, i hope it lasts because it's quite expensive, and the wait for the item is really long",0
"Fitur Terbaik:sesuai dengan deskripsi

Polytron emng the best","best features: according to polytron's description, it's the best",1
"kemasan produk tidak sesuai dgn gambar,dan siaran tv hanya 12 channel itu bukan channel yg gak umum atau pavorit di indonesia. proses lambat dan pengiriman lama produk gak sesuai dgn deskripsi nya dapat siarannya sedikit itupun yg gak umum.","the product packaging does not match the picture, and tv broadcasts are only channels, not channels that are not common or favorite in indonesia. the process is slow and the delivery takes a long time, the product does not match the description, it gets a little broadcast, which is not common.",0
Lebih baik memakai jasa pengiroman yang bisa dipilih sama pembeli. Daripada dipaksakan dikirim kurir sendiri tapi nyampenya hanpir lama.,it is better to use a delivery service that can be chosen by the buyer. instead of being forced to send the courier himself but it took a long time to arrive.,0
"Parah barang entah sampai dimana sampai sekarang ga ada melebihi estimasi, yang parahnya lagi dana saya udh masuk barang ga dikirim tau-tau udh selesai aja admin di caht ga di respon samsek.. Padahal Shopee mall seharusnya lebih terpercaya. Maaf bukan mau menjatuhkan toko tpi ga ada tanggujawb nya","it's bad that i don't know where the goods got, until now there haven't been more than estimates, what's worse is that my funds have already been received, the goods haven't been sent, i know it's already finished, the admin has been contacted, samsek hasn't responded.. even though shopee malls should be more reliable. sorry, i don't want to bring down the shop, but there's no response",0
"fitur dan soum bagus. hnya satu kelemahan, agak panas ya di bagian atas kalau lama dipakai. yg lainnya sih perfecto","nice feature and soun. only one drawback, it's a bit hot at the top if you use it for a long time. the others are perfect",1
Barangnya original Polytron👍.,the item is original polytron.,1
Sesuai dengan yg di harapkan,as expected,1
"utk distributor produk Polytron agar memperbaiki proses pengiriman barang yg terlalu lama, apakah krn pihak kurir yg ditunjuk atau di dlm proses order Tokopedia ditulis pengiriman oleh kurir Polytron sendiri/pihak kurir yg diorder sendiri oleh Polytron, apapun itu proses pengiriman terlalu lama dan tidak ada tracking yg valid.","for distributors of polytron products to improve the delivery process which is taking too long, whether it is due to the designated courier or in the tokopedia order process written delivery by polytron's courier himself/the courier ordered by polytron himself, whatever the delivery process is too long and there is no tracking valid.",0
"barang sesuai harapan, tp maaf gw kasih bintang 4 krn pengiriman lama dan status lacak ga update","the item is as expected, but sorry i gave a star because the shipping took a long time and the tracking status didn't update",0
Suaranya mantap 🔊. Garansi terjamin. Desain elegan. Packaging rapi. Packaging aman 🙏.,the sound is steady. guaranteed warranty. elegant design. neat packaging. safe packaging.,1
Kurir nya gak bisa kelacak. G ada status pengiriman. Tapi tetep nyampe sih.,i can't trace the courier. g no delivery status. but it's still up.,0
mantaap stb jermin.mkasih plotron,great stb jermin. thanks plotron,1
respon lama banget di chat juga ga bales bales pengiriman lambat banget padahal cuma dari tangerang ke kota serang kurir nyampe y subuh banget ganghu orang tidur..,"very slow response on chat, also no reply. very slow delivery, even though it was only from tangerang to the city of serang, the courier arrived at dawn, it really bothered people sleeping..",0
barangnya bagus.. sayang adminnya klu dichat slow respon,"the item is good. it's a shame the admin, if chatted, is slow to respond",0
"Mantap pengiriman sesuai scdle, barang ori bagus sekali. Polytron memang mantap guys","great delivery according to scdle, original goods are very good. polytron is really great, guys",1
Alhamdulillah paket sudah sampai. Sempet dibuat khawatir karna keterangan pengiriman tidak terlacak sampai mana2nya karna server eror ceunah. But its ok so far so good. Dapet bonus juga 2botol. 1 nya udah kasih ke mertua,thank god the package has arrived. i was worried because the shipping information was not traced to where it was because the server had an error. but its ok so far so good. got a bonus bottle too. i already gave it to my in-laws,1
"Fitur Terbaik:mesin tidak berisik

Desainnya sya suka, kualitas sebanding lah, cuman kemaren ga sampai kontrakan, kurirnya gamau ribet angkatin.","best features: the engine is not noisy i like the design, the quality is comparable, but yesterday it didn't arrive rented, the courier didn't want to bother picking it up.",1
Selang untuk masuk airnya kurang panjang. Jadi agak sulit saat pemasangan. Harus di taro di tempat yang paling dekat dengan keran. Tapi sejauh ini barang. Berfungsi dengan baik,the hose to enter the water is not long enough. so it's a bit difficult during installation. must be placed in the place closest to the faucet. but so far stuff. works fine,0
"Barang bagus, pengiriman cepat, cuma pas dipasang bawahnya ga pas jd goyang2 harus diganjel.
Sudah dicoba air dinginnya kyk air dingin kulkas","good stuff, fast delivery, just when it's installed underneath it doesn't fit so it shakes and has to be wedged. i've tried cold water like cold water in the refrigerator",1
"Barang bagus, original dan berfungsi normal semoga awet, namun pengiriman agak lama. Barang tidak di packing tambahan hanya kardus originalnya. Kurir toko meletakkan barang di depan rumah begitu saja, untung tidak diambil org. Mungkin pengirimannya bisa diperbaiki.","good stuff, original and functioning normally, hope it lasts, but the delivery is a bit long. items are not in additional packaging, only the original cardboard. the shop courier just put the goods in front of the house just like that, luckily no one took them. maybe the delivery can be improved.",0
"Barang oke, sesuai deskripsi. Namun gak sukanya pengiriman lama, seller kurang responsive. Harus diperbaiki kualitas layananannya.","item ok, according to the description. but i don't like the long delivery, the seller is not responsive. the quality of service must be improved.",0
Bintang 5 untuk kualitas produk.... Untuk waktu pengiriman bintang 1.....!!!!Suaranya mantap 🔊. Kualitas boleh diadu. Garansi terjamin. Gampang rakitnya. Desain elegan. Bahannya kokoh.,star for product quality. for a stellar delivery time.! his voice is steady. quality can be contested. guaranteed warranty. easy to assemble. elegant design. the material is sturdy.,0
"Mantap, pengiriman seminggu untuk elektrolit ini cukup cepat","great, a week's delivery for this electrolyte is pretty fast",1
"product bagus, sayang waktunya lama bngt","good product, it's a shame it took so long",0
"Barang oke, berfungsi baik..
hanya pengiriman lama perlu diperbaiki.. supaya customer tidak was was, karna dikirim pke kurir custom, tidak bisa dilacak..","the item is okay, works fine. only the old delivery needs to be repaired. so the customer doesn't get worried, because it was sent by a custom courier, can't be traced..",0
Berfungsi dengan baik. terima kasih. 🙏,works fine. thank you.,1
kualitas baik produk dalam negeri.. tp sayang penjualnya kurang respon.. pengiriman nya lama,good quality domestic products.. but unfortunately the seller is not responsive.. the delivery took a long time,0
Mantappppppppp polytron memang tak pernah ngecewain,"great, polytron never disappoints",1
"Semoga produknya berkualitas...

Catatan:
Untuk penjual lebih ditingkatkan respon/tanggapan terhadap pelanggan untuk kepastian dan pelayanan...Terima kasih",hopefully the product is of high quality. note: for sellers to further improve response/response to customers for certainty and service. thank you,1
"ga bagus pelayanananya , najis jis jis banget , pokoknya yg mau beli baca review saya sebelum benar2 menyesal , pengiraman lama , kulksa entah kenapa bagian bawah basah terus , padahal 2 pintu , pikir2 dlu beli kulkas merk beginj","the service isn't good, it's really unclean, anyway those who want to buy read my review before they really regret it, it's been a long time, the fridge somehow keeps the bottom wet, even though the door, think about buying a refrigerator of this brand",0
Produk bagus original,original good product,1
"Pengiriman 6 hari dari pemesanan, free ongkir.
showcase berembun banget jadi kadang ga keliatan apa isi showcase ya, admin tidak responsif, ditanya dibaca doang ga di bales.","delivery the day of the order, free shipping. the showcase is really dewy, so sometimes you can't see what's in the showcase, the admin isn't responsive, you just ask if you read it, don't reply.",0
"Barang bagus, sambungan melalui  AV kualitas gambar buruk sekali, ganti pake HDMI kualitas gambar sangat baik.","good stuff, connection via av picture quality is very bad, replace using hdmi picture quality is very good.",0
Proses pembelian cepat dan boks diterima dengan baik tanpa cacat. Udah coba beberapa merk masker sejenis and so far paling nyaman dipaki Polytron ini. Tebel tapi gak pengap. Warnanya juga netral putih. Coba ada yg hitam hehe.,the purchase process was fast and the box was well received without defects. i've tried several brands of similar masks and so far the most comfortable with this polytron. thick but not stuffy. the color is also neutral white. try a black one hehe.,1
"Alhamdulillah bagus.. 
tapi kalau bisa jangan pakai kurir toko, ke Bekasi aja seminggu baru nyampai, chat adminnya gak respon. 
Mudah-mudahan awet, gak ada kendala.. 
Terima kasih..","thank god it's good.. but if you can don't use the shop courier, just go to bekasi for a week and just arrive, the admin chat doesn't respond. hopefully durable, no problems.. thank you..",0
alhamdlah ahirnya sampai dengan selamat.semoga awet.Resolusi gambar tajam 👍. Kualitas suaranya bagus. Ada banyak fiturnya. Desain elegan 😍. Ringan tapi kokoh. Penjualnya ramah banget. Proses pesanan cepat.,alhamdlah finally arrived safely. hopefully durable. sharp image resolution. the sound quality is good. there are many features. elegant design. light but sturdy. the seller is very friendly. fast order process.,1
"kurirnya beneran ramah & baik banget s,hanya  admin nya slow respon aja. barangnya belum di coba.. semoga bagus dan awett.. makasih ❤","the courier is really friendly & really kind, only the admin is slow to respond. haven't tried the item yet.. hope it's good and durable.. thanks",0
"Selalu puas, barangnya bagus!☺️","always satisfied, the goods are good!",1
"pesan tanggal 25 baru datang tanggal 30, udah gitu tidak di bungkus bubblewrap, nomer resi nya juga tidak bisa di lacak, official store kok tidak profesional apakah SOP nya seperti itu? kalo iya buat kalian2 calon pembeli yang mau beli disini mending mikir dua kali deh","ordered the new date it arrived, already like that it wasn't wrapped in bubblewrap, the receipt number also couldn't be traced, how come the official store is unprofessional, is the sop like that? if so, for you prospective buyers who want to buy here, it's better to think twice",0
berfungsi jika ada antena digitalnya,works if there is a digital antenna,1
"mantul..barang sesuai deskripsi..&amp; pengiriman d luar dugaan.!! 3 hari pesanan dah ke terima dgn aman &amp; selamat.!rekomended to toko.&amp; pengiriman.!
smoga barang&#39;y aman.awet.&amp; lancar jaya.!pokokee mantul.!!","mantul..item according to description..& delivery beyond expectations.!! the day the order was received safely & safely.! recommended to the store. & delivery.! i hope the goods are safe, durable, and run smoothly! anyway, mantul.!!",1
"Barang ori, bagus, ac dingin, semoga awet, pengiriman yaa lumayan cepetlah..","original item, good, cold ac, hope it lasts, delivery is quite fast..",1
Sesuai dengan yang di pesan dan tidak mengecewakan terimakasih semoga awet dan tahan lama,"in accordance with what was ordered and did not disappoint, thank you, i hope it lasts and lasts a long time",1
"Fitur Terbaik:barang original
Sepadan dengan Harga:gak jauh beda

saran saya.. jangan beli d sini.. pengirimannya sangat lama.. nunggu komplen dulu baru di kirim. pesan tgl 8 dateng tgl 20.. estimasi tgl 17 belum sampe, pengajuan pengembalian dana dulu, baru di proses.. itu pun gk langsung.. terus satu lagi., gak bisa pake vocher kalo beli disini..

terima kasih, kalo dari barang memang ori polytron.","best features: original item worth the price: not much different from my advice.. don't buy here.. the delivery is very long.. wait for the complaint to be sent. ordered the date it arrived. the estimated date hasn't arrived yet, apply for a refund first, then it's processed. even that isn't immediate. then one more thing. you can't use a vocher if you buy here. thank you, if the item is indeed polytron original .",0
"Tv dan speaker bagus, kurangnya dalam pengiriman lama bgt 15 hari itupun datang setelah saya telepon call center Polytron. Saya sarankan kalau mau cepat datang tv nya langsung telepon call center Polytron aja. Bintang 1 buat adminnya karena gapeduliin customer chat gadibales, bintang 4 buat Kurir tokonya ramah beda sama adminnya.","the tv and speakers are good, the lack of delivery took a long time, and even then it came after i called the polytron call center. i suggest that if you want the tv to come quickly, just call the polytron call center. the stars for the admin because they don't care about customer chat girls replying, the stars for the shop couriers are friendly, different from the admins.",0
"Barang OK, pengiriman yang payah....sangat lama!!! dan tidak bisa dilacak sudah sampai mana barangnya, bikin was-was dan bikin anak nangis2 karena TV ga datang-datang","item ok, lousy delivery. very long time! and it can't be traced where the goods have arrived, it makes me anxious and makes the children cry because the tv doesn't come",0
"Pengiriman cepat hanya beberapa hari karena alamat pabrik lumayan dekat dengan rumah. Hanya saja tolong tingkatkan lagi kualitas layanan dari customer servicenya, hehe :) agar lebih fast respon lagi, terimakasih. BARANG KEREN !","fast delivery, only a few days because the factory address is quite close to home. it's just that please improve the quality of service from the customer service, hehe :) so that the response is even faster, thank you. cool items!",1
Terima kasih semoga awet..amin,thank you hopefully durable.. amen,1
"Fitur Terbaik:bagus
Sepadan dengan Harga:iya

Sudah sampai, berfungsi dgn baik, seller ga ada respon, di chat ga ada balesan sama sekali, pengiriman nya lamaaaaaaa banget","best features: good worth the price: yes arrived, works well, seller has no response, no reply on chat at all, delivery took too long",0
ok lancar,ok smooth,1
"Pengiriman cepet. Kurir nya jg ramah
Alhamdulillah barang jg ga ada kerusakn bru 2x pake
Semoga awet","fast delivery. the courier is also friendly, thank god the item is not damaged, just don't use it, hopefully it will last",1
Packaging aman 🙏 Proses pesanan cepat Mutu terjamin SNI Desainnya elegan ✨ Ada garansi resmi,safe packaging fast order process quality guaranteed sni elegant design there is an official guarantee,1
"usb tidak bisa digunakan, yg lain bagus.. masih ok lah, harga murah","usb can't be used, the others are good. it's still ok, cheap price",0
"secara barang puas. secara pengiriman lamaaa banget ampuun dah, seminggu cuy.","kindly satisfied. the delivery is really long, sorry, a week, cuy.",0
barang bagus. komplit.. cuma pengirimannya lama banget,good stuff. complete.. only the delivery took too long,0
barang sesuai deskripsi dan berfungsi dengan baik,item as described and works well,1
"App Vidio tdk bisa digunakan, katanya free ternyata nihil. udh hub cust serv tdk membantu sama sekali.
overall tv nya bagus, cm pelayanan nya aja kurang malah dioper2 terus orang nanya.","the vidio app can't be used, it says it's free but it's nothing. already hub customer service doesn't help at all. overall the tv is good, only the service is lacking, instead people keep asking.",0
mantep,steady,1
"pengiriman lumayan cepat, penjual ramah..kurir dari toko juga ramah...","pretty fast delivery, friendly seller..courier from the shop is also friendly.",1
"Barangnya original 👍.tp pngiriman ny ribet,pakai ekspedisi toko, lama pula sampai ny.","the goods are original. but the delivery is complicated, using a shop expedition, it takes a long time to arrive.",0
"kudu emosi dulu baru dikirim gustiiii... pembeli adalah raja loh,,, g ada komunikasinya sama sekali","you have to be emotional first then sent gusti. the buyer is the king, there is no communication at all",0
"Mau proses kartu garansi, namun ditulis berlaku jika ada cap toko. Dan sayangnya tidak ada CAP Toko.","want to process the warranty card, but it is written valid if there is a shop stamp. and sadly no cap toko.",0
"Beli bbrp kali barang selalu bagus. Kmrn baru pesan, hr ini sdh terima barangnya. Terima kasih ya.","bought several times the goods are always good. yesterday i just ordered, today i received the item. thank you.",1
Sepertinya kalau beli masker yg per pack walaupun beli 1 dus dipacking kardus lg... kayaknya krn dus masker yg ini lbh ringkih rusak krn isinya kurang padat. Walaupun sdh dipacking dus dan bubble wrap dusnya selalu ada sobek.. tp untung dalam nya masih aman..,it seems like if you buy masks per pack even though you buy boxes packed in cardboard again. i think the box for this mask is more fragile because the contents are less dense. even though the box was packed and the bubble wrap was always torn. but fortunately the inside was still safe.,0
Barang sesuai pesanan langsung cuss bening kelistrikan normal semua puas pokoknya,"goods according to direct orders, clear, normal electricity, all satisfied anyway",1
TAPI BARANGNYA LAMA SAMPENYA ... BISA 1 MINGGUAN WALAU CUMAN KE JABODETABEK AJA,but things are old. can do weekly even just to jabodetabek,0
Suaranya mantap 🔊. Garansi terjamin. Desain elegan.,the sound is steady. guaranteed warranty. elegant design.,1
sayangnyq pengiriman lama 🥲. udah no. 4 plizer lama beku. apa harus 5 ?,unfortunately the long delivery. already no. frozen old plizer. what to do?,0
"Kulkas okkk
Hanya lama dipengiriman",refrigerator ok. only long delivery,0
Gampang dipakai. Ada garansi resmi.,easy to use. there is an official guarantee.,1
"barang okelah...
pengiriman saja lamaa",okay stuff. the delivery is long,0
"Pengiriman dan unloading sampai rumah rapi, cermat dan Cepat dan nyaman dan ramah sekali. Kualitas kulkas inverter dan ruangan besar dan lebar pasti diatas yang lain. Thx Blibi ansuransi dan thx polytron atas gratis ongkir dan cash back promo.","delivery and unloading to the house neat, careful and fast and comfortable and very friendly. the quality of the inverter refrigerator and the large and wide room is definitely above the others. thx blibi insurance and thx polytron for the free shipping and cash back promo.",1
"Android Box dan Remote saja.
Free keyboard Wireless engga ada..🤔.

Syukur Produknya berfungsi..
Pengiriman lama, tidak bisa di tracking juga, Packingnya kurang aman..
Seller Slow Respon..","android box and remote only. there's no free wireless keyboard. thankfully the product works. long delivery, can't be tracked either, packing is not secure. seller slow response.",0
"barangnya ok, segel. resi pengiriman tidak bisa dilacak. lamanya 7 hari dr waktu pembelian sampai terima barang","it's ok, seal. delivery receipt can not be traced. the number of days from the time of purchase to receipt of the item",0
"Udh sampe,,wlpun lamaaaa dtengnny,,,lengkap dan amaan..mksih bnyak sellrr,,bang kurir😇","arrived, even though it took a long time to arrive, complete and safe. thank you very much, seller",0
"alhamdulillah sampai dengan selamat.....tapi butuh antena lagi, soalnya pakai antena yg sudah ads, tapi tidak berfungsi....chanel masih sgt sedikit dan gambarnyapun kayak banyak semut, gak kelas","alhamdulillah arrived safely. but need another antenna, the problem is using an antenna that has ads, but it doesn't work. there are still very few channels and the picture looks like a lot of ants, not classy",0
"Fitur Terbaik:baik
Sepadan dengan Harga:sepadan

Hanya pelayanan tidak bagus ..saya memesan dengan packing kayu .tapi di kirim nya tidak pakai perlindungan apa2 udah bayar2 packing kayu 50rb lebih ..tapi tidak kembalikan juga dan respon tidak di balas..jujur kecewa pelayanan nya .tapi barang nyampe untung aman .","best features: good worth the price: worth it only the service is not good..i ordered with wood packing.but it was sent without protection. did i pay for the wood packing, thousands more..but didn't return it either and no response was answered..honestly disappointed the service. but the goods arrived safely safely.",0
"Pelayanan toko ⭐⭐⭐⭐⭐
Produk sesuai deskripsi. Harga termurah untuk spek sekelasnya.
Hanya sayangnya ternyata produk belum disertifikasi Google Play, jadi ada beberapa aplikasi yg tidak bisa diunduh (ironisnya Tokopedia salah satunya). Tapi banyak aplikasi sejenis yg masih bisa diunduh. Aplikasi lain yg penting buat saya juga bisa, jadi ga terlalu masalah. Semoga awet aja.
Semoga ke depannya bisa disertifikasi biar lebih maju.","product store service according to the description. the cheapest price for the specs in its class. it's just a shame that the product hasn't been certified by google play, so there are several applications that can't be downloaded (ironically, tokopedia is one of them). but many similar applications can still be downloaded. other applications that are important to me can also, so it's not too much of a problem. hopefully it lasts. hopefully in the future it can be certified so that it will be more advanced.",1
"buat barangnya okelah,, mantep bgt.. cuma mesti sabar aja buat sampainya,, mungkin karena kurir tokonya ngirim kebanyak tempat, jadi mesti ngantri..","for the goods it's okay,, really good.. just have to be patient for it to arrive,, maybe because the shop's courier sends to many places, so you have to queue..",1
Resolusi gambar tajam 👍. Desain elegan 😍. Kualitas suaranya bagus. Ada banyak fiturnya.,sharp image resolution. elegant design. the sound quality is good. there are many features.,1
"Alhamdulillah barangnya sudah sampai, barangnya bener bener realpick, dan sudah di gunakan, alhamdulillah berfungsi dgn baik","thank god, the goods have arrived, the goods are really realpick, and they have been used, thank god, they work well",1
lama banget ngirim nya,it took too long to send it,0
Produk bagus. cuma pengirimannya Lama bangeeeeeeet,great product. only delivery took too long,0
"Barang original, pengirimannya cepat dan kurirnya baik. Adminnya sangat fast respon dan dapet harga flash sale. Mantap","original product, fast delivery and good courier. admin is very fast response and get flash sale prices. excellent",1
"Barang Ok, Kualitas Bagus. Pengiriman saja yang lama.","item ok, good quality. just long delivery.",0
"Kardusnya penyok, tapi isinya aman","the box was dented, but the contents were safe",0
"Barang yg di terima tidak begitu fungsi sebagaimana mestinya.
Respons tokonya juga gak gada.
Cuex benerrrr.",the item received is not as functional as it should be. the store's response is also not bad. cuex is right.,0
"br 3 hri pemakain knpa brembun gtu yaaah , flizer gk dingin bikin es btu tdi jam 10 gk beku hr pertamaa jjdi es batu hr 3 cb bikin es baaatu gaak jdi” hwa flizer gk dingin tp mesin nyala , aer es gk bs jd es bTu apa lgi aer yg pintu bwahgk dingin sma sekali malH berembun sperti terlihT di video ,, penjual aku chat dr jam 3 blm di bls jg ,,,","br the day of use why is it cloudy like that, the flizer isn't cold it makes the ice cubes not frozen the first day it's ice cubes on the day cb makes ice cubes doesn't work ""how the flizer isn't cold but the machine is on, the ice water can't turn into ice cream the door isn't cold at all even though it's dewy as seen in the video, the seller i chatted from the clock hasn't been able to get it yet,",0
barang diterima diterima dlm keadaan penyok pojokannya... tpi sejauh ini berfungsi dengan baik.,item received received in a dented condition. but so far it's working fine.,0
"produknya sih bagus, dengan harga segitu kualitas suara nya bisa di bilang bagus lah, cuma sayang pengiriman nya lama banget PADAHAL CM CIKARANG BEKASI TIMUR dan nggak ada resi buat ngecheck status pengiriman, info seller barang di kirimkan doleh merchant sehingga nggak bisa di lacak, TAPI NYATA NYA YANG DATANG DAN NGANTERIN BARANG NYA DARI JNE,BUKAN DARI MERCHANT NYA LANGSUNG SARAN SAYA, PERBAIKI LAH UNTUK PENGIRIMAN PRODUK NYA, KASIH RESI JADI KONSUMEN BISA LACAK DMNA PRODUK NYA, KITA BERHAK ATAS ITU.","the product is good, at that price the sound quality can be said to be good, it's just a shame the delivery took so long but cm cikarang bekasi timur and there is no receipt to check the status of the shipment, the seller's info on the item was sent by the merchant so it couldn't be tracked, but the real one who comes and delivers the goods from jne, not from the merchant directly my suggestion, immediately improve the delivery of the product, give the receipt so consumers can track the dmna of the product, we are entitled to that.",0
"sesuai harapan ane bosku , mkcih","according to my expectations, my boss, thank you",1
"barangnya sampe lumayan lama, semoga awet","it took quite a while, hope it lasts",0
kondisi barang dan pengemasan baik dan pengiriman cepat.,good condition and packing and fast delivery.,1
Pengirimannya super lama..,super long delivery..,0
Wah parah si komplain ga direspon produk ga bisa dipake buat nyuci ga mau muter bunyi nging aja ga di respon kapok sih belanja disini ga recommended. Pelayanan ga memuaskan.,"wow, it's really bad that the complaint hasn't been responded to, the product can't be used for washing, it doesn't want to turn on the ringing sound, it's not responded to. i'm tired of shopping here, not recommended. service is not satisfactory.",0
"produk sdh diterima,meskipun lama tp  sesuai harapan","the product has been received, even though it took a long time but it is as expected",0
"mantab bgt suaranya, speaker active polytron yg tipe ini. recomended bgt, suaranya menggelegar, bass nya terasa di dada. serasa kayak lagi nonton konser.","the sound is great, this type of active polytron speaker. highly recommended, the sound is booming, the bass is felt in the chest. it's like watching a concert.",1
"Barangnya bagus kok gak ada yg cacat semua sempurna, CUMAN SANGAT DISAYANGKAN ADMINNYA SLOW RESPON BGT KALO ADA BINTANG DIBAWAH 1 UNTK PELAYANAN KUKASI 0,00001%","the goods are good, but nothing is defective, everything is perfect, it's just that it's very unfortunate that the admin is slow to respond if there are stars below for quasi-service, %",0
Mesin berfungsi dg baik namun pengiriman lama 5 hari dlm jabodetabek.......................,the machine works well but the delivery takes a long time in jabodetabek.,0
sedih lah nyampenya telat bgt seminggu lbhbr nyampe,it's sad that it arrived a week late,0
Agak ketar ketir karena pengirimannya tidak ter update d shopee,i'm a little nervous because the delivery is not updated at the shopee,0
