Review_Text,Review_Text_Processed,Review_Date,Rating_Score,Business_Category,Sentiment_Label,Review_Aspect,Crisis_Flag,Is_Sarcasm
"this tempat is awesome to spend midnight parts in hyderabad ,very good pelayanan i loved it ,lovely view i enjoyed alot and harga is reasonable",this is awesome to spend midnight parts in hyderabad very good layan loved it lovely view enjoyed alot and harga is reasonable,3/1/2019 3:57,5,F&B,Positive,Harga,No,No
"praveen good pelayanan and nice gaming experience in vr as well as ps4 nice suasana nice food totally satisfied 😍😍😍😍😍😍,,,,,,the tempat very good i really like the tempat",praveen good layan and nice gaming experience in vr as well as ps4 nice suasana nice food totally satisfied the very good really like the,4/26/2019 20:39,5,F&B,Positive,Lainnya,No,No
"Kameranya berfungsi, untuk kualitas gambar tentunya sesuai harga ya, seperti kamera anak sejenis. Sayangnya kabelnya kotor sekali, seperti bekas, sudah coba dibersihkan juga tidak bisa.",kamera fungsi kualitas sesuai harga kamera anak jenis sayang kabel kotor bekas coba bersih tidak,unknown,4,Elektronik,Positive,Bentuk,No,No
"visited 3 times every time enjoyed the food, tomorrow 12 th march again i am visiting to celebrate my kids birthday hope it will not disappoint my kid",visited times every time enjoyed the food tomorrow th march again am visiting to celebrate my kids birthday hope it will not disappoint my kid,3/11/2019 12:15,5,F&B,Positive,Lainnya,No,No
delivery was on time and much aprisiated executive atitude. zomato just awesome.,delivery was on time and much aprisiated executive atitude zomato just awesome,7/23/2018 21:17,5,F&B,Positive,Lainnya,No,No
"Paket aman ,packing jos . di tes normal berfungsi dengan baik , bonus cover",aman packing bagus tes normal fungsi bonus cover,unknown,5,Lainnya,Positive,Lainnya,No,No
"beli grabfood, disuruhnya aktifkan lokasi, tapi walau sudah aktif lokasinya malah beda sama lokasi sekarang. mana posisinya beda sampai sejam dan udah kepesan lagi. mau hubungin layanan customer service mustahil, dan gak ada opsi lagi.",grabfood suruh aktif lokasi aktif lokasi beda lokasi posisi beda jam udah pes hubungin layan customer service mustahil tidak opsi,2026-05-14 12:48:20,1,F&B,Negative,Rasa,No,No
"bagus, hpnya tapi kok segelnya udh dibuka ya . apa itu buat garansi atau gmna?",bagus hpnya segel buka garansi gmna,unknown,2,Lainnya,Negative,Bentuk,No,No
makanan enak awesome suasana you will enjoy very much if somebody else is paying the bill. there s nothing better than a sponsored makan siang. kualitas nice,makan awesome suasana you will enjoy very much if somebody else is paying the bill there nothing better than sponsored makan siang kualitas nice,6/1/2018 0:51,4,F&B,Positive,Rasa,No,No
suara notifikasi tiba2 hilang udh di uji coba buat krimkn suara notif ttp GK bunyi..tlong segera perbaiki kasihan driver hrus nunggu lama akibat resto GK tahu klaw ada orderan masuk,suara notifikasi tiba2 hilang uji coba krimkn suara notif ttp tidak bunyi tlong baik kasihan driver hrus nunggu akibat resto tidak klaw order,2026-06-04 01:00:30,3,F&B,Netral,Lainnya,No,No
"untuk driver oke sudah, yg jd kendala adalah soal pencarian dana ke Bank, sudah 2 hari lebih belum di cairkan, biasanya Saat setelah Subuh di cairkan , kalau ini tidak ada sama sekali, tolong perbaiki",driver oke kendala cari dana bank belum cair subuh cair tidak tolong baik,2026-04-27 12:07:21,2,F&B,Negative,Lainnya,No,No
"kerupuk enak, renyah, sudah order kedua kali, pengiriman cepat, packing aman, penjual ramah dan responsif👍👍👍...moga makin sukses",kerupuk renyah kirim cepat packing aman jual ramah responsif moga sukses,unknown,5,F&B,Positive,Rasa,No,No
"Pelayanan sangat maksimal, rasa oke, dan tempat nyaman Terima kasih pak yusuf susanto",layan maksimal oke nyaman kasih yusuf susanto,2026-02-14T07:44:21.848Z,5,F&B,Positive,Rasa,No,No
"3 dulu, karena belum lengkap tidak bisa menambah menu, merubah menu dan membuat promo diskon sendirin. Notifikasi tidak berbunyi kalau apl tidak standby, melihat hasil penjualan setelah diskon dan yg sudah transferan ke Bank dll. Shopee Partner harus setara atau lebih baik dari apl tetangga.",belum lengkap tidak tambah menu rubah menu promo diskon sendirin notifikasi tidak bunyi apl tidak standby hasil jual diskon transfer bank dll shopee partner tara apl tetangga,2021-03-04 09:07:18,3,F&B,Netral,Harga,No,No
"Selalu antri apalagi klo weekend, steak enak pantes rame",antri klo weekend steak pantes rame,2024-04-15T13:37:13.588Z,5,F&B,Positive,Rasa,No,No
Tidak berfungsi.,tidak fungsi,unknown,1,Perabotan,Negative,Lainnya,Yes,No
good pengiriman cepat... recomended seller...,good kirim cepat recomended seller,unknown,5,F&B,Positive,Lainnya,No,No
Penjualnya Ramah Melayani Pembeli Dengan Sabar dan Memberikan Berbagai Saran Yang Pembeli Tidak Tahu ... Mantap Lah ??????,jual ramah layan beli sabar saran beli tidak bagus,unknown,5,Elektronik,Positive,Rasa,No,No
"banyak yang perlu di perbaiki, 1. saat pemesanan makanan chat kepada driver sering terhapus sendiri itu menyulitkan saat pemantauan pemesanan 2. tidak adanya layanan pembatalan pesanan padahal saya ingin merubah alamat 3. sulit mencari driver 4. pemesanan makanan jam 11 sampe ke pada saya jam 1 malam 5. tidak mudah digunakan",baik mesan makan chat driver hapus sulit pantau mesan tidak layan batal pesan rubah alamat sulit cari driver mesan makan sampe malam tidak mudah,2026-03-08 01:02:27,1,F&B,Negative,Rasa,No,No
"Di aplikasi gofood ada opsi edit pesanan yg pas lagi kosong / habis / barangnya tidak cukup, pertanyaannya : kenapa waktu mau diedit tidak bisa di edit / di hapus ? mohon diperbaiki sistemnya karena ini merugikan pihak rumah makan sebesar 20 ℅ karena pembeli minta kembalikan uang utuhnya dari barang yg kosong",aplikasi gofood opsi edit pesan pas kosong habis barang tidak tanya waktu edit tidak edit hapus baik sistem rugi rumah makan beli kembali uang utuh kosong,2026-05-08 08:03:47,2,F&B,Negative,Bentuk,No,No
Pendaftaran saya terbengkalai gabisa bikin menu,daftar bengkalai gabisa bikin menu,2022-08-01 16:41:08,1,F&B,Negative,Lainnya,No,No
tolong di perbaiki. kadang driver nyampek pesanan gk bunyi,tolong baik kadang driver nyampek pesan tidak bunyi,2023-08-06 23:35:18,3,F&B,Netral,Lainnya,No,No
"Maaf pembelian yg ke 2 kali nya kecewa.. saya pesan 5 x 5 dus (isi 5), malah d kirim 2 dus (isi 12) jd kurang 1",maaf beli kecewa dus isi dus isi,unknown,1,F&B,Negative,Lainnya,Yes,No
"Tolong dong diperbaikin sistem nya,masa pesananan sudah siap cari driver nya sampe 30 menitan,awas pelanggan kecewa tunggu makanan terlalu lama jadi pindah ke aplikasi sebelah terima kasih mohon di tanggapin,eror lagi lama lagi dapat driver perbaikin dong sistem nya.",tolong diperbaikin sistem pesananan cari driver sampe menit awas langgan kecewa tunggu makan pindah aplikasi belah kasih tanggapin eror driver perbaikin sistem,2023-08-25 11:23:05,1,F&B,Negative,Rasa,Yes,No
fine baking it is! tempat looks classy. it is mahal for a takeaway. staf at the counter was not very warm. cupcakes are good especially the chocolate ones. only drawback is they let you buy in specific flavours and quantities and you don't get to pick and choose your favorite ones. berry crumble loaf is one of my favorites.,fine baking it is looks classy it is mahal for takeaway staf at the counter was not very warm cupcakes are good especially the chocolate ones only drawback is they let you buy in specific flavours and quantities and you don get to pick and choose your favorite ones berry crumble loaf is one of my favorites,12/1/2017 15:07,3,F&B,Netral,Harga,No,No
"barangnya oke, cmn channel nya knp dpt 5 doang ya🥺",barang oke cmn channel knp dpt doang,unknown,2,Lainnya,Negative,Lainnya,No,No
Pelayanan kak rubi cepat dan ramah,layan kak rubi cepat ramah,2026-02-14T06:29:59.491Z,5,F&B,Positive,Lainnya,No,No
"Harganya murah bgt, pengiriman sangat cepat dan rapii Bakal langganan nihh next aku order lagi disini Terimakasih kk",harga murah banget kirim cepat rapi langgan nihh next terimakasih kk,unknown,5,Lainnya,Positive,Harga,No,No
Saya beli pake spayletter . Barang sesuai digambar tapi respon penjual nya kuraang,pake spayletter sesuai gambar respon jual kuraang,unknown,2,Lainnya,Negative,Lainnya,No,No
covered doner kebab pita is also really enak in lahmacun with cubed cheddar... the attention and care of the employees is extraordinary.,covered doner kebab pita is also really in lahmacun with cubed cheddar the attention and care of the employees is extraordinary,unknown,5,F&B,Positive,Rasa,No,No
Bikin ketagihan,bikin tagih,12/6/2025,5,F&B,Positive,Harga,No,No
"Saya memohon ya untuk tim klik indomaret tembusan ke Indomarco Prismata jangan menyiksa deliveryman dilapangan dengan ketentuan harus ada new member setiap hari kita ini bukan anak toko atau store crew boy (scb) yang dituntut bagaimana kita bisa mensosialisasikan klik kenapa bukan scb/scg saja. Kita adalah delivery bahasa umumnya kurir ya jadi mohon dipahami saya rasa anak delivery dimanapun pasti tahu itu dan tugas utama kita pickup, mengantar paket dan melakukan payment (cod) terima kasih",mohon tim klik indomaret tembus indomarco prismata jangan siksa deliveryman lapang tentu new member bukan anak toko store crew boy scb tuntut sosialisasi klik bukan scb scg delivery bahasa kurir paham anak delivery mana tugas utama pickup antar payment cod kasih,2022-07-27 17:45:42,3,F&B,Netral,Rasa,No,No
"respon cepat, pengiriman cepat selebihnya biarlah bintang yg berbicara....tq bosque",respon cepat kirim cepat lebih biar bintang bicara tq bosque,unknown,5,F&B,Positive,Lainnya,No,No
"Aplikasi tidak bisa dibuka sementara orderan tetap masuk, harus gimana ini? Mau close resto juga gak bisa, kasian driver pada datang",aplikasi tidak buka order gimana close resto tidak kasi driver,2023-03-22 14:52:38,1,F&B,Negative,Lainnya,No,No
"Terkadang driver lama datang ke resto,kenapa tdk bisa ganti driver?akhirnya makanan terlalu lama diambil,dan customer kecewa..mohon ada solusi agar resto tdk rugi dan customer bisa terlayani dgn baik",terkadang driver resto tidak ganti driver makan ambil customer kecewa solusi resto tidak rugi customer layan,2026-01-18 10:13:33,1,F&B,Negative,Rasa,Yes,No
Daging'nya empuk..Jozzz...,daging empuk jozzz,unknown,5,F&B,Positive,Rasa,No,No
it is a luxurious tempat where you can try the enak tastes of both turkish and arabic cuisine.,it is luxurious where you can try the tastes of both turkish and arabic cuisine,unknown,5,F&B,Positive,Rasa,No,No
some of the coffee i wanted came spilled; the coffee tasted dry. also; my wife's order was wrong.,some of the coffee wanted came spilled the coffee tasted dry also my wife was wrong,unknown,1,F&B,Negative,Rasa,No,No
respon dan pengiriman cepat dan harga kompetitif,respon kirim cepat harga kompetitif,unknown,5,F&B,Positive,Harga,No,No
"Pengiriman cepat, packing aman.Produk disukai enak dan melengkapi asupan nutrisi yang diperlukan untuk pertumbuhan dan menjaga kesehatan.",kirim cepat packing aman suka lengkap asupan nutrisi tumbuh jaga sehat,unknown,5,Kesehatan & Kecantikan,Positive,Rasa,No,No
barang error 1,error,unknown,1,Elektronik,Negative,Lainnya,Yes,No
"kecewa, sudah di tunggu hampir sebulan, barang gak sampe malah return",kecewa tunggu bulan tidak sampe return,unknown,1,Elektronik,Negative,Lainnya,Yes,No
"not a great makan malam i had in the last night, ordered tikka biryani ànd dum biryani . less masala and kualitas is bit of low. suasana was okay",not great makan malam had in the last night ordered tikka biryani nd dum biryani less masala and kualitas is bit of low suasana was okay,10/13/2018 0:09,3,F&B,Netral,Bentuk,No,No
the one which i always eat here is chocolate sizzler.but now i feel it’s not sepadan to visit chocolate room for chocolate sizzler as the kualitas is decreased.sizzler which we got this time is having so much of brownie but they din’t think of giving enough chocolate sauce and also the brownie is over cooked.,the one which always eat here is chocolate sizzler but now feel it not padan to visit chocolate room for chocolate sizzler as the kualitas is decreased sizzler which we got this time is having so much of brownie but they din think of giving enough chocolate sauce and also the brownie is over cooked,11/27/2018 17:40,2,F&B,Negative,Bentuk,No,No
Mantap pelayanan mas yusuf,bagus layan mas yusuf,2026-02-03T10:28:26.330Z,5,F&B,Positive,Rasa,No,No
Orderan jadi susah masuk aplikasi sering logout sendiri,order susah aplikasi logout,2021-04-15 23:00:50,3,F&B,Netral,Lainnya,No,No
"tolong untuk pihak grab saya waktu itu pesan makanan tetapi di cancel sama pihak resto dikarenakan tutup, tetapi pengembalian danannya belum dikirim sampai sekarang, saya pesan makanan tersebut Dari bulan November tanggal 30 🙏",tolong grab waktu makan cancel resto tutup kembali dan belum makan november tanggal,2025-12-24 18:12:12,1,F&B,Negative,Rasa,No,No
"Di App Go Biz Tidak Ada ada dalam Menu Go Modal , Mohon Cara nya",app go biz tidak menu go modal,2020-05-04 10:59:02,3,F&B,Netral,Lainnya,No,No
"hallo KFC saya mau refund dana untuk pesanan saya di cancel si aplikasi KFC saya sudah hubungi emailnya no respon, untuk no whatsappnya jga ceklis, di twitter jga no respon, mohon bantuannya",kfc refund dana pesan cancel si aplikasi kfc hubung email no respon no whatsappnya jga ceklis twitter jga no respon bantu,2022-11-04 16:34:26,3,F&B,Netral,Lainnya,No,No
pengiriman lamaaaaa hampir 2minggu jadi males biasa order di lazada 2 atw 3 sampe tadinya mau buat acara dorprize gagal gara² bareng dateng telattt sampai batas estimasi akhir 😔,kirim lamaaaaa 2minggu males lazada atw sampe acara dorprize gagal gara bareng dateng telattt batas estimasi,unknown,2,Lainnya,Negative,Lainnya,Yes,No
"untuk shopee food, saya pesen pakai pemesanan prioritas, tapi selalu saja datangnya lama. Bahkan meskipun resto nya hanya beberapa meter dari tempat saya.",shopee food sen pakai mesan prioritas datang resto meter,2026-02-27 12:09:51,3,F&B,Netral,Bentuk,No,No
"i ordered a cheese falafel wrap. the wrap had no cheese. the falafel was deep fried in oil that was quite old and i could rasa it in every bite which made it quite bad. apart from that quantity wise it was quite good, but tbh kualitas matters too. would i order again? not really",ordered cheese falafel wrap the wrap had no cheese the falafel was deep fried in oil that was quite old and could it in every bite which made it quite bad apart from that quantity wise it was quite good but tbh kualitas matters too would again not really,1/13/2019 23:27,2,F&B,Negative,Rasa,No,No
naikin komisi taggung klo 25% apa gk x.an 50%.. biar banyak untung e.....,naikin komisi taggung klo tidak an biar untung,2023-07-25 12:22:14,1,F&B,Negative,Lainnya,No,No
"Aplikasinya bagus tapi kurang tanggungjawab, saya beli galon Lee mineral 3 , beli sikat gigi 1 , tapi sikat giginya ketinggalan, bilangnya mau di antar lagi tapi sampe sekrng belum diantar 😔",aplikasi bagus tanggungjawab galon lee mineral sikat gigi sikat gigi tinggal bilang sampe sekrng belum antar,2023-06-07 20:18:45,3,F&B,Netral,Rasa,No,No
Pesan Fore Coffee di ShopeeFood ada Voucher Diskon s/d 45RB loh! Cek disini keburu habis! https://t.co/mmwUdWoM9P,fore coffee shopeefood voucher diskon 45rb loh cek keburu habis,Wed Feb 26 02:04:43 +0000 2025,3,F&B,Netral,Harga,No,No
haduhh admin masa saya ngga dapet email buat verifikasi di hp ga ada sampe pindah ke laptop juga masih ga dapet? kenapa ya?,haduhh admin tidak dapet email verifikasi hp tidak sampe pindah laptop tidak dapet,2019-04-28 09:50:29,3,F&B,Netral,Lainnya,No,No
had their nutella brownie ice cream in a cup. great tasting. it got delivered with proper packaging and dry ice. great to the rasa. just wish they were priced bit lower :) will definitely try their other offerings.,had their nutella brownie ice cream in cup great tasting it got delivered with proper packaging and dry ice great to the just wish they were priced bit lower will definitely try their other offerings,3/19/2019 20:15,4,F&B,Positive,Rasa,No,No
"biiyani which you was deliveyed was worst. till the date i haven't eat this kind of biiyani. worst rasa. i can't even eat it. i kept the biiyani in the dust bin. and also i have order kaju biiyani, and i did not get even 5 kaju pieces also.....................................................",biiyani which you was deliveyed was worst till the date haven eat this kind of biiyani worst can even eat it kept the biiyani in the dust bin and also have kaju biiyani and did not get even kaju pieces also,3/9/2019 21:42,1,F&B,Negative,Rasa,No,No
"Selalu bagus produknya, pembelian ke 2 Mantapp min, smoga laris",bagus produk beli mantapp min smoga laris,unknown,5,Hobi & Hiburan,Positive,Rasa,No,No
packing nya berlapis2 perlindungan Dari luar sampai dalamnya..,packing berlapis2 lindung dalam,unknown,5,F&B,Positive,Lainnya,No,No
"Volume Notif sudah full, tap gak bunyi, tiba² driver datang, resto sering di non aktifkan",volume notif full tap tidak bunyi driver resto non aktif,2022-05-13 15:12:02,3,F&B,Netral,Lainnya,No,No
"Mantap,tapi pengiriman aga telat",bagus kirim aga telat,unknown,5,Lainnya,Positive,Rasa,No,No
The price not worth the taste.,the price not worth the taste,2021-02-15T07:52:26.788Z,2,F&B,Negative,Rasa,No,No
grilled chicken harga doesn’t match with the rasa...chicken biryani’s harga doesn’t match with the chicken quantity ..,grilled chicken harga doesn match with the chicken biryani harga doesn match with the chicken quantity,5/17/2018 23:50,1,F&B,Negative,Rasa,No,No
driver masalah aplikasi ini,driver aplikasi,2025-02-03 18:44:36,1,F&B,Negative,Lainnya,No,No
ribet banget yah. baru daftar.udah ada pesanan di aplikasi saya ngga ada informasi. di aplikasi driver nya ada. itu jadi nya gimana? udah tlp cs nya kata instal ulang . saya instal ulang kendala nya sama. tolong di mudahkan,ribet banget yah daftar udah pesan aplikasi tidak informasi aplikasi driver gimana udah tlp cs instal ulang instal ulang kendala tolong mudah,2020-08-19 19:08:30,3,F&B,Netral,Lainnya,No,No
"finally ate a biryani that i licked off the plate! the porsi size was perfect, the biryani was flavorful and the salan was enak. again, suasana of this tempat is horrible, but the food is amazing. will go again to try the haleem.",finally ate biryani that licked off the plate the porsi size was perfect the biryani was flavorful and the sal was again suasana of this is horrible but the food is amazing will go again to try the haleem,11/29/2018 18:02,4,F&B,Positive,Rasa,No,No
barang nya bagus pengiriman cepat,bagus kirim cepat,unknown,5,Lainnya,Positive,Bentuk,No,No
"Sistem otomatis menerima pesanan gak ada , sangat tidak membantu , karena kita gak selamanya berada di samping hape ...",sistem otomatis terima pesan tidak tidak bantu tidak samping hape,2022-09-05 09:34:20,1,F&B,Negative,Lainnya,Yes,No
pembelian ke 2xnya di sini. mantap cuman apa emang gak ada on offnya min,beli 2xnya bagus cuman emang tidak on offnya min,unknown,2,Lainnya,Negative,Rasa,No,Yes
"Baru kali ini belanja, pengiriman gak pake bungkus apapun bahkan kantong kresek jg gk ada. Cuma kardus barang + kertas yg di tempel di kardus brg. Kaya gak niat. Utk barang belum di coba.",belanja kirim tidak pake bungkus apa kantong kresek tidak kardus kertas tempel kardus brg kaya tidak niat belum coba,unknown,2,Lainnya,Negative,Lainnya,No,No
Smga pencarian yahh lebih jelas lgi email ma pendapata bersih yg masuk rekening d sertakan seperti aplikasi yg lain jelas pendapatan kotor bersih yg harus masuk rekening brpaa jadi kita tau,smga cari yahh lgi email ma pendapata bersih rekening serta aplikasi dapat kotor bersih rekening brpaa tau,2021-12-21 01:48:22,3,F&B,Netral,Bentuk,No,No
Kenapa ini sering terjadi...jam resto sdh tutup atau menu sdh d klik hbis..tp masih bsa masuk orderan..ini sering terjadi dan akhirnya bikin salah paham pihak resto dan driver..dan juga pelanggan..merugikan semua..yg untung hanya pihak apk,resto tutup menu klik hbis bsa order bikin salah paham resto driver langgan rugi untung apk,2024-06-14 16:39:04,2,F&B,Negative,Lainnya,No,No
"Kecewaa banget costumer semua ngasih rating bagus semua bintang 5 ,tapi muncul diaplikasi rating cuma 4,1 alhasil anyep gak ada yang beli . Cara penilaian ya entah bagaimana apa karena sering batal karena gak dapat driver??",kecewaa banget costumer ngasih rating bagus bintang muncul aplikasi rating alhasil anyep tidak nilai batal tidak driver,2021-12-30 07:57:52,3,F&B,Netral,Bentuk,No,No
"Mantap, barangnya asli. Khasiatnya bagus, langsung terasa. Pengepakannya rapi, ditulis fragille dan dipakaikan bubblewarp, kadarluarsanya masih lama. Penjualnya baik dan fast respon. Makasih ya, next pasti order lg 🙏🙏😍💕",bagus barang asli khasiat bagus epak rapi tulis fragille pakai bubblewarp kadarluarsanya jual fast respon terima kasih next lg,unknown,5,F&B,Positive,Bentuk,No,No
Pengaturan jam buka tutup hilang biasanya bisa tutup 1jam ini hilang,atur buka tutup hilang tutup 1jam hilang,2020-12-04 11:35:23,3,F&B,Netral,Lainnya,No,No
definitely do not go without a reservation; it was overcrowded. we ate very enak pizzas; but waiting in line for 1 hour didn't make any sense.,definitely do not go without reservation it was overcrowded we ate very pizzas but waiting in line for hour didn make any sense,unknown,2,F&B,Negative,Rasa,No,No
barang sesuai deskripsi good job,sesuai good job,unknown,5,Lainnya,Positive,Bentuk,No,No
"maaf gan ga sempet poto, soalnya langsung diambil sama keponakan hehe, minusnya cmn dilayar aja kali ya karna nyentuh layarnya kdg susa",maaf gan tidak sempet poto ambil keponakan minus cmn layar nyentuh layar kdg susa,unknown,2,Lainnya,Negative,Bentuk,No,No
"produk sesuai,, berguna utk bersihin sampah di jalan depan rumah,, pengiriman cepat,, respon seller cepat,, packing dus+bubble wrap tebal.. thx",sesuai guna bersihin sampah jalan rumah kirim cepat respon seller cepat packing dus bubble wrap tebal terima kasih,unknown,5,Perabotan,Positive,Bentuk,No,No
Sangat sulit untuk mendaf tarkan Gofood,sulit mendaf tar gofood,2019-09-13 12:48:02,3,F&B,Netral,Lainnya,No,No
"i am a regular to chinese pavilion banjara hills but this was my first visit to gachchibowli & i was disappointed. the tempat is not bad, easy to find, valet and comfortable seating. pelayanan was decent as well. food was outrageous, the order was chicken corn & manchow soups which were ok, prawns and teriyaki chicken which were decent but the killer was pan fried noodles, if you cant make it the way it is supposed to be then why keep it in the menu?? vegetables - baby corn, brocolli appeared stale and they got a wierd mushroom, which was yuckyyy to the core. i eat mushroom and like it but this was something terrible. stay away from pan fried!!!!",am regular to chinese pavilion banjara hills but this was my first visit to gachchibowli was disappointed the is not bad easy to find valet and comfortable seating layan was decent as well food was outrageous the was chicken corn manchow soups which were ok prawns and teriyaki chicken which were decent but the killer was pan fried noodles if you cant make it the way it is supposed to be then why keep it in the menu vegetables baby corn brocolli appeared stale and they got wierd mushroom which was yuckyyy to the core eat mushroom and like it but this was something terrible stay away from pan fried,11/7/2017 6:15,3,F&B,Netral,Lainnya,No,No
"Tlong perbarui directory alamatnya dong. Masa cuma sampe UI aja ? Kukusan enggak ? Padahal sarang pesanan itu ya di daerah kukusan, daerah kosannya para mahasiswa UI. -_-",tlong baru directory alamat sampe ui kukus sarang pesan daerah kukus daerah kosannya mahasiswa ui,2017-10-26 13:04:55,3,F&B,Netral,Lainnya,No,No
Mantap!!! dipake main genshin ama valheim enak banget,bagus dipake main genshin ama valheim banget,unknown,5,Lainnya,Positive,Rasa,No,No
i believe the food was spoilt because of which we fell ill that night.,believe the food was spoilt because of which we fell ill that night,1/25/2019 8:04,1,F&B,Negative,Lainnya,No,No
"Kalo cari driver pasti selalu lama, entah driver mobil, motor atau makanan. Bikin yang tadinya mood/ lapar jadi males lagi",kalo cari driver driver mobil motor makan bikin mood lapar males,2024-03-05 20:06:22,3,F&B,Netral,Rasa,No,No
Untuk kota samarinda jalan padat karya perum puspita bengkuring blok au no.1 tidak bisa di antar. Tolong konfirmasinya,kota samarinda jalan padat karya perum puspita bengkuring blok au no tidak tolong konfirmasi,2017-10-23 10:10:44,3,F&B,Netral,Rasa,No,No
my friend gave his birthday treat here! we opted for the buffet going on there. buffet was not that great! buffet had one chicken starter one vegetarian starter one main course (we opted for non vegetarian option) choice of roti biryani and gilab jamun. the ambiance was great. we clicked alot of pictures there! it was fun overall.,my friend gave his birthday treat here we opted for the buffet going on there buffet was not that great buffet had one chicken starter one vegetarian starter one main course we opted for non vegetarian option choice of roti biryani and gilab jamun the ambiance was great we clicked alot of pictures there it was fun overall,2/11/2019 2:37,3,F&B,Netral,Lainnya,No,No
level 1 pedes nya kek level 8 hmm,level pedes kek level hmm,Ordered on 21 July 2022,3,F&B,Netral,Lainnya,No,No
Fitur Terbaik:Top markotop udh puas beli disini,fitur baik top markotop puas,unknown,5,Lainnya,Positive,Lainnya,No,No
"Terimakasih sudah menyesatkan driver 🤗 titik lokasi meleset 1km, gak sesuai alamat, pdhl sudah revisi detail 5x,sudah sering dimarahin driver, sulit pula merubah data,ribet isi form ini itu😭 terimakasihjuga sistem yg cancel order otomatis dan tak bisa diubah merchant🤗notif aktif tapi bisu sejak awal orderan😂",terimakasih sesat driver titik lokasi meleset 1km tidak sesuai alamat pdhl revisi detail 5x dimarahin driver sulit rubah data ribet isi form terimakasihjuga sistem cancel otomatis tak ubah merchant notif aktif bisu order,2022-10-19 08:16:48,1,F&B,Negative,Lainnya,Yes,No
"untuk ukuran pas, hanya kurang ngraket di meja saya ya pas dipakai masih geser-geser. dan saya dpt barang yg sablon fabtechnya udh mayan pudar.",ukur pas ngraket meja pas pakai geser geser dpt sablon fabtechnya mayan pudar,unknown,2,Lainnya,Negative,Bentuk,No,No
1 hal yang paling gua benci. • ketika pesen makanan dan di satu tempat itu ad 1 pesanan . setelah pesanan selesai tiba² driver diksih double jobdesk pengiriman. alhasil 1 pesanan yang udh selesai harus nunggu pesanan yang kedua gara-gara double job . kdng ad yng 3 job di 1 tempat. nah point masalah ny adalah itu bikin driver dan pemesan itu bingung. kdng yang driver bingung mau nganterin yang mana dlu. dan customer yang pesan dluan tiba-tiba harus nunggu pesanan jobdesk di 1 tempat .,gua benci sen makan ad pesan pesan selesai driver diksih double jobdesk kirim alhasil pesan selesai nunggu pesan gara gara double job kdng ad yng job point ny bikin driver mes bingung kdng driver bingung nganterin dlu customer dluan nunggu pesan jobdesk,2026-01-31 22:57:51,1,F&B,Negative,Rasa,No,No
"Tidak ada masalah dengan kualitas barang, tetapi untuk sebuah official store, kualitas dari customer service sangat buruk. Tidak hanya lambat dlm memberikan jawaban disaat diperlukan, tetapi juga “malas” dlm memberikan jawaban yg dibutuhkan.",tidak kualitas official store kualitas customer service buruk tidak lambat dlm saat malas dlm butuh,unknown,2,Lainnya,Negative,Bentuk,Yes,No
barang sesuai pesanan dan sesuai deskripsi mantapppp,sesuai pesan sesuai mantapppp,unknown,5,Lainnya,Positive,Rasa,No,No
Di aplikasi pesanan diantar pukul 13.04 tapi nyatanya sampai 14.00 belum diantar aja. Mending beli via grab nyesel via aplikasi. Payah,aplikasi pesan antar belum antar mending via grab nyesel via aplikasi payah,2022-08-17 13:41:29,3,F&B,Netral,Lainnya,No,No
"aplikasi nya tidak bgs pesanan baru masuk, belum di pencet pesanan siap tapi driver sudah didepan muka ya kalo drivernya ramah2 gapapa, ini datang2 kebanyakan ngomel karena blm siap , tolong dibenahi lagi agar resto punya kesempatan menyiapkan pesanan dlu sebelum dicarikan driver",aplikasi tidak bgs pesan belum pencet pesan driver depan muka kalo drivernya ramah2 gapapa datang2 banyak ngomel belum tolong benah resto sempat pesan dlu cari driver,2024-12-21 09:13:15,1,F&B,Negative,Lainnya,No,No
Udh seminggu orderan gak masuk,minggu order tidak,2023-03-10 15:39:29,3,F&B,Netral,Lainnya,No,No
"tolong d hapus pembayaran TUNAI, karena banyak drever yg gak mau ambil.",tolong hapus bayar tunai drever tidak ambil,2026-04-12 21:31:53,3,F&B,Netral,Harga,No,No
"Tolong untuk notifikasi agar responsif, Notif pesanan selalu telat masuk, sehingga para pemasak berkerja tepat waktu. Juga kasian driver, kalau pesanan yg di pesan kustomer habis dan lapak lupa update, Intinya perbaiki sektor notif supaya sama seperti di aplikasi sebelah. Trims",tolong notifikasi responsif notif pesan telat masak kerja waktu kasi driver pesan kustomer habis lapak lupa update inti baik sektor notif aplikasi belah trims,2022-03-22 17:49:47,3,F&B,Netral,Lainnya,No,No
"Barang sdh diterima, cukup mulus cuman touchpadnya kadang ga respon dan kadang sangat sensitif (ini yg sedikit agak mengganggu), batere lumayan.. berfungsi dgn baik. Tks",terima mulus cuman touchpadnya kadang tidak respon kadang sensitif ganggu batere lumayan fungsi tks,unknown,2,Lainnya,Negative,Lainnya,No,No
"ini aplikasinya kenapaa ya dihp aku keluar"" terus",aplikasi kenapaa dihp,2019-07-18 13:30:47,3,F&B,Netral,Rasa,No,No
enak makanannya staf irma,makan staf irma,2025-11-25T14:25:34.333Z,5,F&B,Positive,Rasa,No,No
