Review_Text,Review_Text_Processed,Review_Date,Rating_Score,Business_Category,Sentiment_Label,Review_Aspect,Crisis_Flag
very enak,very enak,9/3/2018 22:35,5,F&B,Positive,Rasa,No
Resolusi gambar tajam 👍. Kualitas suaranya bagus. Desain elegan 😍. Proses pesanan cepat. Packaging rapi. Respon penjualnya top. Penjualnya ramah banget.,resolusi tajam kualitas suara bagus desain elegan proses pesan cepat packaging rapi respon jual top jual ramah banget,unknown,5,Lainnya,Positive,Bentuk,No
half of the order was not delivered by the restoran. and they didn't bother to pick the call for that,half of the was not delivered by the restoran and they didn bother to pick the call for that,2/10/2019 15:34,1,F&B,Negative,Lainnya,No
"salah satu kakinya ada yg bengkok, jadi gabisa dipake, udah minta refund tetep gabisa yasudahlah",salah satu kaki bengkok jadi gabisa dipake udah minta refund tetep gabisa yasudahlah,unknown,2,Elektronik,Negative,Lainnya,Yes
Pelayanan bagus dan ramah sukak,layan bagus ramah sukak,2026-03-21T10:01:39.794Z,5,F&B,Positive,Bentuk,No
"anehh fitur nya, masa pesanan grabfood belum diterima ga bisa dibatalin, udah nunggu 1 jaman lebih baru bisa di batalkan, ga recommanded.",anehh fitur nya masa pesan grabfood belum terima tidak dibatalin udah nunggu jaman lebih baru batal tidak recommanded,2026-05-01 23:34:01,1,F&B,Negative,Lainnya,No
Fitur Terbaik:stenles priginal Sepadan dengan Harga:lumayan lah mrh Presto sdh dtng pengiriman cpt terima ksh Sellernya jg Shopee 🙏,fitur baik stenles priginal padan harga lumayan mrh presto dtng kirim cpt ksh sellernya shopee,unknown,5,Lainnya,Positive,Harga,No
Makanannya enak...tempat strategis....,makan enak tempat strategis,2021-11-25T09:03:45.495Z,4,F&B,Positive,Rasa,No
"Suanannya oke banget cocok buat makan keluarga, datang kesini buat buka puasa. Makanan datang cukup cepat. Di anter ke lt. 2 sama waittress dan ramah. Tapi ada bbrapa yg harus di tingkatkan: waitress harus stanby di lt 2. Kami kesulitan pesan makanan karena tdk ada yg stanby dan tidak ada bell. Lalu bakwan jagung saya gak estetik karena piringnya gompal. Di akhir, kami panggil waitress dari bawah namnya mas adhi, sangat helfull dan ramah dia juga minta maaf krn gak ada yg jada di atas. Over all oke bgt , kami nambah kopi dan cimpedakk goreng. Sangat enak!",suanannya oke banget cocok buat makan keluarga kesini buat buka puasa makan cukup cepat anter lt sama waittress ramah bbrapa tingkat waitress stanby lt sulit makan tidak stanby tidak bell lalu bakwan jagung tidak estetik piring gompal akhir panggil waitress bawah namnya mas adhi sangat helfull ramah minta maaf tidak jada atas over all oke banget nambah kopi cimpedakk goreng sangat enak,2026-03-01T13:05:57.584Z,5,F&B,Positive,Rasa,No
"visited for makan siang today. the food was so yummy and the suasana was very good. wajib dicoba dish is non-veg chinese platter in which we get fish, prawns, chicken drumsticks and other 2 types of chicken also. it costs around 800/- but it is definitely very much worthy. and the butter naan was so soft n nice. and the assorted chicken mandi was also yummy. overall it is one of the best restaurants i have visited. everything was satisfactory.",visited for makan siang today the food was so yummy and the suasana was very good wajib coba dish is non veg chinese platter in which we get fish prawns chicken drumsticks and other types of chicken also it costs around but it is definitely very much worthy and the butter naan was so soft nice and the assorted chicken mandi was also yummy overall it is one of the best restaurants have visited everything was satisfactory,5/5/2019 23:10,4,F&B,Positive,Rasa,No
"Fitur Terbaik:admin slow respon Sepadan dengan Harga:. Jasa kirim lama banget, harus banget diambil di jasa pengiriman 😢. Bener"" buruk. Tolong diperbaharui jasa kirimnya jangan jne dong. Admin slow respon",fitur baik admin slow respon padan harga jasa lama banget banget ambil jasa kirim bener buruk baharu jasa kirim jangan jne admin slow respon,unknown,2,Lainnya,Negative,Harga,Yes
baik produk original harga terjangkau,baik original harga jangkau,unknown,5,Lainnya,Positive,Harga,No
food rasa is good. customer pelayanan also good. suasana and music also nice. cool tempat to hangout with friends. overall it's very good.we enjoyed.,food rasa is good customer layan also good suasana and music also nice cool tempat to hangout with friends overall it very good we enjoyed,2/10/2019 17:53,5,F&B,Positive,Rasa,No
"Tampilan:bagus Performa:bagus Kualitas:baik Seller amanah, info pemasangan mmg tdk ada, tp gampang merakitnya. Diterima paketnya tdk ada kekurangan, trmksh shopee.",tampil bagus performa bagus kualitas baik seller amanah info pasang mmg tidak gampang rakit terima paket tidak kurang trmksh shopee,unknown,5,Lainnya,Positive,Bentuk,No
Ini si bukan promo cuma emang sizenya aja yg lebih kecil dari biasanya,si bukan promo cuma emang sizenya lebih kecil biasa,unknown,3,F&B,Neutral,Harga,No
"gatel di tenggorokan jgn beli deh loe,nyesel gw beli",gatel tenggorok jgn loe nyesel gw,unknown,1,Lainnya,Negative,Lainnya,No
"palet sudah sampai, blom divoba, bintang 4 dulu ya...",palet blom divoba bintang dulu,unknown,5,Lainnya,Positive,Lainnya,No
Hampers cantiknya tiba dengan aman. Pengiriman jg cepet.. tks,hampers cantik aman kirim cepet tks,unknown,3,F&B,Neutral,Lainnya,No
"kemasan'y rapih seler'y baik, tapi ga ad pengukus'y",kemas rapih seler baik tidak ad kukus,unknown,2,Lainnya,Negative,Bentuk,No
untuk dominos yg di jln gatot subroto bali kenapa tidak ad di list ya,dominos jln gatot subroto bal tidak ad list,2019-04-21 15:18:33,3,F&B,Neutral,Lainnya,No
"setalah update, makin bobrok aja nih gojek pesan gofood dah sampai 1 jam ga dapet driver, sampai order 3x baru diberi driver. ga ngerti lagi sama konsepnya gojek.",seta update makin bobrok gojek gofood dah tidak dapet driver 3x baru beri driver tidak ngerti sama konsep gojek,2025-04-08 19:16:00,3,F&B,Neutral,Lainnya,No
best imported beers in hyderabad.. such an amazing tempat for a drinks and food.. a must visit for people who droll for belgium and german beers..,best imported beers in hyderabad such an amazing tempat for drinks and food must visit for people who droll for belgium and german beers,1/9/2019 17:27,5,F&B,Positive,Lainnya,No
"we dropped at this tempat on sunday morning for sarapan. it's a small cafe with quirky posters and phases on the wall which will definitely catch your attention. coming to food, we ordered two combos : shawarma + nutella waffle + citrus mint cooler and best of both worlds. we also tried spiced bell pepper omelette which was really good. other items were average, nothing great. quantity of the food was good. suasana - 3.5/5 food - 3.5/5 pelayanan - 3.5/5",we dropped at this tempat on sunday morning for sarap it small cafe with quirky posters and phases on the wall which will definitely catch your attention coming to food we ordered two combos shawarma nutella waffle citrus mint cooler and best of both worlds we also tried spiced bell pepper omelette which was really good other items were average nothing great quantity of the food was good suasana food layan,1/28/2019 16:50,3,F&B,Neutral,Lainnya,No
Barang ok. Pelayanan juga ok lah... Pengiriman cepat 3 hari ke jatim. Cuman sayang gak dapat casingnya,layan kirim cepat jatim cuman sayang tidak casingnya,unknown,2,Lainnya,Negative,Rasa,No
awesome tempat to hangout around. the bikers cafe theme and the ambiance is fantastic. you can also see luxury cars around. food is great with sandwiches and pizzas. different varieties of coffee and milkshake are best at it part. pricing range is pretty good and terjangkau.,awesome tempat to hangout around the bikers cafe theme and the ambiance is fantastic you can also see luxury cars around food is great with sandwiches and pizzas different varieties of coffee and milkshake are best at it part pricing range is pretty good and jangkau,6/21/2018 13:17,5,F&B,Positive,Harga,No
ordered a lot from this tempat and went for dine in a lot of times as well. the biggest issue with this tempat is lack of consistency. it is okay for the harga range but the kualitas and rasa of food will be a surprise almost every time.we usually have: mushroom masala: usually quite good with good amount of mushrooms.garlic naan: nice and crispy.mixed raita: this has always been good. in terms of suasana it has very less to offer and an okayish pelayanan.,ordered lot from this tempat and went for dine in lot of times as well the biggest issue with this tempat is lack of consistency it is okay for the harga range but the kualitas and rasa of food will be surprise almost every time we usually have mushroom masala usually quite good with good amount of mushrooms garlic naan nice and crispy mixed raita this has always been good in terms of suasana it has very less to offer and an okayish layan,5/31/2018 22:05,3,F&B,Neutral,Rasa,No
"udah lama nunggu gofood udah sejam lebih ujung ujungnya di batalin karena ga ada driver,mana kita batalin juga susah,ga jelas ngebatalin sepihak aja",udah lama nunggu gofood udah jam lebih ujung ujung batalin tidak driver mana batalin susah tidak jelas ngebatalin pihak,2026-03-24 20:00:11,1,F&B,Negative,Lainnya,No
Terima kasih atas pelayanan yang baik untuk mas ardhi,kasih atas layan baik mas ardhi,2025-07-25T06:41:48.385Z,5,F&B,Positive,Lainnya,No
"bagus bgt, suara bass nya mantap.. banyk pilihan connecting suara, puas dapat disount potongan besar,,, poltron mantull🤩",bagus banget suara bass nya bagus banyk pilih connecting suara puas disount potong besar poltron mantull,unknown,5,Lainnya,Positive,Bentuk,No
pelayanan Mas Rohmat keren,layan mas rohmat bagus,2026-05-10T07:37:44.615Z,5,F&B,Positive,Lainnya,No
Closingan pake fore large sz ternyata sebvah kesalahan. Ngga bisa tidoorrrrr. Huft Untung besok blm ikut puasa,closingan pake fore large sz nyata sebvah salah tidak tidoorrrrr huft untung besok belum ikut puasa,Fri Feb 28 17:55:19 +0000 2025,5,F&B,Positive,Lainnya,No
bagus.. lucu. packing jg rapi,bagus lucu packing rapi,unknown,5,Lainnya,Positive,Bentuk,No
"Mā Syā Allāh, Mantap. Pengiriman Pakai Kurir Anteraja ke Kota Makassar Makan Waktu 9 Hari, Pengemasan Bubble Wrap.",sy all bagus kirim pakai kurir anteraja kota makassar makan waktu emas bubble wrap,unknown,2,Lainnya,Negative,Rasa,No
"the maintenance was good with separate smoking area, the dance floor was nice with lighting and the food will be supplied to us quickly, its my first time going to a pub and i had a lot of fun",the maintenance was good with separate smoking area the dance floor was nice with lighting and the food will be supplied to us quickly its my first time going to pub and had lot of fun,1/26/2019 8:20,4,F&B,Positive,Lainnya,No
Milk Bath Cake nya Creamy Pecah banget dimulut full keju susu yang melimpah mantuuuuuuul bingiiiiiits wajib cobain ni para pecinta cake kuliner food hunters.,milk bath cake nya creamy pecah banget mulut full keju susu limpah mantuuuuuuul bingiiiiiits wajib cobain ni cinta cake kuliner food hunters,unknown,3,F&B,Neutral,Rasa,No
"Menurutku lumayan untuk memasak skala kecil, pembersihannya mudah, tp untuk menghaluskan bumbu masih krg halus hasilnya (atau ak yg gk bisa pakai yaa..), bahan plastiknya bagus",turut lumayan masak skala kecil bersih mudah halus bumbu krg halus hasil ak tidak pakai yaa bahan plastik bagus,unknown,2,Lainnya,Negative,Bentuk,No
Maaap yaa baru kasih ulasan karna d tes dl dingin dan dlm kondisi baik gaak. Ternyata alhamdulilah sejauh ini kondisi baik semua. Dr pengiriman dan kurir nya ramah. Pas sampe d diemin dl seharian baru deh besokan nya d colok alhamdulilah berfungsi dgn baik. Semoga awet dan berkah yaaaa. Terimakasih,maaap yaa baru kasih ulas tes dl dingin dlm kondisi baik gaak nyata alhamdulilah jauh kondisi baik semua dr kirim kurir nya ramah pas sampe diemin dl hari baru besok nya colok alhamdulilah fungsi baik moga awet berkah yaaaa terimakasih,unknown,5,Lainnya,Positive,Bentuk,No
"Fitur Terbaik:Mesin cucinya berjalan dengan normal Sepadan dengan Harga:Yups Barang sampe di hari ke-4 setelah pengiriman. Excited banget loh hehehe. Oiya, di bagian filter air gabisa rapat deh yang akhirnya rembes keluar. Dan mungkin seller bisa membayar CS dengan betul kali ya biar ada CS yang stay buat bales chat customer. Thank u polytron 👍🏼👍🏼",fitur baik mesin cuci jalan normal padan harga yups sampe kirim excited banget loh hehehe oiya bagi filter air gabisa rapat akhir rembes keluar mungkin seller bayar cs betul kali biar cs stay buat bales chat customer thank polytron,unknown,2,Lainnya,Negative,Harga,No
@PFHUWIN tukeran yuk kamu ngasih aku fore aku ngasih kamu esteh cekek,pfhuwin tukeran yuk kamu ngasih fore ngasih kamu esteh cekek,Fri Feb 28 16:13:50 +0000 2025,3,F&B,Neutral,Lainnya,No
susah cancel grabfood padahal lagi uajndan ngak dapet Drive malah ditambahin waktu bukan dibantu cancel kagak mau lagi pake apk grab ampun n,susah cancel grabfood padahal uajndan ngak dapet drive malah ditambahin waktu bukan bantu cancel kagak mau pake apk grab ampun,2026-03-15 16:41:06,1,F&B,Negative,Lainnya,No
"Barangnya bagus, setelah dicoba ada bunyi bising setiap 10menit. Ternyata kakinya gk rata...setelah kaki diatur bunyi bising hilang. Chat toko slow respon, pengiriman barang lama. Yang lainnya ok",barang bagus coba bunyi bising 10menit nyata kaki tidak rata kaki atur bunyi bising hilang chat toko slow respon kirim lama lain,unknown,2,Lainnya,Negative,Bentuk,Yes
very bad kualitas of food. the nans and rotis were like papad and the curry was also not good.,very bad kualitas of food the nans and rotis were like papad and the curry was also not good,5/4/2018 16:12,1,F&B,Negative,Bentuk,No
"rasa is not good,",rasa is not good,1/11/2019 21:13,2,F&B,Negative,Rasa,No
one of the good places for students day out. with variety of dishes delhi 39 is a value for money restoran. suasana is bit cozy but could be managed.,one of the good places for students day out with variety of dishes delhi is value for money restoran suasana is bit cozy but could be managed,7/17/2018 18:35,3,F&B,Neutral,Lainnya,No
"belinya 2 dikirim 1, kurang teliti dalam mengirim pesanan",beli kurang teliti kirim pesan,unknown,1,Fashion,Negative,Lainnya,No
"Seller responsif, barang sesuai pesanan, pengiriman cepat. Hanya saja produk tidak ada tombol switch on/off jadi ribet harus copot baterai biar off",seller responsif sesuai pesan kirim cepat tidak tombol switch on off jadi ribet copot baterai biar off,unknown,2,Lainnya,Negative,Lainnya,No
"Respon admin sangat jelek, dari mulai order slow respon, barang dikirimnya lambat banget (1 minggu baru sampe),barang udah sampepun, update barang sudah sampe skitar 2 mingguan, itupun seller yang minta di update.",respon admin sangat jelek mulai slow respon kirim lambat banget baru sampe udah sampepun update sampe skitar minggu itu seller minta update,unknown,2,Lainnya,Negative,Bentuk,No
rasa; hygiene; speed;pelayanan were all very good. i went for a late makan malam; everything was very good.,rasa hygiene speed layan were all very good went for late makan malam everything was very good,unknown,5,F&B,Positive,Rasa,No
Great food. Quite long to wait though weekly day.,great food quite long to wait though weekly day,2023-04-13T16:45:07.531Z,5,F&B,Positive,Lainnya,No
Kok saya gk bisa ngasih reting restorannya.. Restoran trrnama tp makan nya ada lalatny,kok tidak ngasih reting restoran restoran trrnama makan nya lalatny,2025-03-01 09:36:14,3,F&B,Neutral,Lainnya,No
"Advannya sesuai deskripsi toko, cuma kenapa gak bisa update apk chrome dan bbrp apk lain ya ?",advannya sesuai toko cuma tidak update apk chrome bbrp apk,unknown,2,Lainnya,Negative,Bentuk,No
Dipakai 9hari yang kiri suaranya rusak mati,pakai 9hari kiri suara rusak mati,unknown,2,Lainnya,Negative,Lainnya,Yes
"Paket dikemas rapi, sudah dicek (aman) dan sdh ditest (berfungsi)",kemas rapi cek aman ditest fungsi,unknown,5,Lainnya,Positive,Bentuk,No
"barangnya kerennnn banget. sayangnya bungkusnya hanya plastik biasa. shg terkesan kurang premium. overall, kuereennnn. terimakasih",barang kerennnn banget sayang bungkus plastik biasa shg kes kurang premium overall kuereennnn terimakasih,unknown,5,Hobi & Hiburan,Positive,Lainnya,No
kopi nako nya enak,kopi nako nya enak,2025-10-28T10:50:37.006Z,5,F&B,Positive,Rasa,No
"Makin kesini makin lambat responnya, pesen go food ampe 2x cancel nunggu 2jam 😩😩😩",makin kesini makin lambat responnya sen go food ampe 2x cancel nunggu 2jam,2026-05-24 09:07:43,3,F&B,Neutral,Lainnya,No
"Buat supaya bisa tuker kupon lewat aplikasi ini,pasti lebih menyenangkan..",buat tuker kupon lewat aplikasi lebih senang,2017-11-10 06:10:39,3,F&B,Neutral,Bentuk,No
Sekarang pesan makan kok jadi lama banget ya. Gak secepat dulu.,makan kok jadi lama banget tidak cepat dulu,2025-02-03 20:25:07,3,F&B,Neutral,Lainnya,No
"visited this tempat with friends and loved the overall experience. they have a great dj and also live music space . they also have an open space where you can hangout with your friends and enjoy fresh air. the pelayanan is awesome and very dedicated to customer satisfaction. tried greed among the cocktails which had the base of whiterum , brandy along with lime and orange, one of the 7 deadly sins of koma. among the mocktails had blackcurrent , lime and peach and also green apple(prepared on request) which were cool enough to have. among the starters we tried fish , chicken , prawn dishes. overall a very nice experience .",visited this tempat with friends and loved the overall experience they have great dj and also live music space they also have an open space where you can hangout with your friends and enjoy fresh air the layan is awesome and very dedicated to customer satisfaction tried greed among the cocktails which had the base of whiterum brandy along with lime and orange one of the deadly sins of koma among the mocktails had blackcurrent lime and peach and also green apple prepared on request which were cool enough to have among the starters we tried fish chicken prawn dishes overall very nice experience,6/8/2018 20:06,5,F&B,Positive,Rasa,No
makasih kak barang sesuai yang di harapkan,terima kasih kak sesuai harap,unknown,5,Lainnya,Positive,Lainnya,No
"Pesan gofood dari jam 22.08 ditunggu 30 menit lebih, udh jam 23.07 baru diinfokan driver sibuk. NIAT KERJA GK SIH UDH NUNGGU DARI TADI GK DATANG² MALAH DIINFOIN DRIVER SIBUK. GK UDH KERJA KALO GITU, PIKIRIN LAH PERUT ORG DARI TADI TUNGGU SAMBIL TAHAN LAPAR. GIMANA SIH!!!!!",gofood tunggu lebih baru info driver sibuk niat kerja tidak nunggu tadi tidak malah diinfoin driver sibuk tidak kerja kalo gitu pikirin perut org tadi tunggu tahan lapar gimana,2025-03-05 23:09:34,3,F&B,Neutral,Lainnya,No
"Saat buka fitur menu, pas klik gambar pizza, langsung error keluar otomatis, jadi saya gak bisa order pizza, bagaimana nih Admin Dominos Pizza?",buka fitur menu pas klik pizza langsung error keluar otomatis jadi tidak pizza bagaimana admin dominos pizza,2017-11-16 18:20:27,3,F&B,Neutral,Bentuk,No
"chicken laila biryani and spicy chicken table are the wajib dicoba dishes if you are a chicken lover. kualitas 5/5 rasa 3.5/5 pelayanan 4.5/5 suasana 4.5/5 a little mahal tempat but can try it for the suasana, pelayanan and kualitas of food.",chicken laila biryani and spicy chicken table are the wajib coba dishes if you are chicken lover kualitas rasa layan suasana little mahal tempat but can try it for the suasana layan and kualitas of food,6/23/2018 16:20,4,F&B,Positive,Rasa,No
kemana aja gue selama ini ternyata bekasi punya resto steak yang super enak dan ga mahal. …,gue lama nyata bekas punya resto steak super enak tidak mahal,2 tahun lalu,2,F&B,Negative,Rasa,No
"Udangnya fresh dan juicy banget, ikannya juga mantap! Recommended 👍 (mas kurnia)",udang fresh juicy banget ikan bagus recommended mas kurnia,2026-02-16T14:11:47.061Z,5,F&B,Positive,Rasa,No
"Dear grab, taukah kalau grab mengaktifkan double order itu merugikan customer juga merchant. Waktu yang sangat lama untuk menunggu makanan datng karena pesanan driver ada dua",dear grab tau kalau grab aktif double rugi customer merchant waktu sangat lama tunggu makan datng pesan driver,2024-10-11 17:11:10,3,F&B,Neutral,Rasa,No
"barang ok, cuma admin ny kuarang respon, di chat ga di bls² smpe barang dtg... pengiriman juga lumayan cepet...",cuma admin ny arang respon chat tidak bls smpe dtg kirim lumayan cepet,unknown,2,Lainnya,Negative,Lainnya,No
"Tv dan speaker bagus, kurangnya dalam pengiriman lama bgt 15 hari itupun datang setelah saya telepon call center Polytron. Saya sarankan kalau mau cepat datang tv nya langsung telepon call center Polytron aja. Bintang 1 buat adminnya karena gapeduliin customer chat gadibales, bintang 4 buat Kurir tokonya ramah beda sama adminnya.",tv speaker bagus kurang kirim lama banget itu telepon call center polytron saran kalau mau cepat tv nya langsung telepon call center polytron bintang buat adminnya gapeduliin customer chat gadibales bintang buat kurir toko ramah beda sama adminnya,unknown,2,Lainnya,Negative,Bentuk,No
"barang sudah sampai sesuai pesanan, kualitas barang bagus, dan berfungsi dgn baik... semoga awet....",sesuai pesan kualitas bagus fungsi baik moga awet,unknown,5,Lainnya,Positive,Bentuk,No
Sesuai Deskripsi. Produk Berfungsi Dengan Baik. Packing aman ??. Harga Bersahabat ??.,sesuai fungsi baik packing aman harga sahabat,unknown,5,Hobi & Hiburan,Positive,Harga,No
makanan lengkap hanya biaya pengiriman terlalu mahal harap bisa di turunkan ya,makan lengkap biaya kirim terlalu mahal harap turun,2026-05-20 20:57:44,3,F&B,Neutral,Harga,No
"sudah saya terima, belom tau kwalitasnya semoga awet en bener2 bagus.. thks alls??",bom tau kwalitasnya moga awet en bener2 bagus thks alls,unknown,4,Kesehatan & Kecantikan,Positive,Bentuk,No
Pelayanan ny kurang ramah,layan ny kurang ramah,unknown,2,Hobi & Hiburan,Negative,Lainnya,No
Ini sebenarnya app Pizza Hut sama Pizza Hut Delivery sama gak sih? Beberapa bulan yg lalu beda srkng saya lihat kok sepertinya sama ya? Mohon informasinya,benar app pizza hut sama pizza hut delivery sama tidak beberapa lalu beda srkng lihat kok seperti sama mohon informasi,2020-10-05 15:34:31,3,F&B,Neutral,Rasa,No
"Mantap ini, 15rb se abreg-abreg, cocok yang lagi lapar tengah malem mah",bagus 15rb se abreg abreg cocok lapar tengah malem mah,2024-10-16T15:44:22.412Z,5,F&B,Positive,Rasa,No
"Dikira bakal lama nympe nya ternyata cepaat,, hargaa ny oke banget udh termasuk ongkir lagi.. Seneng nya dapet mesin cuci impian 🥰🥰🥰😘😘😘",kira bakal lama nympe nya nyata cepaat hargaa ny oke banget masuk ongkir neng nya dapet mesin cuci impi,unknown,5,Lainnya,Positive,Harga,No
"truly a hidden gem. this tempat is situated far from the city, inside emaar courtyard. the have both indoor and outdoor seating, and the suasana is the best part about this tempat. its just amazing. the food was also great. something that good be improved is the customer pelayanan. there is a bit of delay in getting the orders. top picks : - mint cooler - chicken bbq pizza the suasana will offset the harga you pay. overall, a must visit tempat.",truly hidden gem this tempat is situated far from the city inside emaar courtyard the have both indoor and outdoor seating and the suasana is the best part about this tempat its just amazing the food was also great something that good be improved is the customer layan there is bit of delay in getting the orders top picks mint cooler chicken bbq pizza the suasana will offset the harga you pay overall must visit tempat,5/12/2019 16:32,5,F&B,Positive,Harga,No
Pengiriman lama karna pake sicepat untungnya sampe tepat waktu,kirim lama pake sicepat untung sampe tepat waktu,unknown,2,Lainnya,Negative,Lainnya,No
"i have ordered food from this tempat a couple of times. each time was a disappointment. the food is extremely spicy, lacks rasa, and the meat that they serve seems stale.",have ordered food from this tempat couple of times each time was disappointment the food is extremely spicy lacks rasa and the meat that they serve seems stale,4/6/2019 16:48,1,F&B,Negative,Rasa,No
mantap bener. komplen salah makanan yg dateng langsung di konfirmasi dan di retur uang tanpa babibu nunggu waktu. ishhh dabest deh skrg gojek. tengkyu yaahhh,bagus bener komplen salah makan dateng langsung konfirmasi retur uang babibu nunggu waktu ishhh dabest skrg gojek tengkyu yaahhh,2026-02-27 23:28:53,5,F&B,Positive,Rasa,No
lebih detail lagi langkah-langkah untuk pemula,lebih detail langkah langkah mula,2025-06-11 18:49:57,3,F&B,Neutral,Lainnya,No
"baru kali ini ketipu sama driver gofood, di status makanan di antar padahal ga nyampe ke penerima wkwk",baru kali tipu sama driver gofood status makan antar padahal tidak nyampe terima wkwk,2026-04-23 15:22:14,1,F&B,Negative,Rasa,Yes
"this was my first time at a ""barbeque nation."" i've heard great things about it, people sounded like they serve food from heaven. now, let me tell you about my experience at this outlet, not going to judge the other outlets. the pelayanan was not good, we had to call em' more than thrice to get the starters served, the chicken tasted stale, fish and prawns were amazing though. they were serving complimentary drinks, i selected ice tea, worst one i've ever had. the good thing about this tempat, their ""manager,"" he knew we weren't happy, tried his best to make things right for us, made the chef come to our table, which felt good and cared for. i liked the suasana of this tempat, will definitely give another chance to this outlet ✌️",this was my first time at barbeque nation ve heard great things about it people sounded like they serve food from heaven now let me tell you about my experience at this outlet not going to judge the other outlets the layan was not good we had to call em more than thrice to get the starters served the chicken tasted stale fish and prawns were amazing though they were serving complimentary drinks selected ice tea worst one ve ever had the good thing about this tempat their manager he knew we weren happy tried his best to make things right for us made the chef come to our table which felt good and cared for liked the suasana of this tempat will definitely give another chance to this outlet,8/24/2018 19:18,3,F&B,Neutral,Rasa,No
don't order anything at home; they're sending a stale makanan penutup.,don anything at home they re sending stale makan tutup,unknown,2,F&B,Negative,Rasa,No
this is my n-th experience ordering the shawarma for a quick bite. they are good with kualitas and rasa of the food and i really liked the quick pelayanan of this restoran late at night and even on weekends.,this is my th experience ordering the shawarma for quick bite they are good with kualitas and rasa of the food and really liked the quick layan of this restoran late at night and even on weekends,2/9/2019 0:00,5,F&B,Positive,Rasa,No
"Pengiriman jelek, packing jg kurang menurut ku. Sisinya penyok. Uda ada tulisan jangan d banting pdhal. Jasa kirim buruk bgt. Ini pake JNE",kirim jelek packing kurang ku sisi penyok uda tulis jangan banting pdhal jasa buruk banget pake jne,unknown,2,Lainnya,Negative,Bentuk,Yes
god food,god food,unknown,3,F&B,Neutral,Lainnya,No
"Hampir setiap weekend kesini,suasananya juga enak,pelayanannya top",hampir weekend kesini suasana enak layan top,2026-02-14T12:39:14.752Z,5,F&B,Positive,Rasa,No
"Mantap! Rasanya enak bangett, pelayanan ramah, ambience juga ok! Bakal jadi tempat fav nongki sama bestie dan keluarga😍✨ …",bagus rasa enak bangett layan ramah ambience bakal jadi tempat fav nongki sama bestie keluarga,3 bulan lalu,5,F&B,Positive,Rasa,No
"went there for morning sarapan but what a disappointment, everything out of stock no nachos,no stock for their signature chocolate pizzas. i seriously wonder was it a way denying customer for using zomato gold privileges or what. cz first i placed the order the pelayan said it will take 15 mins but when i showed him gold unlock he simply said its out of stock. what a shame!!",went there for morning sarap but what disappointment everything out of stock no nachos no stock for their signature chocolate pizzas seriously wonder was it way denying customer for using zomato gold privileges or what cz first placed the the layan said it will take mins but when showed him gold unlock he simply said its out of stock what shame,5/19/2019 10:29,1,F&B,Negative,Lainnya,No
Makanan Keburu Adem klau pakai Apk Ini.. .. mencari Drivernya hampir 1 jam.. Emangnya kita tinggal dihutan belantara apa.. nyaridriver bgitu lamanya.,makan keburu adem klau pakai apk cari drivernya hampir emang tinggal hut belantara apa nyaridriver bgitu lama,2026-04-06 16:59:38,1,F&B,Negative,Rasa,No
"Jarak deliverynya kurang jauh bosssss...10-15km gitu lhooo. Akhirnya pesan di ojol, nyampe jg dg kondisi bagus, msh hangat dan fresh, Tidak mengurangi kwalitasnya. Mohon di pertimbangkan utk menambah jarak pengiriman. Trims",jarak deliverynya kurang jauh bosssss 15km gitu lhooo akhir ojol nyampe kondisi bagus hangat fresh tidak kurang kwalitasnya mohon timbang tambah jarak kirim trims,2019-10-13 21:13:31,3,F&B,Neutral,Rasa,No
"Udah seneng2 dateng kesini 11.30, mau makan, ngerayain ultah, begitu dateng malah seolah2 ditolak mentah2 buat makan disini sama karyawannya karena sholat jumat. Iya gakpapa sholat jumat tapi memangnya gaada siasat apa2 untuk mengatasi ini? Apa gak dipersilakan dulu kedalam untuk sekedar pesan minum dulu? Dan petugas nya iya minta maaf tapi nya tuh maaf kyk fake dengan ngerasa gabersalah bilang ""Cuma informasi aja si Kak"". Ktnya jam 1 selesai, waktu ditanya lagi katanya ngga nentu, gimana sih nunggu gw kelaperan dulu ato gimana? Blm nyoba jg udh ga mood banget sm pelayanannya. Angkuh. Ati2 sama attitude nya",udah seneng2 dateng kesini mau makan ngerayain ultah dateng malah seolah2 tolak mentah2 buat makan sini sama karyawannya sholat jumat iya gakpapa sholat jumat memang gaada siasat apa2 atas apa tidak sila dulu dalam dar minum dulu tugas nya iya minta maaf nya tuh maaf kyk fake ngerasa gabersalah bilang cuma informasi si kak ktnya selesai waktu tanya kata tidak nentu gimana nunggu gw kelaperan dulu ato gimana belum nyoba tidak mood banget sm layan angkuh ati2 sama attitude nya,2023-08-18T05:24:54.590Z,1,F&B,Negative,Rasa,No
