Review_Text,Review_Text_Processed,Review_Date,Rating_Score,Platform_Source,Sentiment_Label,Review_Aspect,Crisis_Flag,Business_Category,Is_Sarcasm,Dataset_Source,Data_Split
"service mantap. kiriman cepat. produk oke, ada pengamannya. kalo belom &#34;klik&#34; engga akan muter blendernya.",service bagus kirim cepat oke kam kalo bom klik engga muter blender,unknown,2,Multi platform,Negative,Rasa,No,Lainnya,Yes,Dipawidia,test
"Mantap. Barang mantap, harddisk berjalan dengan semestinya, walaupun bonus antivirusnya ga tau cara ngaktifinnya karena udah diikutin cara step by stepnya tetep aktifikasi kodenya ekspired, tapi ga peduli jg sih. Pokoknya thanks buat seller dan lazada.",bagus bagus harddisk jalan mesti bonus antivirusnya tau ngaktifinnya udah diikutin step by step tetep aktifikasi kode ekspired peduli pokok terima kasih seller lazada,2019-10-02,5,Lazada,Positive,Rasa,No,Elektronik,No,Lazada,test
Barang bagus sesuai deskripsi. Pengiriman cepat.,bagus sesuai kirim cepat,02 Feb 2019,5,Lazada,Positive,Bentuk,No,Elektronik,No,Lazada,test
Produk Bagus. Produk Bagus,bagus bagus,07 Agu 2017,5,Lazada,Positive,Bentuk,No,Elektronik,No,Lazada,test
"Sedikit kecewa. Alhamdulillah barang sudah sampai dengan selamat meskipun sangat lama datangnya melebihi estimasi , yg bikin kecewa barang d antar hanya menggunakan pelindung buble warp terus free braketnya ga ada gmna sih katanya free braket! Selebihnya good lah ,,smoga barang nya sehat slalu tanpa ada kendala,juga mudah""an awet di pakenya amin .. Thanx lazada",kecewa alhamdulillah selamat datang lebih estimasi bikin kecewa lindung buble warp free braketnya gmna free braket lebih good smoga sehat slalu kendala mudah an awet pakenya amin thanx lazada,12 Des 2017,4,Lazada,Positive,Bentuk,No,Elektronik,No,Lazada,test
barangnya rusak ga bisa d pake,barang rusak pake,06 Sep 2019,2,Lazada,Negative,Lainnya,Yes,Elektronik,No,Lazada,test
Pesanan lambat. Pesan dari tanggal 2 Mei sampai sekarang ga nyampai2 gmana ni pelayanannya? Sangat mengecewakan,pesan lambat tanggal mei nyampai2 gmana ni layan kecewa,2019-10-02,1,Lazada,Negative,Lainnya,Yes,Elektronik,No,Lazada,test
"ribet pemakaian , gk di saranin beli",ribet pakai saranin,unknown,2,Tokopedia,Negative,Lainnya,No,Elektronik,No,PRDECT-ID,test
berfungsi dengan baik semoga amet untuk pengiriman sangat cepat,fungsi moga amet kirim cepat,31 Des 2018,5,Lazada,Positive,Lainnya,No,Elektronik,No,Lazada,test
layar hp blur gk mau di carger posisi sekarng hp mati total,layar hp blur carger posisi sekarng hp mati total,unknown,2,Multi platform,Negative,Bentuk,Yes,Lainnya,No,Dipawidia,test
"Pertanyaan. Pembelian notebook ini mendapat apa saja selain notebook, charger, cd driver, kartu garansi.. Apakah mendapat tas dan mouse juga dengan harga yang sudah tertera?",beli notebook notebook charger cd driver kartu garansi tas mouse harga tera,2019-10-02,3,Lazada,Neutral,Harga,No,Elektronik,No,Lazada,test
Garansinya Resmi ga?. Sdh survey ke beberapa marketplace rata2 hanya garansi toko. Yg uni gimana?,garansi resmi survey marketplace rata2 garansi toko uni gimana,2019-10-02,4,Lazada,Positive,Lainnya,No,Elektronik,No,Lazada,test
produk bagus dan dpt berfungsi dgn baik,bagus dpt fungsi,17 Jul 2019,5,Lazada,Positive,Bentuk,No,Elektronik,No,Lazada,test
Mntaff. Bagus sesuai yg saya harapkan tanks lazada,mntaff bagus sesuai harap tanks lazada,2019-10-02,5,Lazada,Positive,Bentuk,No,Elektronik,No,Lazada,test
Fitur Terbaik:mantab Dapet flashsale 9999 lalu akun gabisa buat flashsale lagi 😮‍💨 kagak tau lagi dah gimana ini mana akun asli,fitur baik mantab dapet flashsale akun gabisa flashsale kagak tau dah gimana akun asli,unknown,2,Multi platform,Negative,Bentuk,No,Lainnya,Yes,Dipawidia,test
kesalahan kurir nyampe nya lama,salah kurir nyampe,unknown,2,Multi platform,Negative,Lainnya,No,Lainnya,No,Dipawidia,test
"Barang bagus. Barang bagus, suka sama gantungan kuncinya. Pengiriman barang juga cepat. Terimakasih Lazada",bagus bagus suka gantung kunci kirim cepat terimakasih lazada,15 Des 2017,5,Lazada,Positive,Bentuk,No,Elektronik,No,Lazada,test
Packing Rapih + Kuat. Recommended banget dah pokoknya,packing rapih kuat recommended banget dah pokok,29 Agu 2019,5,Lazada,Positive,Bentuk,No,Elektronik,No,Lazada,test
"Lelah menunggu. Lama kali smpe brng ny, bts wktu pngrmn sudh lwt",lelah tunggu smpe brng ny bts wktu pngrmn sudh lwt,19 Des 2017,1,Lazada,Negative,Lainnya,No,Elektronik,No,Lazada,test
"Ada masalah di bagian audio, pakai AUX 3,5mm saat mode HDMI suara bocor dr mode lain (ATV). saat pakai speaker tambahan di mode DTV m, volume up malah mengeraskan suara TV, tidak sinkron dengan speaker. Barang sudah dikembalikan.",audio pakai aux 5mm mode hdmi suara bocor dr mode atv pakai speaker tambah mode dtv volume up keras suara tv sinkron speaker kembali,11 Des 2018,1,Lazada,Negative,Bentuk,No,Elektronik,No,Lazada,test
bagus. murah dan bagus...makasih ya,bagus murah bagus terima kasih,03 Jun 2017,5,Lazada,Positive,Harga,No,Elektronik,No,Lazada,test
Sempat mikir tentang komen negatif org.. Ternyata salah.. barang smpai dgn mulus tanpa lecet.. Free packing kayu juga.. Gambar mntap.. Sdh digital. Suara pun keren krna sdh dolby audio.. Sangat recomend dgn spesifikasi tinggi dgn harga segitu..,mikir komen negatif org salah smpai mulus lecet free packing kayu mntap digital suara bagus krna dolby audio recommended spesifikasi tinggi harga segitu,27 Jul 2019,5,Lazada,Positive,Harga,No,Elektronik,No,Lazada,test
bagus...sampai saat ni blm ada keluhan,bagus ni keluh,24 Apr 2019,5,Lazada,Positive,Bentuk,No,Elektronik,No,Lazada,test
Pngiriman cepat thnks lazada,pngiriman cepat thnks lazada,27 Sep 2019,5,Lazada,Positive,Lainnya,No,Elektronik,No,Lazada,test
"flash disk sangat baik ,udh di coba reel kapasitas ,,trimks",flash disk coba reel kapasitas trimks,12 Jul 2019,5,Lazada,Positive,Bentuk,No,Elektronik,No,Lazada,test
barangnya bagus n mantap..👍👍👍,barang bagus bagus,16 Sep 2019,5,Lazada,Positive,Rasa,No,Elektronik,No,Lazada,test
klo ditonton dari samping gk kelihatan harus dari depan,klo tonton samping,11 Jun 2017,1,Lazada,Negative,Lainnya,No,Elektronik,No,Lazada,test
Barang bagus,bagus,11 Sep 2019,5,Lazada,Positive,Bentuk,No,Elektronik,No,Lazada,test
"Ini kenapa ya laptop nya eror, ketik z jadi y, y jadi w , ini gimana ya kok ngaco banget :(",laptop eror ketik gimana ngaco banget,09 Sep 2019,1,Lazada,Negative,Lainnya,No,Elektronik,No,Lazada,test
Recommended Seller. Saya punya pengalaman sangat baik dengan seller ini.. sangat bertanggungjawab dan mengutamakan kepuasan konsumen.. Saya beli Lenovo Ideapad 700 151sk.. ternyata baru beli beberapa hari pakai rusak.. dan langsung diganti dengan produk baru.. bahkan ditawarkan produk yang jauh lebih bagus dengan sedikit menambah biaya... akhirnya saya ambil laptop ini... salut buat kotakom... terimakasih.. semoga makin maju dan ramai bisnisnya...,recommended seller alam seller bertanggungjawab utama puas konsumen lenovo ideapad 151sk pakai rusak ganti tawar bagus tambah biaya ambil laptop salut kotakom terimakasih moga maju ramai bisnis,2019-10-02,5,Lazada,Positive,Harga,No,Elektronik,No,Lazada,test
"mantul, super duper kilat, rapi juga",mantul super duper kilat rapi,21 Jul 2019,5,Lazada,Positive,Bentuk,No,Elektronik,No,Lazada,test
Barang berfungsi dengan baik,fungsi,03 Jan 2018,5,Lazada,Positive,Lainnya,No,Elektronik,No,Lazada,test
tulisan sih 32G.. kenyataan nya setelah diceck cuma 4G.. sudah saya format ulang memang cuma 4G.. pantesan murah..,tulis 32g nyata diceck 4g format ulang 4g pantesan murah,27 Des 2018,2,Lazada,Negative,Harga,No,Elektronik,No,Lazada,test
tv changhong 40 inch mantul....,tv changhong inch mantul,09 Sep 2019,5,Lazada,Positive,Lainnya,No,Elektronik,No,Lazada,test
barang oke banget. flashdisk nya mantap oke banget. pengiriman cepat lebih cepat dari tgl yg ditentukan. kualitas oke suara musiknya bersih jelas di dengar. pertahankan trus kualitas bosku.....,oke banget flashdisk bagus oke banget kirim cepat cepat tgl tentu kualitas oke suara musik bersih dengar tahan trus kualitas bos,26 Mei 2018,4,Lazada,Positive,Bentuk,No,Elektronik,No,Lazada,test
"Barang bagus, packing rapih dan cepat. rekomended!",bagus packing rapih cepat rekomended,05 Agu 2019,5,Lazada,Positive,Bentuk,No,Elektronik,No,Lazada,test
"bagus. kiriman tepat waktu, terima kasih lazada",bagus kirim waktu kasih lazada,25 Okt 2017,5,Lazada,Positive,Bentuk,No,Elektronik,No,Lazada,test
"keripik tempe hancur n agak bau tengik, ga kemakan",keripik tempe hancur bau tengik makan,unknown,1,Tokopedia,Negative,Rasa,Yes,F&B,No,PRDECT-ID,test
barang bagus..🙏🙏,bagus,09 Sep 2019,5,Lazada,Positive,Bentuk,No,Elektronik,No,Lazada,test
Berfungsi dengan sebagai mana mestinya,fungsi mesti,16 Jan 2017,5,Lazada,Positive,Lainnya,No,Elektronik,No,Lazada,test
"Tidak dapat dipakai, setiap pemakaian selalu meminta untuk format. sangat kecewa",pakai pakai format kecewa,18 Mar 2019,1,Lazada,Negative,Lainnya,Yes,Elektronik,No,Lazada,test
"diharga segini buat game udah cukup worth, buat apa beli harga lebih mahal tapi skill segitu2 aja wqwq. nice ggs",harga gin game udah worth harga mahal skill segitu2 wqwq nice ggs,unknown,3,Multi platform,Neutral,Harga,No,Lainnya,No,Dipawidia,test
sudah sampai pengiriman cepat. belum di coba jadi 4 dulu,kirim cepat coba,24 Nov 2018,4,Lazada,Positive,Lainnya,No,Elektronik,No,Lazada,test
TV berfungsi dengan baik dan dipacking dengan aman. Pengirimannya juga cepat (ke Palembang hanya 5 hari). Thank you Lazada.,tv fungsi dipacking aman kirim cepat palembang thank you lazada,27 Apr 2018,5,Lazada,Positive,Lainnya,No,Elektronik,No,Lazada,test
"packing rapih, aman cma sdikit telat di pengiriman, thx lazada",packing rapih aman cma sdikit telat kirim terima kasih lazada,28 Mar 2019,5,Lazada,Positive,Bentuk,No,Elektronik,No,Lazada,test
"Bagus. Sesuai Ekspetasi. Original. Pengiriman Cepat. Cuma pada bagian tombol �Adjust� agak masuk kedalam jadi agak susah ditekan. Kalau tombolnya bagus, aku langsung kasih bintang 5 hehehe",bagus sesuai ekspetasi original kirim cepat tombol adjust dalam susah tekan tombol bagus kasih bintang hehehe,unknown,4,Tokopedia,Positive,Bentuk,No,Fashion,No,PRDECT-ID,test
Pengiriman rapi dan cepat sampai,kirim rapi cepat,15 Mar 2019,4,Lazada,Positive,Bentuk,No,Elektronik,No,Lazada,test
TVnya mantap bagus..,tvnya bagus bagus,31 Agu 2019,5,Lazada,Positive,Rasa,No,Elektronik,No,Lazada,test
"barangnya mantabs bingit,,,tokonya recommended banget,,,",barang mantabs bingit toko recommended banget,unknown,5,Tokopedia,Positive,Lainnya,No,Elektronik,No,PRDECT-ID,test
barang yang datang rusak parah karena layar TV pecah,rusak parah layar tv pecah,15 Sep 2018,1,Lazada,Negative,Bentuk,Yes,Elektronik,No,Lazada,test
mantap dh fdnya tengkyuu,bagus dh fdnya tengkyuu,29 Jul 2018,5,Lazada,Positive,Rasa,No,Elektronik,No,Lazada,test
"Matul bangetz barangnya berfungsi sesuai harapan, sukses trus bwt toko dan lazada, pengiriman super cepat blum waktunya udah lngsung dikirim mantul dah poko'e",matul bangetz barang fungsi sesuai harap sukses trus bwt toko lazada kirim super cepat blum udah lngsung mantul dah poko,09 Sep 2019,5,Lazada,Positive,Lainnya,No,Elektronik,No,Lazada,test
MacBook saya terima dalam keadaan di bungkus rapi dan pengiriman tepat waktu...terima kasih Lazada ...🙏🙏🙏,macbook bungkus rapi kirim waktu kasih lazada,15 Jun 2018,5,Lazada,Positive,Bentuk,No,Elektronik,No,Lazada,test
sumpah cakep banget barang real pic ga ada yg cacat satupun. kemasan rapi kurir pun ramah pengiriman sesuai estimasi.penjual ramah bgt respon cepat. tks lazada mudah2an awet tv nya tks buat toko sinar agung elektronik,sumpah cakep banget real pic cacat satu kemas rapi kurir ramah kirim sesuai estimasi jual ramah banget respon cepat tks lazada mudah2an awet tv tks toko sinar agung elektronik,04 Jul 2019,5,Lazada,Positive,Bentuk,No,Elektronik,No,Lazada,test
"barang bagus sesuai deskripsi, tinggal setting sesuai kertas petunjuk. pengiriman cuma sehari pdahal jkt-sby. kalo mati, bakal ke reset ulang. mantap",bagus sesuai tinggal setting sesuai kertas tunjuk kirim hari pdahal jkt sby kalo mati reset ulang bagus,unknown,5,Tokopedia,Positive,Bentuk,No,Perabotan,No,PRDECT-ID,test
Product oke sesuai destkripsi..dapet Tas backpack jga..recomend seller..good dah pkknya,product oke sesuai destkripsi dapet tas backpack jga recommended seller good dah pkknya,13 Jul 2019,5,Lazada,Positive,Lainnya,No,Elektronik,No,Lazada,test
Mantap barang sudah datang saura sip,bagus saura sip,unknown,5,Multi platform,Positive,Rasa,No,Lainnya,No,Dipawidia,test
trimaksh java elektronik trimksh lazada saya sangat puas,trimaksh java elektronik trimksh lazada puas,22 Sep 2018,5,Lazada,Positive,Lainnya,No,Elektronik,No,Lazada,test
Ok sipp,ok sipp,13 Jul 2019,5,Lazada,Positive,Lainnya,No,Elektronik,No,Lazada,test
ongkir bayar say gratis dri mana,ongkir bayar say gratis dri,26 Jun 2019,5,Lazada,Positive,Harga,No,Elektronik,No,Lazada,test
"Alamdulillah sesuai harapan, barang bagus.",alamdulillah sesuai harap bagus,09 Apr 2019,5,Lazada,Positive,Bentuk,No,Elektronik,No,Lazada,test
ceretnya gak bunyi pas air mendidih,ceret bunyi pas air didih,unknown,2,Multi platform,Negative,Bentuk,No,Lainnya,No,Dipawidia,test
"Ga paham kita kan bukan pelanggan lama ya. Wajar dong kalau nanya. Ceritanya saya mau nambah telur dadar. Biasa di tempat manapun kan tinggal ngmg aja ya. Saya ngng ama bapaknya. Bapaknya ngulang2 pertanyaan ""HAH? APA? HAH??? "" Literally sambil melotot dan nada ngebentak. Padahal posisi saat saya ngmg sepi, ga ada bising apapun. Semoga emang bapaknya ada masalah pendengaran ya. Bukan krn males jawab dan menganggap saya pembeli bodoh. Tidak ada jawaban yg saya Terima. Dia minta saya ngmg sama si ibu. Berharap ibu nya lbh baik dr si bapak ternyata lebih buruk ""Ya bawa kesini lah kak piringnya kl mau nambah telur. "" Bu mohon maap. Saya makan kaki lima bukan yg pertama kali. Biasanya kl nambah menu pake piring baru. Toh semisal harus pake piring lama bisa dong ngmgnya baik2. Ibu dan bapak kan jg punya anak. Kalo anaknya digituin juga gimana krn kelakuan kalian? Gak selamanya bapak sama ibu posisi yg menawarkan jasa. Gak usah sombong dan songong gt. Semoga Allah bales rasa sakit hati saya ini ke bapak dan ibu. Saya bayar kok pak. Ga minta. Gak ngemis. Pembeli adalah raja ga berlaku disini. FYI saya kerja bagian jual beli juga. Menghadapi pelanggan apalagi baru ga gt juga. Percuma masakan porsi banyak kl kelakuan yg jual begitu.",paham langgan wajar nanya cerita nambah telur dadar mana tinggal ngmg ngng ama bapak bapak ngulang2 hah hah literally melotot nada ngebentak posisi ngmg sepi bising apa moga emang bapak dengar males anggap beli bodoh ngmg si harap lbh dr si buruk bawa kesini kak piring kl nambah telur bu maap makan kaki kl nambah menu pake piring pake piring ngmgnya baik2 anak kalo anak digituin gimana laku posisi tawar jasa sombong songong gt moga allah bales sakit hati bayar ngemis beli raja laku fyi jual hadap langgan gt masakan porsi kl laku jual,2024-05-26T17:29:36.695Z,1,Google Maps,Negative,Rasa,Yes,F&B,No,GoogleMaps,test
barang sudah diterima....good,terima good,07 Agu 2019,5,Lazada,Positive,Lainnya,No,Elektronik,No,Lazada,test
Tepat waktu...Trims Lazada..👌🏻,waktu trims lazada,26 Des 2018,5,Lazada,Positive,Lainnya,No,Elektronik,No,Lazada,test
"produk mantap, Produk sesuai deskripsi??. Variasi produk beragam.",bagus sesuai variasi agam,unknown,5,Tokopedia,Positive,Rasa,No,Otomotif,No,PRDECT-ID,test
bagus..... kwalitas barang bagus dan bisa diandalkan,bagus kwalitas bagus andal,2019-10-02,5,Lazada,Positive,Bentuk,No,Elektronik,No,Lazada,test
"Belum ada 2 hari di kulkas, tapi udah BASI. hiks.",kulkas udah basi hiks,unknown,1,Tokopedia,Negative,Lainnya,No,F&B,No,PRDECT-ID,test
Recommended!. nice product,recommended nice product,14 Okt 2014,5,Lazada,Positive,Lainnya,No,Elektronik,No,Lazada,test
"Barang sesuai deskripsi, baguss lucu , bisa dibawa kemana mana, mudah�an awet",sesuai baguss lucu bawa mana mudah an awet,unknown,5,Tokopedia,Positive,Bentuk,No,Perabotan,No,PRDECT-ID,test
Kualitas bagus,kualitas bagus,08 Agu 2019,5,Lazada,Positive,Bentuk,No,Elektronik,No,Lazada,test
Tanya cicilan. Kalo cara bayarnya buat cicilan gimana yaa gan??,cicil kalo bayar cicil gimana yaa gan,2019-10-02,4,Lazada,Positive,Harga,No,Elektronik,No,Lazada,test
"Kwalitas TV sangat baik, gambar OK suara pun OK, sangat layak di miliki apalagi dg Harga Flash sale yg Sangat terjangkau, mengingat kompetitor lain bandrol dg harga yg jauh diatasnya.",kwalitas tv ok suara ok layak milik harga flash sale jangkau kompetitor bandrol harga atas,12 Jul 2019,5,Lazada,Positive,Harga,No,Elektronik,No,Lazada,test
tvnya gonjreeeng dan dapat harga spesial bener bener ajiiipp,tvnya gonjreeeng harga spesial bener bener ajiiipp,24 Jan 2019,5,Lazada,Positive,Harga,No,Elektronik,No,Lazada,test
"kecewa, yg di tulis di situ 64gb yg dtg hanya 8gb.. parah bngt the",kecewa tulis situ 64gb dtg 8gb parah bngt the,09 Mar 2019,1,Lazada,Negative,Lainnya,Yes,Elektronik,No,Lazada,test
Makanannya sangat enak Lanyanannya sangat ramah @ivan,makan enak lanyanannya ramah ivan,2025-06-26T03:47:46.208Z,5,Google Maps,Positive,Rasa,No,F&B,No,GoogleMaps,test
Mantap. mantap barangnya,bagus bagus barang,05 Mei 2016,4,Lazada,Positive,Rasa,No,Elektronik,No,Lazada,test
"mantap bosku, beli tgl 10 dapat harga mantap sekali, barang berfungsi dengan baik, pengiriman sangat cepat 2 hari sampai. semoga awet. terima kasih lazada dan coocaa.",bagus bos tgl harga bagus fungsi kirim cepat moga awet kasih lazada coocaa,10 Des 2018,5,Lazada,Positive,Rasa,No,Elektronik,No,Lazada,test
"pesan minggu, senin tv dateng pake JNE. super cepat sekali sekarang pelayanan lazada. good job cuma sayang saya lupa pake asuransi dari lazadacare. but overall produk BEST lah. dengan hrg segini dapet tv FULL HD dan screen body to ratio mencapai 94% lebih puas mandangin ini tv. dan berani ngasih garansi PANEL 3 TAHUN. sekelas MEREK SAMSUL aja cuma setahun panelnya.",senin tv dateng pake jne super cepat layan lazada good job sayang lupa pake asuransi lazadacare but overall best hrg gin dapet tv full hd screen body to ratio capai puas mandangin tv berani ngasih garansi panel kelas merek samsul tahun panel,11 Nov 2018,5,Lazada,Positive,Bentuk,No,Elektronik,No,Lazada,test
Aku sering belanja di lazada dan nggak pernah mengecewakan pengirimannya cepat pokoknya the best lah👍👍,belanja lazada kecewa kirim cepat pokok the best,23 Feb 2019,5,Lazada,Positive,Lainnya,No,Elektronik,No,Lazada,test
Bagus sesuai harga.,bagus sesuai harga,24 Agu 2019,3,Lazada,Neutral,Harga,No,Elektronik,No,Lazada,test
"material tidak terlalu kokoh, tapi tidak juga jelek. Yang sangat disayangkan, TV ini tidak Netflix Certified, jadi walaupun bisa install aplikasi Netflix, tapi tidak bisa dipakai aplikasinya. Saya juga baru tau bahwa tidak sembarang device bisa untuk Netflix setelah mendapatkan error (sesuai gambar terlampir) dan ketika menghubungi pihak Netflix diberitahu demikian.",material kokoh jelek sayang tv netflix certified install aplikasi netflix pakai aplikasi tau sembarang device netflix error sesuai lampir hubung netflix diberitahu,11 Nov 2018,2,Lazada,Negative,Bentuk,Yes,Elektronik,No,Lazada,test
"Belanja harus hati2, Tidak Jelas. Sangat Kecewa untuk belanja kali ini.",belanja hati2 kecewa belanja,unknown,1,Tokopedia,Negative,Lainnya,Yes,Ibu & Bayi,No,PRDECT-ID,test
Telat kirim..ud sampai barang ny baru bilang telat kirim..kondisi tv overall oke..cuma ad baret lecet di bagian bawah..kondisi lecet kedalam..mohon next time pas di kirim y di cek..yg rugi konsumen..quality check ny tidak bagus,telat ud ny bilang telat kondisi tv overall oke ad baret lecet kondisi lecet dalam next time pas cek rugi konsumen quality check ny bagus,08 Apr 2019,1,Lazada,Negative,Bentuk,No,Elektronik,No,Lazada,test
Pesan tgl 14 malam sampai tgl 18 (3 hr sesuai yg diperkirakan). Setelah di check youtube OK dan kualitas gambar Mantul...... Utk siaran TV msh dipelajari cara settingnya. Selama belanja lewat Lazada selalu tepat waktu barang sampai diterima. Terima kasih Lazada atas Lazada sale dan semoga awet. Sukses buat Lazada dan seluruh mitra Lazada.,tgl malam tgl hr sesuai check youtube ok kualitas mantul siar tv ajar settingnya belanja lazada waktu terima kasih lazada lazada sale moga awet sukses lazada mitra lazada,14 Mei 2019,5,Lazada,Positive,Bentuk,No,Elektronik,No,Lazada,test
barang sesuai bagus pokok nya...paking juga rapih,sesuai bagus pokok paking rapih,12 Des 2018,5,Lazada,Positive,Bentuk,No,Elektronik,No,Lazada,test
Kartu garansi nya dikirim kemana yahh min???? Mohon tanggapannya... Dan kartu garansi nya....,kartu garansi mana yahh min tanggap kartu garansi,14 Mei 2019,4,Lazada,Positive,Lainnya,No,Elektronik,No,Lazada,test
Kalo udah namanya official store.. ga pe.rlu ragu ragu lgi guys.. ini salah satu prove in real life kalo gw satisfy bnget sama barangnya.. Asli genuine..,kalo udah nama official store pe rlu ragu ragu lgi guys salah prove in real life kalo gw satisfy bnget barang asli genuine,13 Nov 2018,5,Lazada,Positive,Bentuk,No,Elektronik,No,Lazada,test
Overall good. Mungkin lebih di perhatikan kebersihan resto nya di saat ramai.,overall good perhati bersih resto ramai,2026-05-10T09:19:50.281Z,5,Google Maps,Positive,Bentuk,No,F&B,No,GoogleMaps,test
"mantap..barang mendarat dengan sempurna,pakkingnya rapih..semoga awet barangnya..terimakasih Lazada👍👍",bagus darat sempurna pakkingnya rapih moga awet barang terimakasih lazada,01 Jul 2019,5,Lazada,Positive,Bentuk,No,Elektronik,No,Lazada,test
"Pesan 4 box yang disegel plastik hanya 1 buah, yang 3 lain tidak ada segel. Ini apa maksudnya ya kenapa dibedakan seperti ini? Bagaimana higenitas masker ini?",box segel plastik buah segel maksud beda higenitas masker,unknown,2,Tokopedia,Negative,Lainnya,No,Kesehatan & Kecantikan,No,PRDECT-ID,test
"pengirimam cepat, produk ori, tv selamat smpai tujuan..thx lazada",pengirimam cepat original tv selamat smpai tuju terima kasih lazada,09 Sep 2018,5,Lazada,Positive,Bentuk,No,Elektronik,No,Lazada,test
"Bagus juga y,, tapi kurang murny didalam y..",bagus murny dalam,15 Agu 2019,4,Lazada,Positive,Bentuk,No,Elektronik,No,Lazada,test
"nyampe dg selamat barusan, barang oke packing oke, cepet banget kalo cod.. thanks lazada👍👍👍",nyampe selamat barusan oke packing oke cepet banget kalo cod terima kasih lazada,11 Mei 2019,4,Lazada,Positive,Lainnya,No,Elektronik,No,Lazada,test
"kiriman cepat ke yogya pesan tgl 11, trs tgl 13 dah sampe kondisi barang oke, semoga terus awet.... trs bonusnya kpn ya hooq-nya..",kirim cepat yogya tgl trs tgl dah sampe kondisi oke moga awet trs bonus kpn hooq,11 Nov 2018,5,Lazada,Positive,Bentuk,No,Elektronik,No,Lazada,test
mantaaappp terima kasih Lazadaaa 🙏🙏🙏,mantaaappp kasih lazadaaa,26 Jul 2019,5,Lazada,Positive,Lainnya,No,Elektronik,No,Lazada,test
"Tidak sesuai. Tvnya bagus ukuran besar, sampai sampai saya bisa melihat masa depan, tetapi ternyata saya tidak bersamanya, dan akhirnya saya memutuskan untuk bunuh diri, tetapi saya hidup kembali karena di edotensei akibat saya belum bayar utang buat beli tv ini",sesuai tvnya bagus ukur sama putus bunuh hidup edotensei akibat bayar utang tv,2019-10-02,1,Lazada,Negative,Bentuk,Yes,Elektronik,No,Lazada,test
"keren, ramah kantong dan pengirimannya cepat..",bagus ramah kantong kirim cepat,28 Jan 2019,5,Lazada,Positive,Lainnya,No,Elektronik,No,Lazada,test
top markotop. mantap... semua nya ok... cman prosesnya aja kurang cepet jadi pengiriman nya juga kurang cepet,top markotop bagus ok cman proses cepet kirim cepet,24 Mar 2016,5,Lazada,Positive,Rasa,No,Elektronik,No,Lazada,test
"selama pemakaian lancar, packing aman, pengiriman cepat",pakai lancar packing aman kirim cepat,28 Agu 2018,5,Lazada,Positive,Lainnya,No,Elektronik,No,Lazada,test
sangat bagus produknya,bagus produk,31 Jul 2019,5,Lazada,Positive,Bentuk,No,Elektronik,No,Lazada,test
"barang sesuai, tapi pengirimannya lumayan lama",sesuai kirim lumayan,unknown,3,Multi platform,Neutral,Lainnya,No,Lainnya,No,Dipawidia,test
Pesanannya lama datang,pesan,2019-09-22T07:21:17.643Z,3,Google Maps,Neutral,Lainnya,No,F&B,No,GoogleMaps,test
Sip mantul,sip mantul,26 Jul 2019,5,Lazada,Positive,Lainnya,No,Elektronik,No,Lazada,test
barangnya cepet sampai.ok dah utk kwalitas brgnya,barang cepet ok dah kwalitas brgnya,11 Nov 2018,5,Lazada,Positive,Lainnya,No,Elektronik,No,Lazada,test
"Mantap, proses pengemasan cepet banget jadi bisa langsung masuk ekspedisi hari itu juga. Kebetulan stok di rumah udah mepet, berkat proses yg cepet, datangnya bisa pas sebelum benar2 habis. Udah langganan beli masker Polytron ini. Kualitas oke punya, bahannya lembut, tebal, dan nyaman dipakai. Ukurannya termasuk gede jadi cocok buat yg merasa kekecilan/kesempitan kalau pakai masker ukuran umum di pasaran.",bagus proses emas cepet banget ekspedisi stok rumah udah mepet berkat proses cepet datang pas benar2 habis udah langgan masker polytron kualitas oke bahan lembut tebal nyaman pakai ukur gede cocok kecil sempit pakai masker ukur umum pasar,unknown,5,Multi platform,Positive,Bentuk,No,Lainnya,No,Dipawidia,test
thebest untuk pelayanan kak udin dan kak nesta,thebest layan kak udin kak nesta,2026-01-08T14:29:15.312Z,5,Google Maps,Positive,Lainnya,No,F&B,No,GoogleMaps,test
"pengiriman cepat, packing rapi dan barang sesuai gambar. thanks lazada",kirim cepat packing rapi sesuai terima kasih lazada,04 Jan 2019,5,Lazada,Positive,Bentuk,No,Elektronik,No,Lazada,test
"ok ,barang nya bagus,packingnya rapih,ramah sm pembeli",ok bagus packingnya rapih ramah sm beli,09 Sep 2019,4,Lazada,Positive,Bentuk,No,Elektronik,No,Lazada,test
"Setelah sekian lama mencari, akhirnya...",sekian cari,14 Sep 2018,5,Lazada,Positive,Lainnya,No,Elektronik,No,Lazada,test
puas.... terbaik,puas baik,15 Mei 2019,5,Lazada,Positive,Lainnya,No,Elektronik,No,Lazada,test
"MANTUL, klo ad mslh garansix kemana? tp smoga gak ad mslh",mantul klo ad mslh garansix mana smoga ad mslh,22 Feb 2019,5,Lazada,Positive,Lainnya,No,Elektronik,No,Lazada,test
"Kapasitas real, pengiriman cepat, overall bagus",kapasitas real kirim cepat overall bagus,30 Jun 2018,5,Lazada,Positive,Bentuk,No,Elektronik,No,Lazada,test
