"NBa7we src","d4r55","RfnDt","eaLgGf","hCCjke","rsqaWe","ulsn","w8nwRe","dSlJg","Hzvxle","pkWtMe","dSlJg 2","NlVald","NlVald 2"
"https://lh3.googleusercontent.com/a/ACg8ocJvAD5pZ7NSY8gItfmqluA5A3_FeUoXBCJfLaT7mpptuzC0yg=w45-h45-p-rp-mo-ba3-br100","Amalia Dewi Puspitasari","Local Guide · 21 ulasan · 51 foto","","","3 tahun lalu","Akhirnya berkesempatan juga makan steak di sini, antrian WLnya selalu panjang.. No wonder sih, soalnya emg enaaakkk.. And everyone must try Steak Cafe de Paris 👍👍👍 …","Lainnya","","","","","Bagikan","Suka"
"https://lh3.googleusercontent.com/a-/ALV-UjXALeg_huxNFZkX3JVKfKnysnUCYDtyABa-_yeYcGHXJ7PB3C7bpg=w45-h45-p-rp-mo-ba4-br100","Ilham N","Local Guide · 105 ulasan · 47 foto","","","6 tahun lalu","Ga menyangka ada restoran steak dengan variasi menu yang banyak dengan harga terjangkau. Definitely quality steak 👌 …","Lainnya","","","","","Bagikan","Suka"
"https://lh3.googleusercontent.com/a/ACg8ocIIHuntCylE59UFB6gC5J1G1p3pcSi-cWMQHgZK7fN1EJFGxw=w45-h45-p-rp-mo-ba2-br100","Etika Muslim","Local Guide · 21 ulasan · 16 foto","","","7 tahun lalu","Steaknya empuk, byk pilihannya,rasa saosnya enak sekali setara makanan hotel.. saosnya juara! apalagi yg creamy mushroom saucenya..","","","","","","Bagikan","Suka"
"https://lh3.googleusercontent.com/a-/ALV-UjVnqLqacbxx5l1gZ5Y37blnKxq6lZfQfbmGlhIQ2Wgpp6shKVDfnA=w45-h45-p-rp-mo-ba4-br100","Reza Andana","Local Guide · 48 ulasan · 104 foto","","","6 tahun lalu","Tempat makan steak yg recommended di bekasi, pilihan menu yg banyak mostly enak2 😁 …","","","","","","Bagikan","Suka"
"https://lh3.googleusercontent.com/a-/ALV-UjXrohj2tJQ0eicEI62fcNUW-WQpvxxT5r1vTZzHfEELj45G8DEGGA=w45-h45-p-rp-mo-ba3-br100","Krismanuel Pratama Putra","Local Guide · 73 ulasan · 37 foto","","","2 tahun lalu","Menurut saya steak terbaik di kelasnya. Kalau kesini wajib coba meltique karena proporsi lemak dan dagingnya yang seimbang bikin lumer banget pas dimakan. Wajib coba!","Lainnya","","","","","Bagikan","Suka"
"https://lh3.googleusercontent.com/a-/ALV-UjWFf7Idp28TsWtnrUfXpUKX9vrKqr3bH07E4w09QsQcgldzn4YCxA=w45-h45-p-rp-mo-ba4-br100","Grey Fan","Local Guide · 27 ulasan · 218 foto","","","9 tahun lalu","steaknya good, tempat yg cozy, pelayanan oke, untuk harga sedikit tinggi ya sebanding sama rasa yg enak... recommend buat pasangan yg mau dinner di tempat cozy gak jauh dr rumah... coba yaa guys...","","","","","","Bagikan","Suka"
"https://lh3.googleusercontent.com/a-/ALV-UjWLlhQ7Axqle19W-YRH1r__3NwnGvA_kNFIONncWW4TmDJ35BLcgQ=w45-h45-p-rp-mo-ba3-br100","retna yuliawati pertiwi","Local Guide · 36 ulasan · 40 foto","","","6 tahun lalu","Steak yg paling beda sama yg lainnya, karna pilihan nya banyak dan rasanya juaaraak bgt sih ini steak.. tempatnya pun nyaman apalg sm keluarga ataupun teman cucookkk bgt deeeh 👌👍😋😋 …","","","","","","Bagikan","Suka"
"https://lh3.googleusercontent.com/a/ACg8ocJFPqbHyCEsZbs5imge4N9KXmBHVF0Xr_bzTfCdwDpgEGO-ILY=w45-h45-p-rp-mo-ba4-br100","Septiani Rahayu","Local Guide · 34 ulasan · 39 foto","","","3 tahun lalu","Overall enak banget.. tapi untuk waktu penyajiannya yg lama, agak PR kalo kesini bawa bayi 🥲 …","Lainnya","","","","","Bagikan","Suka"
"https://lh3.googleusercontent.com/a-/ALV-UjXPxmEG6lFQzSh09_raoaZw6v1jyi8fLAmwm96oXU1ui1SDwrDf=w45-h45-p-rp-mo-ba4-br100","R Asmoro","Local Guide · 52 ulasan · 185 foto","","","Diedit 7 tahun lalu","Kualitas daging yang bagus dan rasa yang sangat istimewa..nice food","","","","","","Bagikan","Suka"
"https://lh3.googleusercontent.com/a-/ALV-UjWNZBUKuhnvFBczTFMq6_TwgDTZCVactH0KwkYrUwWK9JqRaUBigQ=w45-h45-p-rp-mo-ba4-br100","Vita Thea","Local Guide · 70 ulasan · 191 foto","","","7 tahun lalu","Enak.... Tempatnya nyaman bgt, sayang gada smoking area dan harus antri","","","","","","Bagikan","Suka"
"https://lh3.googleusercontent.com/a-/ALV-UjXA3p-6yqY7JS2nmR6I3AACcAm0e9CY-mMjwN40g0MGVSm9KqbP=w45-h45-p-rp-mo-ba5-br100","R Fitrya R","Local Guide · 629 ulasan · 211 foto","","","Diedit setahun lalu","Makan siang bareng mamah, keponakan & adik ipar.. Malamnya balik lagi makan malam bareng besti yang milad.. Yang milad dapet gratis steak tenderloin meltic lho.. Kalo lagi ultah, ke sini aja, tunjukin ktp nya yaa 🥰👍 …","Lainnya","","","","","Bagikan","Suka"
"https://lh3.googleusercontent.com/a-/ALV-UjVlEGc3A6VqMkF5xo6_17M3wFnRbEMGWgpZZxAfaV2UhyBH98l6=w45-h45-p-rp-mo-ba4-br100","Agung Sofyan Efendi","Local Guide · 195 ulasan · 107 foto","","","7 tahun lalu","Superb steak. Saya dan istri sudah kemari sejak th 2014. Daripada merk Ab dan HC menurut kami jauh lbh enak double u steak","","","Suka","1","","Bagikan",""
"https://lh3.googleusercontent.com/a-/ALV-UjXaVrOSbUAwG-cUtk0eyx5FaBDZvGu5fJCYRqFuyld5ibatln6kMQ=w45-h45-p-rp-mo-ba4-br100","Andaru Adiwignya","Local Guide · 52 ulasan · 139 foto","","","Diedit 8 bulan lalu","Sirloin nya enak. Pesan medium rare juga oke. Pelayanan baik. Datang di hari rabu jadi antrianya gk banyak.","Lainnya","","","","","Bagikan","Suka"
"https://lh3.googleusercontent.com/a-/ALV-UjWIkUDzQDycGhU9DoyAV-PpgH0FuD_xtPypa9IyU4lYx8OjnMlh=w45-h45-p-rp-mo-br100","Ragil Pramudyanto","6 ulasan · 20 foto","","","setahun lalu","Tempat baru, asik, nyaman, terdapat tempat bermain anak","Lainnya","","","","","Bagikan","Suka"
"https://lh3.googleusercontent.com/a-/ALV-UjUBWGfXBtoeBOW6ePsGk6saKcS8M8vk9WQ4oG_hh0-Ih9FokSvuyA=w45-h45-p-rp-mo-br100","Rosmalina Adilianingrum","6 ulasan · 4 foto","","","3 tahun lalu","Tempat steak favorite di Bekasi. Selain enak, harga terjangkau, akses mudah dan pelayanan nya ok. Selalu kembali lagi dan lagi.","","","Suka","1","","Bagikan",""
"https://lh3.googleusercontent.com/a-/ALV-UjUDkfj4opgFr5p32BpsKBf0Q5rzoAIk8QJ0e0PyAqVKhJCUxqQO=w45-h45-p-rp-mo-ba5-br100","Riza Satria","Local Guide · 189 ulasan · 43 foto","","","3 bulan lalu","Suka tempatnya dan makanannya. Pasti kembali kalau lg main di Bekasi.","Lainnya","","","","","Bagikan","Suka"
"https://lh3.googleusercontent.com/a-/ALV-UjUytXhSsrpClAA14O-KBFxZouXWApJKeEpkKmLG4XriP_STsOVD=w45-h45-p-rp-mo-br100","RM","9 ulasan · 4 foto","","","6 tahun lalu","Recommend deh kesini. Ini semua menu nya enak banget. Kalo kesini sabar aja, suka waiting list. Tapi kebayar sih sama tempatnya yg nyaman dan makanannya yg enak.","","","","","","Bagikan","Suka"
"https://lh3.googleusercontent.com/a-/ALV-UjUZzdR21PhRMDAyif8gkY3xqqc4tv82pS19xPWiGMSJ1ptzrU46=w45-h45-p-rp-mo-ba6-br100","Handoko N. Soetrisno","Local Guide · 532 ulasan · 1.805 foto","","","5 tahun lalu","Lumayanlah di seputaran Bekasi ternyata ada warung steak enak dengan harga relatif terjangkau...","","","Suka","1","","Bagikan",""
"https://lh3.googleusercontent.com/a-/ALV-UjUueuHRQYSkkmQNQNhaELpcGkeCo4uiNGPayC2kdhXmCb0QhOF_-A=w45-h45-p-rp-mo-ba3-br100","Trudy alia Narita","Local Guide · 21 ulasan · 39 foto","","","setahun lalu","Steak sirloin wagyu nya lumer enak pesen yg medium dengan garlic butter sauce , creamy spinach dan mushrooms. Meltique tenderloin medium well juga enak juga, starter onion rings dan trufa creamy mushroom dengan garlic bread platter nya juga …","Lainnya","","","","","Bagikan","Suka"
"https://lh3.googleusercontent.com/a-/ALV-UjVZ_HjyG9ZnpCFLpzEJi8W0dYIq7UITJc6aSZShKuiCFShXpnmKZQ=w45-h45-p-rp-mo-ba2-br100","LIA","Local Guide · 12 ulasan · 18 foto","","","3 tahun lalu","Steak langganan ga pernah kecewa selalu the best steak wagyu nya pk saus chimmicurri best bgt","","","","","","Bagikan","Suka"
"https://lh3.googleusercontent.com/a-/ALV-UjVxBxqyiGafZaQVopxRHxmZJk3k0bwm8WnwkDajx924DPUtfYth9g=w45-h45-p-rp-mo-ba5-br100","Aldiyanto Akbar Mertosono","Local Guide · 370 ulasan · 157 foto","","","3 tahun lalu","Enak, cuma harganya agak diatas rata rata... Tapi masih okelah...","Lainnya","","Suka","2","","Bagikan",""
"https://lh3.googleusercontent.com/a-/ALV-UjXEHiuOzNjN2K3vo4ryUzjmMlArzPvD6WzozvZSFlGO3VP3bqwnhw=w45-h45-p-rp-mo-ba6-br100","Hafidz Noor Fauzi","Local Guide · 328 ulasan · 1.750 foto","","","2 tahun lalu","makanannha enak dan selalu ramai tiap hari. enaknya disini ada promo free utk yang ulang tahun.","Lainnya","","","","","Bagikan","Suka"
"https://lh3.googleusercontent.com/a-/ALV-UjV06ChBK9idOV7KTKAHbdwTWzfHYe91inB5AV5b3-K2mk2aPOk=w45-h45-p-rp-mo-br100","hadi yasir","7 ulasan · 5 foto","","","8 bulan lalu","Steak nya enak, pelayanan trhadap customer ramah, suasana tempat makan seperti di rmh utk di lt1 …","Lainnya","","","","","Bagikan","Suka"
"https://lh3.googleusercontent.com/a-/ALV-UjVQBte0GRnONccmOdDCt3TyRAZ5kG78FZ40SG-UaE1G22RaK3H8=w45-h45-p-rp-mo-ba5-br100","Adi Rahmadi","Local Guide · 225 ulasan · 356 foto","","","3 tahun lalu","Rasa steak yg juicy dan enak, jd kepingin mengulang kembali, hanya potato wedgesnya agak over rasa asinnya","Lainnya","","","","","Bagikan","Suka"
"https://lh3.googleusercontent.com/a-/ALV-UjVGgmNLNlWFm0YoQbEk89ZJueyeeGKTR3adw2eKGo7qj-H-rqLc=w45-h45-p-rp-mo-ba6-br100","Bintang Bkwan","Local Guide · 643 ulasan · 499 foto","","","Diedit 3 tahun lalu","Lamb Chop paporit....usul Chef Widi. Bikin steak domba lokal dong.....W Burger juga patut dicoba. Cobain tiap menu dah...","Lainnya","","","","","Bagikan","Suka"
"https://lh3.googleusercontent.com/a-/ALV-UjURwgHrwutjFqblTwXSRsd-LRQsVFF7hBmytXWwEQw5uIHjJys=w45-h45-p-rp-mo-br100","Casa de Vie Homestay","2 ulasan · 2 foto","","","11 bulan lalu","Steak terenak sampai tiap kesini antriiiiii. Tapi nunggu lama tetep worth it. Favorit: Rib eye meltiq, dagingnya empuk.","Lainnya","","","","","Bagikan","Suka"
"https://lh3.googleusercontent.com/a/ACg8ocKyAuKGcGGa84UBjcKa2XdwYI7Ub1ARAwe4pQTJByzCtITbVfVa=w45-h45-p-rp-mo-ba4-br100","Rey B","Local Guide · 15 ulasan · 200 foto","","","Diedit setahun lalu","Suka sama Lokasi Gedung Barunya. Mantab!","Lainnya","","","","","Bagikan","Suka"
"https://lh3.googleusercontent.com/a/ACg8ocKS79SsNDjEkjATEUzjRd9TOzfGAOLEVIu1TuHWxusXb-_OJXE=w45-h45-p-rp-mo-ba3-br100","Siti Aminah","Local Guide · 33 ulasan · 33 foto","","","4 tahun lalu","Kesini kalau mau definisi makan enak, steak terbaik di bekasiiii","Lainnya","","","","","Bagikan","Suka"
"https://lh3.googleusercontent.com/a-/ALV-UjX1TwcwQ-m8e7qThBAO9B3yGWFX_ln9QCAugvGXAnV8VfTEWUcJew=w45-h45-p-rp-mo-ba3-br100","Adya Dyanti","Local Guide · 40 ulasan · 62 foto","","","setahun lalu","Beli platter gini biar sekalian banyak, tapi ternyata ada yang alot padahal dimasak atas saran waitressnya","Lainnya","","","","","Bagikan","Suka"
"https://lh3.googleusercontent.com/a-/ALV-UjWDkBWG40vyqXWvHf3-pxRWCqsHZc-F40HuZi678071e92iLwha=w45-h45-p-rp-mo-ba4-br100","Aluysia Nana","Local Guide · 203 ulasan · 80 foto","","","3 tahun lalu","Salmon steak saus Lada hitam  enak steak saus barbeque jus kolesterolny enak antri ny lumayan","Lainnya","","","","","Bagikan","Suka"
"https://lh3.googleusercontent.com/a-/ALV-UjX9ura_S-jOECDzPnS3swfQhGbw_pAftEBsHGNCfvGb3apQxo89=w45-h45-p-rp-mo-br100","Rizka Aura","4 ulasan","","","setahun lalu","Untuk rasa dan kualitas makanannya super enak dan memuaskan. Menunya variatif dan terlebih di minumannya. Staffnya juga super ramah, welcoming dan informatif. Untuk tambahan, selama bulan Ramadhan, saya merasa bahwa ketentuan dan manajemen …","Lainnya","","","","","Bagikan","Suka"
"https://lh3.googleusercontent.com/a-/ALV-UjXZt6tIZruFUZ4g7zPWfsrSg4bJf-8czq2faa38c5Mo6oW2PsmC=w45-h45-p-rp-mo-ba3-br100","Mohamad Mauludianto","Local Guide · 62 ulasan · 12 foto","","","3 tahun lalu","Makanannya enak2, worth to price. Masih ada batasan jam makan 45 menit setelah makanan datang.","","","Suka","1","","Bagikan",""
"https://lh3.googleusercontent.com/a-/ALV-UjVnZ5F-taOJ5QjYK2P_PCTViCfXpRbVDpL_-AZqqKyNx6i30-6X=w45-h45-p-rp-mo-ba3-br100","iwan himawan","Local Guide · 42 ulasan · 52 foto","","","3 tahun lalu","Setiap ada yg ulang tahun makan disini, dapet gratis 1 sirloin steak utk yg ulang tahun. Es teh manisnya pas di lidah 👍 …","","","","","","Bagikan","Suka"
"https://lh3.googleusercontent.com/a/ACg8ocJovDSvBd0zevQhslnQNTns_z6B72LiqXQ1Pmho-qIi8lah_A=w45-h45-p-rp-mo-ba3-br100","Shanty Perdana","Local Guide · 50 ulasan · 33 foto","","","Diedit 7 tahun lalu","Berkali - kali kesini, rasa steiknya belum pernah mengecewakan.. good.. Dan belum menemukan restoran steik lain yang se-enak ini di Bekasi..","","","","","","Bagikan","Suka"
"https://lh3.googleusercontent.com/a-/ALV-UjW0rtdiWJbZsKijyYeyShNdXszCAfJaM5VcUG1_ddM_JWedSeBD=w45-h45-p-rp-mo-ba3-br100","Fifi Dwi Pratiwi","Local Guide · 28 ulasan · 21 foto","","","5 tahun lalu","Tempatnya nyaman, makanannya enak. Oia, selama PSBB bekasi, waktu makan dibatasi max 40 menit setelah makanan ready.","","","Suka","1","","Bagikan",""
"https://lh3.googleusercontent.com/a-/ALV-UjU6WUkEJvrl0mIPnOZIaJHjfIPRwmC0rEd41cMdK9tYqFYNsM4=w45-h45-p-rp-mo-ba3-br100","Atika Ayuningtyas","Local Guide · 31 ulasan · 59 foto","","","5 tahun lalu","Sirloin steak tapi ngunyahnya tuh rasa tenderloin..perfecto bangeett, meleleh dimulut, endulita banget chef..","","","Suka","1","","Bagikan",""
"https://lh3.googleusercontent.com/a-/ALV-UjWwN0Gf_EkPha2SvV2ZREiGuRpa_ZeyTrly-AgIT2dp13XOKSwnPg=w45-h45-p-rp-mo-ba3-br100","Albert Leonardo","Local Guide · 27 ulasan · 15 foto","","","8 bulan lalu","Steaknya enak n tempat ini favorit gw banget klo traktir anak"" kantor hahaha..","Lainnya","","","","","Bagikan","Suka"
"https://lh3.googleusercontent.com/a-/ALV-UjWxB1dZdvp40U80Q56-MuFrP391gufIgAEXnSRmajrNEJhzY5gP=w45-h45-p-rp-mo-ba4-br100","Hendra Ardhi","Local Guide · 83 ulasan · 105 foto","","","Diedit 2 tahun lalu","Resto steak yg selalu ramai peminat... Pada rela"" antri.. sekitar daerah galaxy Bekasi .","Lainnya","","","","","Bagikan","Suka"
"https://lh3.googleusercontent.com/a/ACg8ocL12EZZbuRzZ8oGLeD42qc3s-rjNNM41grXs2SuArmgXtMUzw=w45-h45-p-rp-mo-br100","bohr axe","3 ulasan","","","11 bulan lalu","Steak gratis buat yang ulang tahun dengan ada minimal pembelian. Steaknya boleh gratis tapi kualitasnya ga main-main. Sukses terus chef!","Lainnya","","","","","Bagikan","Suka"
"https://lh3.googleusercontent.com/a/ACg8ocLae2H6PKoUgSoiajErjuNKx8WPBNzqdo9aiNkfctZoRv3bWQ=w45-h45-p-rp-mo-ba3-br100","Nuriati Shoimah","Local Guide · 14 ulasan · 23 foto","","","2 tahun lalu","Makanannya enak, sesuai sama harganya, nggak mengecewakan. Mantaaapp","Lainnya","","","","","Bagikan","Suka"
"https://lh3.googleusercontent.com/a-/ALV-UjUei4xnFMgJ3Y23Gy_PO3uVbXjohcp_t7goOHKtxRkdhJi3PLM=w45-h45-p-rp-mo-br100","Sasha Pratiwi","7 ulasan","","","setahun lalu","Udah 3 tahun saya ngerayain ulang tahun disini, birthday treatnya juga gak menurunkan kualitas makanan dan kualitas service. Dapet  kue ultah plus lilinnya. Selain itu juga jadi berasa ultah bareng2 sama pengunjung lain karena banyak yang …","Lainnya","","","","","Bagikan","Suka"
"https://lh3.googleusercontent.com/a-/ALV-UjUF8sAa3RqyzI94H6Y30PiMWCJKc4IfkouHz04zewbcpnbMsIFk=w45-h45-p-rp-mo-br100","Riska Destriyanti","5 ulasan · 1 foto","","","setahun lalu","Hari ini ngerayain bday di Double U Steak, alhamdulillah dapet free steak. Tapii sayang banget, dr sekian tahun ngikutin perjalanan double u steak, dr awal buka di jalan sedap malam, sampe buka di jalan wijaya kusuma sampe di tempat baru …","Lainnya","","","","","Bagikan","Suka"
"https://lh3.googleusercontent.com/a/ACg8ocLeIfyKulqlmYeFBnf5x9X6d0L7swGFjxPjyVEGwc0gWkDkk-E=w45-h45-p-rp-mo-ba3-br100","Sita Akbarani","Local Guide · 27 ulasan · 33 foto","","","3 tahun lalu","Gilee nyobain yg steak salmon pake mushroom sauce mantep bngt ..
next time mau cobain steak dagingnya 😍 …","Lainnya","","","","","Bagikan","Suka"
"https://lh3.googleusercontent.com/a-/ALV-UjUftmERnTs2Vnp7TPBRfRqEgHsbfoiELvw3cvYg_UWXPLcoGCeS=w45-h45-p-rp-mo-br100","Mutiara A Kirana","10 ulasan · 5 foto","","","setahun lalu","kecewa, yang katanya steak house tapi ga ada steak nya, staff nya bilang daging nz sirloin habis, aus sirloin nya masih beku semua???? kayakk haaa masa lo gada persiapan. jujur kecewa banget dari tahun 2015 makan di restoran ini baru kali ini semua daging nya kosong dan beku HAHAH…","Lainnya","","","","","Bagikan","Suka"
"https://lh3.googleusercontent.com/a-/ALV-UjX2H3xB8SZIV30Mh5iRJeym8wykCvneYODGobnIG-CH9vkvn8Y=w45-h45-p-rp-mo-ba4-br100","Joker Review","Local Guide · 87 ulasan · 52 foto","","","2 tahun lalu","Selalu enak. Servicenya cepet dan ramah. Harganya terjangkau untuk steak seenak ini. Recommended ❤️❤️","Lainnya","","","","","Bagikan","Suka"
"https://lh3.googleusercontent.com/a-/ALV-UjXv7il9Y8QAatkqruvPf17dewtt1Vr1PkEPZG1_CDab-fRvdxk=w45-h45-p-rp-mo-ba3-br100","Yulianto Cahyono","Local Guide · 52 ulasan · 26 foto","","","6 tahun lalu","Tempatnya hommy, walaupun tempatnya agak masuk, tapi disediakan parkiran khusus customer yg cukup luas.
Makanan yg lezat dng harga yg pas d kantong","","","","","","Bagikan","Suka"
"https://lh3.googleusercontent.com/a-/ALV-UjV8euC4r63twUpjpKuNq__RMRUprrY1OVoFcC-KXrh5eSaMcgp4=w45-h45-p-rp-mo-ba5-br100","Risky Ade Maisal","Local Guide · 157 ulasan · 553 foto","","","Diedit 3 tahun lalu","Steak the best. Sudah sering ke sini sejak 2019, hampir tiap bulan bawa keluarga makan ke sini. Pelayanan ramah makanan enak.","Lainnya","","Suka","2","","Bagikan",""
"https://lh3.googleusercontent.com/a-/ALV-UjV84r_3mVOrFsVBWZAMqI4_hE3-mr1sZf5dQX-ydKyin6spINIZ=w45-h45-p-rp-mo-ba4-br100","Rini Fitry","Local Guide · 45 ulasan · 134 foto","","","4 tahun lalu","Sirloinnya aja bisa lembut banget. Dagingnya udah gurih berbumbu. Mantap sih. Pastinya bakal balik lagi 👌🏻 …","","","","","","Bagikan","Suka"
"https://lh3.googleusercontent.com/a-/ALV-UjWtjnE6Vs2hR7axudWImLn9BsY-6FhH39UVCXZtmTsgPJ6TpwAR=w45-h45-p-rp-mo-br100","Alifah Fidela","9 ulasan · 11 foto","","","setahun lalu","Gausah diraguin lagi deh. Enak parah dan murah!!! gila dehh.","Lainnya","","","","","Bagikan","Suka"
"https://lh3.googleusercontent.com/a-/ALV-UjXJUiOO0YkJlGIyAxiowUaAyEcIDjsD3RNHIlqs8T6fS8QI8gc5Xg=w45-h45-p-rp-mo-ba3-br100","Natan Ginting","Local Guide · 14 ulasan · 5 foto","","","5 tahun lalu","Steak plate nya puas banget makannya..
Harga disampingkan karena kualitas dan rasanya..it's worth it..","","","","","","Bagikan","Suka"
"https://lh3.googleusercontent.com/a/ACg8ocIldV1JY9r5goJJd8ykFG_acloVg04IIdtmdoPnz2wX613srQ=w45-h45-p-rp-mo-br100","El Diablo","3 ulasan","","","9 bulan lalu","Go food proses lama,sudah tidak dikasih air minum
Tempat tunggu penuh antrian non driver
Parah bener dah dapet order resto ini","Lainnya","","","","","Bagikan","Suka"
"https://lh3.googleusercontent.com/a-/ALV-UjW_t_U68u9BVn0iV8OAiYVA1kwpPJGPe4zr16nMl_GpMqca26oGtw=w45-h45-p-rp-mo-ba3-br100","Tetty Herawati","Local Guide · 18 ulasan · 121 foto","","","2 tahun lalu","Suka banget Rib Eye Meltique nya.. Lembut n juicy","Lainnya","","","","","Bagikan","Suka"
"https://lh3.googleusercontent.com/a-/ALV-UjX_dS7jS6EhR0d3JwWQCm5OE87_rb4BhyLtLBgRJ0i4EGdn8Fc=w45-h45-p-rp-mo-ba5-br100","Tommy Boy","Local Guide · 160 ulasan · 194 foto","","","2 tahun lalu","Ribeye Wagyu MB2 nya mantap dengan tingkat kematangan Medium.","Lainnya","","","","","Bagikan","Suka"
"https://lh3.googleusercontent.com/a-/ALV-UjXwYrK-prXFHx7ljThjjcKM2NzR_FO081mWb5ziI3uA9uFxQ-w=w45-h45-p-rp-mo-ba3-br100","Eva Kurniati","Local Guide · 44 ulasan · 21 foto","","","setahun lalu","Saya hari ini menunggu datangnya steak gratisan birthday itu hampir 1 jam  dan tyt pelayan pria nya itu miskom,,jengkel kesel krn audah jam set 10 malam dan anak2 sudah habis makannya,,masa mereka nunggu saya makan doang trus udh kemaleman pula,,very very bad service!!!meja 35 balkon","Lainnya","","","","","Bagikan","Suka"
"https://lh3.googleusercontent.com/a-/ALV-UjXjQh_dvOGcRKGYOX-49RUjvBU758yl21HvPjtbIqJ6kDSv7VWMhw=w45-h45-p-rp-mo-ba5-br100","Seno Prasetyo Nugroho","Local Guide · 321 ulasan · 567 foto","","","3 tahun lalu","Semua menu yg dipesan enak,  tempatnya asik, parkiran luas, tapi kalo kesini weekend ya siap2 aja cari parkiran","Lainnya","","","","","Bagikan","Suka"
"https://lh3.googleusercontent.com/a-/ALV-UjUTmM7uJ9x6Oz4EQJ436PzN53PrtI3gIjpExreEUfdTa0frBrc1=w45-h45-p-rp-mo-ba3-br100","ranny Fitrianty","Local Guide · 28 ulasan · 7 foto","","","Diedit 4 tahun lalu","Selalu persennya rib eye meltique ga pernah yg lain...menu andalan klo makan disitu ❤️🥰 …","Lainnya","","","","","Bagikan","Suka"
"https://lh3.googleusercontent.com/a-/ALV-UjUP7NI3eoZNa2vWUM0xgwOrVqCa8H1vmQas999BN6dGLaafqzOG=w45-h45-p-rp-mo-ba2-br100","Fellicia Rachmadiana","Local Guide · 13 ulasan · 15 foto","","","3 tahun lalu","Best steak in town! Couldn't get enough! Selalu mau balik lagi makan steak dan pasta disini👍🏻😍 …","","","","","","Bagikan","Suka"
"https://lh3.googleusercontent.com/a-/ALV-UjXFhRTJH0qtudaG_wcOcO0REKsZuepg9tNj6L1iYrUQnx7wlrQX=w45-h45-p-rp-mo-ba4-br100","Part Time Martabak (Febrindo)","Local Guide · 68 ulasan · 72 foto","","","7 tahun lalu","My favorite steak house! Ukuran steaknya pas, kalo pesen medium rare atau medium nya pas. Harga untuk makan real steak ""cukup""","","","","","","Bagikan","Suka"
"https://lh3.googleusercontent.com/a/ACg8ocK7PvsIlF0Cy2rBsWu_RcPmsuO5dcRagYjmTwYuk1gi-lT_ZQ=w45-h45-p-rp-mo-br100","Elshe Jabodetabek","3 ulasan","","","setahun lalu","Ga expect, Service waittress nya bener2 jempollll bgt, salut banget. Ramah2 semuaa , bener2 semuanya ramah (bukan cuma beberapa karyawan tp beneran semua karyawannya ramah), sampai ke bapak parkir nya ramah. helpfull. Makanan ga mengecewakan","Lainnya","","","","","Bagikan","Suka"
"https://lh3.googleusercontent.com/a-/ALV-UjWd8O9D1sZM2Ms-lHukh-_8S8p3BflNAn0xeo1mKFTp9FrpWtMZ=w45-h45-p-rp-mo-ba4-br100","Pungki Yunita Chandrasari","Local Guide · 86 ulasan · 205 foto","","","Diedit 6 tahun lalu","Steaknya lumayan enak, waiting list lumayan lama. Sausnya dan saladnya enak.","","","Suka","1","","Bagikan",""
"https://lh3.googleusercontent.com/a-/ALV-UjUtWrdJFWf0CrMv4S-gd5XF-rk6MD_DZh0OgHx7PgRxrcSUmoKeuw=w45-h45-p-rp-mo-ba6-br100","Agung Susprihadi","Local Guide · 239 ulasan · 5.576 foto","","","Diedit 2 tahun lalu","Bbq saus nya jozzz 👍
Tenderloin sm sirloinnya maknyozzz …","Lainnya","","Suka","2","","Bagikan",""
"https://lh3.googleusercontent.com/a-/ALV-UjU1AkiwstnzqFxi1FvblVI_Z1UYbottbEorTDl2HcUfhnmU3N-Ogw=w45-h45-p-rp-mo-ba6-br100","Vorelika","Local Guide · 518 ulasan · 2.429 foto","","","6 tahun lalu","One of the steak restaurants in Bekasi...
Finally visit kesini juga
Lokasi strategis, bangunan resto dekat ke jalan, parkir area di lahan kosong di …","Lainnya","","","","","Bagikan","Suka"
"https://lh3.googleusercontent.com/a-/ALV-UjU8we8ocF0zaTYMwweDxBwBqtIUTFvUtl9Op4BvqP9fS7WW4B7p=w45-h45-p-rp-mo-ba6-br100","Abdul Rafik","Local Guide · 348 ulasan · 3.247 foto","","","6 tahun lalu","The best one...
harga sesuai dengan rasa.. dan masih cocok dikantong masing masing","","","Suka","1","","Bagikan",""
"https://lh3.googleusercontent.com/a-/ALV-UjUBT3gzLQOoj_jtqGCEo0g5F9MeTSSHn-LiCC6msrLRPrn5GCjriQ=w45-h45-p-rp-mo-br100","dr. Madinatul Munawwaroh","9 ulasan · 3 foto","","","setahun lalu","maaf baru kali ini saya kasih rating 1 ke sebuah restoran karna saya SANGAT KECEWA. …","Lainnya","","","","","Bagikan","Suka"
"https://lh3.googleusercontent.com/a/ACg8ocKrHMRRqMBp_8ZGtRp7UVsW0DHJBpO64IIXKmMNN-aJMvA7CA=w45-h45-p-rp-mo-ba3-br100","Trian Satrio","Local Guide · 33 ulasan · 53 foto","","","Diedit 7 tahun lalu","Tempat makan yang cukup oke buat ngumpul bareng temen, makanan sebagian besar steak dan untuk signature dishnya recommended tapi hati hati kolesterol tinggi","","","","","","Bagikan","Suka"
