Review_Text,Review_Processed,Review_Date,Rating_Score,Platform_Source,Sentiment_Label,Review_Aspect,Crisis_Flag,Business_Category,Is_Sarcasm
barangnya mantap berkualitas kokoh bergaransi seller ramah pokoknya mantap banget,barang mantap kualitas kokoh garansi seller ramah pokok mantap,unknown,5,Tokopedia,Positive,Bentuk,No,Elektronik,No
yg dipesan 5macam yg datang doraemon semua,pes 5macam doraemon,unknown,2,Tokopedia,Negative,Lainnya,No,Fashion,No
pengiriman nya cepet tapi packing nya gak aman banget soalnya cuman dipacking sama plastik tanpa bubble wrap maupun kardus tapi over all bagus sih ini juga dapet gratis dari tokopedia terimakasih tokopedia,kirim cepet packing aman cuman dipacking plastik bubble wrap kardus over all bagus gratis tokopedia terimakasih tokopedia,unknown,4,Tokopedia,Positive,Bentuk,No,Elektronik,No
produk original nyaman dipakai,produk original nyaman pakai,unknown,5,Tokopedia,Positive,Bentuk,No,Hobi & Hiburan,No
barang sesuai pesanan udh di coba oke packing rapih mksh,barang sesuai pesan coba oke packing rapih mksh,unknown,5,Tokopedia,Positive,Bentuk,No,Elektronik,No
sudah ke 2x beli disini barangnya asli dan penjualnya baik sekali terima kasih kak,2x beli barang asli jual terima kasih kak,unknown,5,Tokopedia,Positive,Bentuk,No,Lainnya,No
mantaaappp biasanya langganan,mantaaappp langgan,unknown,5,Tokopedia,Positive,Lainnya,No,Ibu & Bayi,No
penjual responsif gercep ada spidol ga nyata langsung dikirim thank u so muchh,jual responsif gercep spidol kirim thank so muchh,unknown,5,Tokopedia,Positive,Lainnya,No,Perlengkapan Kantor,No
packing nya rapi brg pesanan dlm keadaan baik,packing rapi brg pesan dlm,unknown,5,Tokopedia,Positive,Bentuk,No,Kerajinan & Pesta,No
yg dipesan yg dtg barangnya beda ga ada konfirmasi mau retur juga mahal di ongkos sudah lah,pes dtg barang beda konfirmasi retur mahal ongkos,unknown,3,Tokopedia,Neutral,Harga,No,Fashion,No
jujur awalnya sih kawatir dikarenakan baru pertama kali membeli emas lewat online alhamdulilah ternyata penjualnya jujur dan amanah bakalan jadi langganan terus nih aku terima kasih,jujur kawatir beli emas online alhamdulilah jual jujur amanah langgan terima kasih,unknown,5,Tokopedia,Positive,Rasa,No,Lainnya,No
thankyou seller bahannya adem cocok buat anak anak sengaja ambil size yg lebih gede biar di pake lama,thankyou seller bahan adem cocok anak anak sengaja ambil size gede biar pake,unknown,5,Tokopedia,Positive,Bentuk,No,Ibu & Bayi,No
ukuran gak sesuai jumbonya kecil,ukur sesuai jumbo,unknown,2,Tokopedia,Negative,Bentuk,No,Fashion,No
mantab pengiriman cepat bahan tebal tapi tidak panas jahitan rapi harga murah,mantab kirim cepat bahan tebal panas jahit rapi harga murah,unknown,5,Tokopedia,Positive,Bentuk,No,Fashion,No
baru satu hari pemakaian kabel chargernya udah gabisa dipake,pakai kabel chargernya gabisa dipake,unknown,3,Tokopedia,Neutral,Lainnya,No,Elektronik,No
janjinya dapat kaleng kecil dan kaleng besar tapi yg datang adalah kaleng kecil kecewa bangetttt,janji kaleng kaleng kaleng kecewa bangetttt,unknown,1,Tokopedia,Negative,Bentuk,Yes,F&B,Yes
ukurannya tidak sesuai harapan,ukur sesuai harap,unknown,2,Tokopedia,Negative,Bentuk,Yes,Fashion,No
pengiriman lambat pas dateng barang juga sudah sobek debuan,kirim lambat pas dateng barang sobek debu,unknown,1,Tokopedia,Negative,Bentuk,No,Perlengkapan Kantor,No
kurang bagus kurang pas sama fotonya,bagus pas foto,unknown,1,Tokopedia,Negative,Bentuk,No,Fashion,No
barang ga sesuai kecewa,barang sesuai kecewa,unknown,1,Tokopedia,Negative,Bentuk,Yes,Otomotif,No
pelayanan seller positive sayang converternya ga bisa dipake alias error beli error nya,layan seller positive sayang converternya dipake alias error beli error,unknown,3,Tokopedia,Neutral,Lainnya,No,Elektronik,No
sudah dipasang bagus deh,pasang bagus,unknown,5,Tokopedia,Positive,Bentuk,No,Perabotan,No
gak nyaman dipakai,nyaman pakai,unknown,1,Tokopedia,Negative,Bentuk,No,Otomotif,No
material dan packaging nya bagus dan rapih tapi halaman di bukunya banyak banget yang kebalik2 halaman yg harusnya ada di awal malah ada di akhir buku jadi ada yang harusnya di tengah buku malah di akhir buku jadi bacanya pindah pindah bingung dan ga nyaman,material packaging bagus rapih halaman buku kebalik2 halaman buku tengah buku buku baca pindah pindah bingung nyaman,unknown,2,Tokopedia,Negative,Bentuk,No,Hobi & Hiburan,Yes
pesanan sdh diterima dlm keadaan baik dan fast respond dr seller mantap,pesan terima dlm fast respond seller mantap,unknown,5,Tokopedia,Positive,Rasa,No,Perlengkapan Kantor,No
maaf kualitas buruk bahan tipis lingkar kepala gak bisa disetel kecil,maaf kualitas buruk bahan tipis lingkar kepala setel,unknown,1,Tokopedia,Negative,Bentuk,Yes,Fashion,No
bagus kencang sayangnya ada yang patah,bagus kencang sayang patah,unknown,4,Tokopedia,Positive,Bentuk,No,Kesehatan & Kecantikan,No
produknya dipaketkan dengan rapi dan tidak ada cacat recommended,produk paket rapi cacat recommended,unknown,5,Tokopedia,Positive,Bentuk,No,Elektronik,No
produk diterima kondisi baik pengiriman cepat dan packing rapi respon penjual oke,produk terima kondisi kirim cepat packing rapi respon jual oke,unknown,4,Tokopedia,Positive,Bentuk,No,Hobi & Hiburan,No
bau parfum coffeenya kurang enak untuk alat nya banyak baret2,bau parfum coffeenya alat baret2,unknown,2,Tokopedia,Negative,Rasa,No,Kesehatan & Kecantikan,No
bahan katun sy pikir anti air ternyata tidak sy beli minta warna hitam dan abu eh di kasihnya abu semua,bahan katun pikir anti air beli warna hitam abu eh kasih abu,unknown,3,Tokopedia,Neutral,Bentuk,No,F&B,No
mantep bangettt coklatnya beli lagi promo terus masih ditambahin voucher juga jadi mumer pokok deh,mantep bangettt coklat beli promo ditambahin voucher mumer pokok,unknown,5,Tokopedia,Positive,Harga,No,F&B,No
barang sesuai harga lumayan bagus,barang sesuai harga lumayan bagus,unknown,5,Tokopedia,Positive,Harga,No,Hobi & Hiburan,No
kecewa banget masa yang datang cuma tripot nya ada ngga ada ring light nya tripotnya pun pada patah,kecewa tripot ring light tripotnya patah,unknown,1,Tokopedia,Negative,Lainnya,Yes,Elektronik,Yes
raknya letoy bgt kalo naro sepatu lebih dari pasang takut roboh kirain kuat ternyata letoy bgt,rak letoy naro sepatu pasang takut roboh kirain kuat letoy,unknown,2,Tokopedia,Negative,Bentuk,No,Perabotan,No
packing rapi dan aman pengiriman cepat produk sesuai pesanan makasih buat bonusnya,packing rapi aman kirim cepat produk sesuai pesan makasih bonus,unknown,5,Tokopedia,Positive,Bentuk,No,Kesehatan & Kecantikan,No
sangat presisi dan pas,presisi pas,unknown,5,Tokopedia,Positive,Bentuk,No,Elektronik,No
tidak berfungsi mau retur tapi berat di ongkir mungkin kedepannya boleh di test terlebih dahulu sebelum kirim,fungsi retur berat ongkos kirim depan test kirim,unknown,2,Tokopedia,Negative,Harga,Yes,Elektronik,No
beli warna ungu kenapa warnanya jelek ya ungu pudar,beli warna ungu warna jelek ungu pudar,unknown,3,Tokopedia,Neutral,Bentuk,No,Fashion,No
bru dipake 2x udh robek sana sini trus kek keluar karet2 warna kuning gituu ngga lagi deh,bru dipake 2x robek trus kek karet2 warna kuning gituu,unknown,2,Tokopedia,Negative,Bentuk,No,Fashion,No
banyakk rusakk dan lecet nyaaaa,banyakk rusakk lecet nyaaaa,unknown,1,Tokopedia,Negative,Lainnya,Yes,Elektronik,No
yang bener aja dong saya beli susu masa kemasannya kaya gini bener2 kecewa sudah mah ya lama dtgnya pas di open box kok hancur gini,bener beli susu kemas kaya gin bener2 kecewa mah dtgnya pas open box hancur gin,unknown,1,Tokopedia,Negative,Bentuk,Yes,Ibu & Bayi,Yes
kualitas produk bagus jahitan rapi desainnya cantik cm kekurangannya kl isi banyak kartu jd sesak hehe,kualitas produk bagus jahit rapi desain cantik cm kurang kl isi kartu jd sesak hehe,unknown,5,Tokopedia,Positive,Bentuk,No,Fashion,No
barangnya kurang sesuai dgn permintaan sudah saya setujui berubah jumlah dan ukuran tp ternyata dikirim ada yg dirubah lg tanpa persetujuan,barang sesuai minta tuju ubah ukur kirim rubah lg tuju,unknown,2,Tokopedia,Negative,Bentuk,No,Fashion,No
barang sampai dan sesuai harapan,barang sesuai harap,unknown,4,Tokopedia,Positive,Bentuk,No,Elektronik,No
warna sesuai ada karet di bagian belakang spy kaos kaki tdk mudah lepas,warna sesuai karet spy kaos kaki mudah lepas,unknown,4,Tokopedia,Positive,Bentuk,No,Fashion,No
dapet certi eye berarti memang terbaru terimakasih banyak,certi eye baru terimakasih,unknown,5,Tokopedia,Positive,Lainnya,No,Lainnya,No
tidak ada pengaruh besar kecil suara,pengaruh suara,unknown,2,Tokopedia,Negative,Bentuk,No,Hobi & Hiburan,No
paket cepat datang packing aman sekali dapet bonus hair masker wanginya enak banget thank you loreal,paket cepat packing aman bonus hair masker wangi thank you loreal,unknown,5,Tokopedia,Positive,Rasa,No,Kesehatan & Kecantikan,No
bukunya bagus original tapi sayang dapet yang binding bagian bawahnya kurang bagus,buku bagus original sayang binding bawah bagus,unknown,4,Tokopedia,Positive,Bentuk,No,Hobi & Hiburan,No
dapet yang berjamur gini padaha expnya masih lama tolong dong di perhatiin produknya,jamur gin padaha expnya tolong perhatiin produk,unknown,1,Tokopedia,Negative,Lainnya,No,F&B,No
barangnya original ada garansi ibox imei terdaftar di kemenperin masih ada greenpeel barangnya mulus sinyal aman berfungsi dengan baik,barang original garansi ibox imei daftar kemenperin greenpeel barang mulus sinyal aman fungsi,unknown,4,Tokopedia,Positive,Bentuk,No,Elektronik,No
barangnya original ada garansi resmi suaranya jernih koneksi bluetooth kuat nyaman dipakai lama material premium,barang original garansi resmi suara jernih koneksi bluetooth kuat nyaman pakai material premium,unknown,5,Tokopedia,Positive,Bentuk,No,Elektronik,No
barangnya bagus bgt kokoh sisirnya jg ga tajem tombol kliknya juga praktis,barang bagus kokoh sisir tajem tombol klik praktis,unknown,5,Tokopedia,Positive,Bentuk,No,Perawatan Hewan,No
ga ada tanggapan mau komplain padahal saya beli bukan minta kecewa,tanggap komplain beli kecewa,unknown,1,Tokopedia,Negative,Lainnya,Yes,Perlengkapan Kantor,No
kualitas kurang bagus,kualitas bagus,unknown,2,Tokopedia,Negative,Bentuk,No,Hobi & Hiburan,No
niat mau main di televisi tapi sama sekali gak bs tampil di tv mau return kondisi bgini susah kemana2 jadi yasudahlah,niat main televisi bs tampil tv return kondisi bgini susah kemana2 yasudahlah,unknown,1,Tokopedia,Negative,Bentuk,Yes,Elektronik,No
nggak bisa jalan kereta nya anakqu jadi kecewa,jalan kereta anakqu kecewa,unknown,1,Tokopedia,Negative,Lainnya,Yes,Hobi & Hiburan,Yes
bener bener sesuai ekspektasi sih auto belajar triumph,bener bener sesuai ekspektasi auto ajar triumph,unknown,5,Tokopedia,Positive,Bentuk,No,Hobi & Hiburan,No
warnanya kusam ternyata,warna kusam,unknown,2,Tokopedia,Negative,Bentuk,No,Ibu & Bayi,No
ribet pemakaian gk di saranin beli,ribet pakai saranin beli,unknown,2,Tokopedia,Negative,Lainnya,No,Elektronik,No
mantap pengiriman sangat cepat produk aman,mantap kirim cepat produk aman,unknown,5,Tokopedia,Positive,Rasa,No,Lainnya,No
isiny hancur akar2ny gingseng hancur jadi sprt barang udah lama,isiny hancur akar2ny gingseng hancur sprt barang,unknown,3,Tokopedia,Neutral,Lainnya,No,Kesehatan & Kecantikan,No
respon chat cepat recomended seller packing rapi,respon chat cepat recomended seller packing rapi,unknown,5,Tokopedia,Positive,Bentuk,No,Kesehatan & Kecantikan,No
luar biasa packing di jamin aman pakai bubblewrap cepet banget prosesnya senin malam cekout paginya kirim hari ini rabu sore sampai sangat cepat sangat puas terimakasih sukses selalu yah tech cube,packing jamin aman pakai bubblewrap cepet proses senin malam cekout pagi kirim rabu sore cepat puas terimakasih sukses yah tech cube,unknown,5,Tokopedia,Positive,Lainnya,No,Elektronik,No
bahan bagus hanya di bagian jahitan mudah lepas,bahan bagus jahit mudah lepas,unknown,3,Tokopedia,Neutral,Bentuk,No,Fashion,No
emang rasanya kaya basi apa gimana kok gini amat kaya bau tong sampah,kaya basi gimana gin kaya bau tong sampah,unknown,1,Tokopedia,Negative,Rasa,No,F&B,No
delivery packing mantap pengiriman cepat barang build quality mantap solid responsif juga kyknya beneran ori rumble ada amiibo ke detect klik home button auto on,delivery packing mantap kirim cepat barang build quality mantap solid responsif kyknya beneran original rumble amiibo detect klik home button auto on,unknown,5,Tokopedia,Positive,Rasa,No,Elektronik,No
recommended komunikasi lancar instruksi jelas game nya gampang diinstall kapan kapan ke sini lagi terima kasih,recommended komunikasi lancar instruksi game gampang diinstall terima kasih,unknown,5,Tokopedia,Positive,Lainnya,No,Elektronik,No
baguuuus sesuai dengan pesanan semoga sukses selalu,baguuuus sesuai pesan moga sukses,unknown,5,Tokopedia,Positive,Bentuk,No,Lainnya,No
di foto bonus foto besar dateng nya kecill pencitraan sekali anda kill sungguh mengecewakan,foto bonus foto dateng kecill citra kill sungguh kecewa,unknown,1,Tokopedia,Negative,Bentuk,Yes,F&B,No
beli dua yang satu jelek eror sama analog g bisa balik lagi kecewa saya,beli jelek eror analog kecewa,unknown,1,Tokopedia,Negative,Bentuk,Yes,Elektronik,Yes
gumush bgt cutternyaa imut warna pinkkknya cutee seneng bangedddd lochh thank you deliii peralatannya lengkap and keren,gumush cutternyaa imut warna pinkkknya cutee neng bangedddd lochh thank you deliii alat lengkap and keren,unknown,5,Tokopedia,Positive,Bentuk,No,Perlengkapan Kantor,No
bagus angin nya terasa kuat tapi belum kebiasa ama getarannya doang yang agak kuat,bagus angin kuat biasa ama getar doang kuat,unknown,5,Tokopedia,Positive,Bentuk,No,Elektronik,No
kualitas produk bagus,kualitas produk bagus,unknown,5,Tokopedia,Positive,Bentuk,No,F&B,No
barang kw jangan beli disini,barang palsu beli,unknown,1,Tokopedia,Negative,Bentuk,Yes,Elektronik,No
belanja disini mantap pengiriman cepat dan barangnya rekomended dan packing aman dan rapi bakal belanja lagi disini insyaallah,belanja mantap kirim cepat barang rekomended packing aman rapi belanja insyaallah,unknown,5,Tokopedia,Positive,Rasa,No,Perlengkapan Kantor,No
lucu tasnya murah sesuai harga sih kualitasnya pas juga dianak saya,lucu tas murah sesuai harga kualitas pas anak,unknown,5,Tokopedia,Positive,Harga,No,Fashion,No
bahan tipis kualitas buruk,bahan tipis kualitas buruk,unknown,1,Tokopedia,Negative,Bentuk,Yes,Fashion,No
pengiriman lama banget oder hr minggu baru dikirim kamis setiap ditanya jawabnya masih proses barang dikirim salah size dan warna order merah yg dikirim hitam parah koordinasi nya,kirim oder hr minggu kirim kamis proses barang kirim salah size warna order merah kirim hitam parah koordinasi,unknown,1,Tokopedia,Negative,Bentuk,Yes,Hobi & Hiburan,No
lagi musim hujan tidak dibungkus yang aman dan rapat jadi air hujannya masuk,musim hujan bungkus aman rapat air hujan,unknown,2,Tokopedia,Negative,Lainnya,No,Hobi & Hiburan,No
barang sesuai pesanan kualitas bagus baik mantap packing juga oke seller ramah pengiriman juga cepat fast respons recommended seller pokoknya,barang sesuai pesan kualitas bagus mantap packing oke seller ramah kirim cepat fast respons recommended seller pokok,unknown,5,Tokopedia,Positive,Bentuk,No,Ibu & Bayi,No
saya mesan dua malah dikirim cuma satu,mesan kirim,unknown,1,Tokopedia,Negative,Lainnya,No,Hobi & Hiburan,No
kecewa barang gak sampe toko nya gak mau tanggung jawab dan respon nya lama bgt bener bener kecewa jgn beli disini lagi untuk kalian yang baca komen ini respon nya lama bgt dari delivery nya juga kacau nyasarin barang dan gak mau tanggung jawab beli barang tapi barangnya gak sampe bener bener kecewa,kecewa barang toko tanggung respon bener bener kecewa jgn beli baca komen respon delivery kacau nyasarin barang tanggung beli barang barang bener bener kecewa,unknown,1,Tokopedia,Negative,Bentuk,Yes,Perabotan,Yes
respon seller bagus tapi produknya tidak suaranya kecil masih kalah dengan mic hp internal harga sangat tidak sesuai dengan kualitas,respon seller bagus produk suara kalah mic hp internal harga sesuai kualitas,unknown,3,Tokopedia,Neutral,Bentuk,No,Elektronik,No
joooosssss gandooosss pengiriman rapih cepat,joooosssss gandooosss kirim rapih cepat,unknown,5,Tokopedia,Positive,Bentuk,No,Perawatan Hewan,No
rumah rapi dan nyaman rekomen material produk bagus produk sesuai murah respon seller kiriman cepat packingnya sangat aman banyak cashback cashbacknya bisa buat belanja yang lain lagi gratis ongkir pastinya bahannya lumayan bagus oke oke oke lah pokoknya demikian ulasan saya tidak terlalu panjang dan lebar mungkin cukup sampai sini aja kali ya terimakasih sudah menyimak review sekian dan saya ucapkan terimakasih banyak ingat tetap patuhi protokol kesehatan gunakan masker dan jaga jarak,rumah rapi nyaman rekomen material produk bagus produk sesuai murah respon seller kirim cepat packingnya aman cashback cashbacknya belanja gratis ongkos kirim pasti bahan lumayan bagus oke oke oke pokok ulas lebar terimakasih simak review sekian ucap terimakasih patuh protokol sehat masker jaga jarak,unknown,5,Tokopedia,Positive,Bentuk,No,Perabotan,No
udh top banget lah beli disini juara ke oriannya selalu langganan pokonya,top beli juara oriannya langgan poko,unknown,5,Tokopedia,Positive,Bentuk,No,Lainnya,No
pesen kabel data sesuai deskripsi tapi lagi barang lain packing aman pengiriman cepat yang nyiapin barang kurang teliti overall ok lah,sen kabel data sesuai deskripsi barang packing aman kirim cepat nyiapin barang teliti overall oke,unknown,3,Tokopedia,Neutral,Bentuk,No,Elektronik,No
pengiriman cepatt barang sesuai pesanan harga terjangkau joossss,kirim cepatt barang sesuai pesan harga jangkau joossss,unknown,5,Tokopedia,Positive,Harga,No,Lainnya,No
barang sesuai dan pengiriman cepat,barang sesuai kirim cepat,unknown,4,Tokopedia,Positive,Bentuk,No,Ibu & Bayi,No
barang yg dtg gak bagus plastik busa gt dan bagus kualitasnya bs dilihat di gambar saya ya,barang dtg bagus plastik busa gt bagus kualitas bs gambar,unknown,1,Tokopedia,Negative,Bentuk,No,Perabotan,No
beli dua rencana nya buat jaga jaga kalo salah satu nya rusak eh bener aja dua dua nya gak mau nyolok stik ps dengan sempurna ke converter nya mau retur produk udah kadung males untuk penjual sebelum kirim barang tolong dong di qc lebih maksimal lagi,beli rencana jaga jaga salah rusak eh bener nyolok stik ps sempurna converter retur produk kadung males jual kirim barang tolong qc maksimal,unknown,1,Tokopedia,Negative,Lainnya,Yes,Elektronik,No
ampuuuunnn dibngkus pake plastik bening jdi malu krn diperumahan ada yg jual tp mlh beli online soalnya paket dtng ditaruh di kursi pos satpam khusus buat semua paket seperumahan mikir2 klo mau beli disini lgi,ampuuuunnn dibngkus pake plastik bening jdi malu rumah jual mlh beli online paket dtng taruh kursi pos satpam paket rumah mikir2 beli lgi,unknown,1,Tokopedia,Negative,Bentuk,No,Ibu & Bayi,No
pengemasan lambat banget pengiriman lamaaaaaa,kemas lambat kirim lamaaaaaa,unknown,1,Tokopedia,Negative,Lainnya,No,Kesehatan & Kecantikan,No
teksturnya keras hasilnya tebal gampang dipakai gampang dibawa bawa packaging aman proses pesanan cepat,tekstur keras hasil tebal gampang pakai gampang bawa bawa packaging aman proses pesan cepat,unknown,4,Tokopedia,Positive,Rasa,No,Kesehatan & Kecantikan,No
maap agak kecewa krn yg saya terima beda sama gambar bagian alas tdk bevel spt gambar,maap kecewa terima beda gambar alas bevel spt gambar,unknown,2,Tokopedia,Negative,Bentuk,Yes,Hobi & Hiburan,No
gampang dipakai lembut di kulit proses pesanan cepat penjualnya ramah banget warnanya lucu barangnya awet respon penjualnya top packaging aman packaging rapi,gampang pakai lembut kulit proses pesan cepat jual ramah warna lucu barang awet respon jual top packaging aman packaging rapi,unknown,5,Tokopedia,Positive,Bentuk,No,Kesehatan & Kecantikan,No
setelah dicek tidak utuh 32gb kok bisa ya kemana sisa 3gb nya mas mba krn lagi butuh yaudahlah cukup tau beli disini pertama dan terakhir beli disini,cek utuh 32gb mana sisa 3gb mas mba butuh yaudahlah tau beli beli,unknown,1,Tokopedia,Negative,Lainnya,No,Elektronik,No
ikat pinggangnya sendiri sih baiklah yang masalah kepala ikat pinggangnya yang saya terima dibeberapa bagian cat mengelupas hal lain setelah dipake susah dilepas ungkitan untuk menaikkan penahan ikat pinggangnya tidak mau terangkat repot saat mau ganti pakaian,ikat pinggang kepala ikat pinggang terima beberapa cat kelupas dipake susah lepas ungkit naik tahan ikat pinggang angkat repot ganti pakai,unknown,3,Tokopedia,Neutral,Bentuk,No,Fashion,No
mantap barang ga mengecewakan sumpah di sony a5100 ku awet jg btrenya lebih lama daripada btre ori malah,mantap barang kecewa sumpah sony a5100 ku awet btrenya btre original,unknown,5,Tokopedia,Positive,Bentuk,No,Elektronik,No
barang ok pengiriman cepat packaging aman dan rapi,barang oke kirim cepat packaging aman rapi,unknown,5,Tokopedia,Positive,Bentuk,No,Kesehatan & Kecantikan,No
barang yang sampai berbededa dengan do foto,barang berbededa do foto,unknown,1,Tokopedia,Negative,Lainnya,No,Kerajinan & Pesta,No
selalu bagus produknya pembelian ke mantapp min smoga laris,bagus produk beli mantapp min smoga laris,unknown,5,Tokopedia,Positive,Rasa,No,Hobi & Hiburan,No
barangnya jelek ngerusak filter ac pdhal blm lm ganti,barang jelek ngerusak filter ac pdhal lm ganti,unknown,1,Tokopedia,Negative,Bentuk,Yes,Otomotif,No
kualitas kurmanya top dagingnya tebal dan lembut packing bagus setelah tutup box dibuka kurma masih dibungkus plastik mau order lagi,kualitas kurma top daging tebal lembut packing bagus tutup box buka kurma bungkus plastik order,unknown,5,Tokopedia,Positive,Bentuk,No,F&B,No
pelayanan bagus mantap rekomen banget beli disini terima kasih,layan bagus mantap rekomen beli terima kasih,unknown,5,Tokopedia,Positive,Rasa,No,Hobi & Hiburan,No
thanks barang udh sampe cepet bgd tp maaf blm coba barangnya dan blm sempat foto kurir juga oke thanks gan moga bermanfaat,thanks barang cepet bgd maaf coba barang foto kurir oke thanks gan moga manfaat,unknown,4,Tokopedia,Positive,Lainnya,No,Hobi & Hiburan,No
sdh tahun berlangganan memakai cat sablon ini hasil ajib seller nya juga ajib,tahun langgan pakai cat sablon hasil ajib seller ajib,unknown,5,Tokopedia,Positive,Lainnya,No,Lainnya,No
pengiriman cepat buku dalam kondisi baik,kirim cepat buku kondisi,unknown,5,Tokopedia,Positive,Lainnya,No,Hobi & Hiburan,No
barangnya bagus dan terlihat mewah designya juga keren pengiriman cepat dan di bungkus dengan rapi,barang bagus mewah designya keren kirim cepat bungkus rapi,unknown,5,Tokopedia,Positive,Bentuk,No,F&B,No
barang tidak pernah sampai malah disuruh ngambil sendiri ngga rekomen banget,barang suruh ngambil rekomen,unknown,1,Tokopedia,Negative,Lainnya,No,Hobi & Hiburan,No
pengiriman cepat harganya murah kualitas oke masih diplastik ini saya foto setelah dikeluarin dari plastik pembungkusnya kainnya lembut dan berukuran kecil jadi mudah dibawa ke mana mana,kirim cepat harga murah kualitas oke plastik foto dikeluarin plastik bungkus kain lembut ukur mudah bawa,unknown,5,Tokopedia,Positive,Bentuk,No,Elektronik,No
packing rapih aman makasih,packing rapih aman makasih,unknown,5,Tokopedia,Positive,Bentuk,No,Kesehatan & Kecantikan,No
brg sudah smpai dg aman peking rapi kualitas bahan sesuai harga,brg smpai dg aman peking rapi kualitas bahan sesuai harga,unknown,5,Tokopedia,Positive,Bentuk,No,Fashion,No
harga jauh lebih murah fast response ramah dan sangat recommended pastinya akan order disini lagi pertahankan ya kak the best,harga murah fast response ramah recommended pasti order tahan kak the best,unknown,5,Tokopedia,Positive,Harga,No,Hobi & Hiburan,No
exp dekat padahal udah beli banyak buat di jual lagi ini pengalaman klo harga miring mumer harus waspada,exp beli jual alami harga miring mumer waspada,unknown,1,Tokopedia,Negative,Harga,No,Kesehatan & Kecantikan,No
penjual kurang responsif saat diajukan pertanyaan tentang barang yg dikirim jd kecewa bngt ndak recomended sm penjual kyk gini saran bwt toko cari pegawai yang sikapnya enak dan responsif kepada pelanggan agar pelanggan merasa puas dan senang dengan pelayanan,jual responsif aju barang kirim jd kecewa bngt ndak recomended sm jual gin saran bwt toko cari pegawai sikap responsif langgan langgan puas senang layan,unknown,1,Tokopedia,Negative,Rasa,Yes,Elektronik,No
pelayanan buruk barang yang dikirim tidak enak jangan beli disini,layan buruk barang kirim beli,unknown,1,Tokopedia,Negative,Rasa,Yes,F&B,No
produk original dijamin termurah nyaman dipakai,produk original jamin murah nyaman pakai,unknown,5,Tokopedia,Positive,Bentuk,No,Hobi & Hiburan,No
beda dengan iklannya,beda iklan,unknown,1,Tokopedia,Negative,Lainnya,No,Perabotan,No
packing berantakan sungguh mengecewakan,packing beranta sungguh kecewa,unknown,1,Tokopedia,Negative,Lainnya,Yes,F&B,No
bahan terlalu tipis jahitan kurang kuat bs cpt sobek,bahan tipis jahit kuat bs cpt sobek,unknown,2,Tokopedia,Negative,Bentuk,No,Fashion,No
baru dipasang sdh tdk berfungsi,pasang fungsi,unknown,1,Tokopedia,Negative,Bentuk,No,Perabotan,No
produk ini chip di dalamnya didaur ulang dan dipasang kembali setelah menggiling kata kata aslinya pembeli harap perhatikan teman teman tolong beri perhatian khusus,produk chip dalam daur ulang pasang giling asli beli harap perhati teman teman tolong perhati,unknown,1,Tokopedia,Negative,Bentuk,No,Elektronik,No
jamnya berfungsi normal ukuran sesuai keren banget modelnya,jam fungsi normal ukur sesuai keren model,unknown,5,Tokopedia,Positive,Bentuk,No,Fashion,No
sama dengan spos cuci piring yg lain cuma lebih mahal aja,spos cuci piring mahal,unknown,2,Tokopedia,Negative,Harga,No,F&B,No
pembelian kedua puas dengan barangnya produk all in one suka sekali dengan produk ini recommended untuk anabul,beli puas barang produk all in one suka produk recommended anabul,unknown,5,Tokopedia,Positive,Lainnya,No,Perawatan Hewan,No
recommended seller udah order yg ke kali,recommended seller order,unknown,5,Tokopedia,Positive,Lainnya,No,Lainnya,No
seller ramah sabar jawab semua pertanyaan barang sampai tepat waktu mesin sudah dicoba dpt bekerja dgn baik semoga awet thanks,seller ramah sabar barang waktu mesin coba moga awet thanks,unknown,5,Tokopedia,Positive,Bentuk,No,Elektronik,No
ternyata tdk seampuh iklannya noda panci msh tetap ada,ampuh iklan noda panci,unknown,1,Tokopedia,Negative,Lainnya,No,F&B,No
barangnya sampai dgn selamat bonus pic pengirimannya aman capo plastik motif kayu bantalannya karet semoga awet,barang selamat bonus pic kirim aman capo plastik motif kayu bantal karet moga awet,unknown,4,Tokopedia,Positive,Bentuk,No,Hobi & Hiburan,No
terakhir chat sekaligus memastikan bilangnya merek gm bear yg akan dikirim ternyata kardusnya ajah yg merek gm bear tp isinya merek lain buck i barang datang ga sesuai kesepakatan ini mah bohong namanya,chat bilang merek gm bear kirim kardus ajah merek gm bear isi merek buck barang sesuai sepakat mah bohong nama,unknown,2,Tokopedia,Negative,Bentuk,Yes,F&B,No
kecewa keterangannya yard tapi yang datang yard,kecewa terang yard yard,unknown,1,Tokopedia,Negative,Lainnya,Yes,Perlengkapan Kantor,Yes
harga segini kurang worth it bahan tidak tebal ada yang lebih murah detail dan bahan lebih baik sorry,harga gin worth it bahan tebal murah detail bahan sorry,unknown,3,Tokopedia,Neutral,Harga,No,Hobi & Hiburan,No
pengemasannya seadanya lembukunya juga mudah patah cdnya gak diplastikin diselipin aja dibukunya semoga dapat dipebaki yah,emas ada lembukunya mudah patah cdnya diplastikin diselipin buku moga baki yah,unknown,3,Tokopedia,Neutral,Bentuk,No,Hobi & Hiburan,No
