Category,Product Name,Location,Price,Overall Rating,Number Sold,Total Review,Customer Rating,Customer Review,Sentiment,Emotion,Customer Review Clean
Men's Fashion,Kemeja Putih PNS / Baju Putih PNS - S,Jakarta Utara,74900,4.7,2964,932,2,"Respon cepat tp sayang tdk sesuai harapan. Ukuran S nya besar, kantong kiri-kanan terlalu bawah, tanda pangkat di pundak sebelah kiri tidak simetris/miring, sebelah kanan posisi kancing tdk pas sehingga melengkung. Kesannya yg menjahit asal-asalan. Tidak rekomendasi",Negative,Fear,respon cepat tp sayang tdk sesuai harapan ukuran s nya besar kantong kiri kanan terlalu bawah tanda pangkat di pundak sebelah kiri tidak simetris miring sebelah kanan posisi kancing tdk pas sehingga melengkung kesannya yg menjahit asal asalan tidak rekomendasi
Men's Fashion,"Leedoo Sepatu Sneakers Pria Import Running Shoes Young Lifestyle EE01 - Hitam, 41",Kota Tangerang,99000,4.6,3015,4639,3,"alas sepatu tipis, dipakai 2 bulan sudah aus. padahal make ny jarang. ??",Negative,Sadness,alas sepatu tipis dipakai bulan sudah aus padahal make ny jarang
Men's Fashion,sepatu safety caterpillar ori - 39,Kab. Bandung,116000,4.7,1057,509,2,warnanya ga sesuai photo di deskripsi warna sepatu di deskripsi aga' crem yang dateng abu2x gelap,Negative,Sadness,warnanya ga sesuai photo di deskripsi warna sepatu di deskripsi aga crem yang dateng abu2x gelap
Men's Fashion,sepatu safety caterpillar ori - 39,Kab. Bandung,116000,4.7,1057,509,2,baru di pake sekali udah robek sol nya,Negative,Sadness,baru di pake sekali udah robek sol nya
Men's Fashion,"Sepatu Karet PVC Anti Tembus Air Banjir Hujan AP BOOTS MOTO 3 MOTO3 - Hitam, 44",Kota Depok,100000,4.8,10100,4003,3,Sepatu nya sudah sampai..cuma tdk sesuai pesanan sy..seharus nya 40 (1)..41 (3) dan 42 (1) tapi dikasihnya 40 (2) dan 41 (3)..jdi ada yg ga muat dipakai nya...seharusny ada pemberitahuan dlu..lain kali lebih teliti lagi gan..klo untuk kwalitas nya bagus..hanya disayangkan masalah nomer nya aja..,Negative,Sadness,sepatu nya sudah sampai cuma tdk sesuai pesanan sy seharus nya dan tapi dikasihnya dan jdi ada yg ga muat dipakai nya seharusny ada pemberitahuan dlu lain kali lebih teliti lagi gan klo untuk kwalitas nya bagus hanya disayangkan masalah nomer nya aja
Men's Fashion,"Sepatu Karet PVC Anti Tembus Air Banjir Hujan AP BOOTS MOTO 3 MOTO3 - Hitam, 44",Kota Depok,100000,4.8,10100,4003,1,"bertanya 43, dijawab ready, dikirim 38, tuker ga boleh.. kecewa sangat",Negative,Sadness,bertanya dijawab ready dikirim tuker ga boleh kecewa sangat
Men's Fashion,"Sepatu Karet PVC Anti Tembus Air Banjir Hujan AP BOOTS MOTO 3 MOTO3 - Hitam, 44",Kota Depok,100000,4.8,10100,4003,3,bolong dikitt...lama lama bisa lebar nih..orderan kali ini yaa agak kecewa,Negative,Sadness,bolong dikitt lama lama bisa lebar nih orderan kali ini yaa agak kecewa
Men's Fashion,"Sepatu Boots AP Ultraflex Motor Outdoor Kebun Anti Air By AP Boots - Hijau, 40",Kota Depok,123000,4.9,1408,1057,2,Saya tulis ukuran yg di butuhkan 4 macam... yg saya terima ini hanya 1 macam... ngga bisa kita pake semua...,Negative,Sadness,saya tulis ukuran yg di butuhkan macam yg saya terima ini hanya macam ngga bisa kita pake semua
Men's Fashion,"Sepatu Boots AP Ultraflex Motor Outdoor Kebun Anti Air By AP Boots - Hijau, 40",Kota Depok,123000,4.9,1408,1057,3,"Mesan hijau dikasih abu abu, ukuran sama, apa gak baca pesanannya? Kalau memang gaada ya dijelaskan saja kn lebih enak?",Negative,Fear,mesan hijau dikasih abu abu ukuran sama apa gak baca pesanannya kalau memang gaada ya dijelaskan saja kn lebih enak
Men's Fashion,"Sepatu Boots AP Ultraflex Motor Outdoor Kebun Anti Air By AP Boots - Hijau, 40",Kota Depok,123000,4.9,1408,1057,3,Minta size 43 42 40 dikirim 42 semuanya tanpa ada konfirmasi dahulu,Negative,Sadness,minta size dikirim semuanya tanpa ada konfirmasi dahulu
Men's Fashion,"Sendal joemen Kulit Original Pria S35 - Coklat tua, 39",Kab. Mojokerto,65000,4.7,3156,2146,3,tolong diperhatikan barang yg akan dikirim layak/tidak..pesanan yg sy kirim sudah sesuai dari warna dan size tapi barangnya kusam seperti sendal bekas,Negative,Fear,tolong diperhatikan barang yg akan dikirim layak tidak pesanan yg sy kirim sudah sesuai dari warna dan size tapi barangnya kusam seperti sendal bekas
Men's Fashion,"Sendal joemen Kulit Original Pria S35 - Coklat tua, 39",Kab. Mojokerto,65000,4.7,3156,2146,3,"lumayan ,tapi kalau dipake jalan jauh suka lecet,,,pas jepit jempol dan kaki telunjuk terasa sakit",Negative,Sadness,lumayan tapi kalau dipake jalan jauh suka lecet pas jepit jempol dan kaki telunjuk terasa sakit
Men's Fashion,"Sendal joemen Kulit Original Pria S35 - Coklat tua, 39",Kab. Mojokerto,65000,4.7,3156,2146,1,"barang yg dikirim hrsnya di cek dulu, konsumen kan byr bukan gratis. masa paku rivert nya yg sebelah ada tutup penahannya. yg sebelahnya nggak ada tutup penahannya, jadi copotlah klo di pake. gimana sih...",Negative,Anger,barang yg dikirim hrsnya di cek dulu konsumen kan byr bukan gratis masa paku rivert nya yg sebelah ada tutup penahannya yg sebelahnya nggak ada tutup penahannya jadi copotlah klo di pake gimana sih
Men's Fashion,"Leedoo Sepatu Sneakers Pria Import Running Shoes Young Lifestyle EE01 - Hitam, 41",Kota Tangerang,99000,4.6,3015,4639,1,"satu lobang tali sepatunya besar sekali, seperti lobang di tusuk dua pulpen, sepatunya tidak di cek pada saat mau di kirim.",Negative,Sadness,satu lobang tali sepatunya besar sekali seperti lobang di tusuk dua pulpen sepatunya tidak di cek pada saat mau di kirim
Men's Fashion,"Leedoo Sepatu Sneakers Pria Import Running Shoes Young Lifestyle EE01 - Hitam, 41",Kota Tangerang,99000,4.6,3015,4639,1,"kecewa belinya asli, packing berantakan, kardus penyok, bawahnya udh kuning-kuning kaya bekas di pakai, kecewalah pokonya, tolonglah di bagusin..",Negative,Sadness,kecewa belinya asli packing berantakan kardus penyok bawahnya udh kuning kuning kaya bekas di pakai kecewalah pokonya tolonglah di bagusin
Men's Fashion,"Seragam Safari Baju Safari Setelan Safari Security Seragam Satpam - hitam panjang, S",Kab Bandung,145000,4.9,2462,509,3,"posisi kancing dan lubamg kancing tidak sejajar, jadi saat dikancing bajunya panjang sebelah dan bagian leher tidak rata",Negative,Sadness,posisi kancing dan lubamg kancing tidak sejajar jadi saat dikancing bajunya panjang sebelah dan bagian leher tidak rata
Men's Fashion,"Seragam Safari Baju Safari Setelan Safari Security Seragam Satpam - hitam panjang, S",Kab Bandung,145000,4.9,2462,509,1,Ganti bintang 5 jadi bintang 1 aja lah. Pelayanan sangat buruk. Sampe salah warna hal yg fatal sekali,Negative,Sadness,ganti bintang jadi bintang aja lah pelayanan sangat buruk sampe salah warna hal yg fatal sekali
Men's Fashion,"Kaos satpam security kerah tinggi seragam satpam baju satpam security - Coklat Polos, M",Kota Bandung,24000,4.9,1484,333,1,yg dipesan kerah tinggi..yg dtg pendek/biasa,Negative,Sadness,yg dipesan kerah tinggi yg dtg pendek biasa
Men's Fashion,"SEPATU PDL TNI AD | PDL TNI | PDL POLRI | PDL SECURITY - Hitam, 39",Kab. Malang,155000,4.8,921,396,3,"minta size 43 yg dikirim size 44, kebesaran gk bs saya pakai,bagaimna?",Negative,Fear,minta size yg dikirim size kebesaran gk bs saya pakai bagaimna
Men's Fashion,"SEPATU PDL TNI AD | PDL TNI | PDL POLRI | PDL SECURITY - Hitam, 40",Kab. Malang,155000,4.8,921,396,1,gk ada kotak sepatunya. Beli Sepatu harus nya ada kotak. Ini malah plastik kresek doang,Negative,Anger,gk ada kotak sepatunya beli sepatu harus nya ada kotak ini malah plastik kresek doang
Men's Fashion,Baju Seragam PGRI Kemeja Hem Katun Pria Batik PGRI Dinas PNS Panjang - S,Jakarta Utara,119900,4.8,525,259,2,Iklannya Seragam PGRI Kemeja Hem Katun Pria. Tp ternyata bahannya bukan katun... Smg ke depan deskripsi sama dg iklannya shg pelanggan tidak kecewa lo,Negative,Fear,iklannya seragam pgri kemeja hem katun pria tp ternyata bahannya bukan katun smg ke depan deskripsi sama dg iklannya shg pelanggan tidak kecewa lo
Men's Fashion,Baju Seragam PGRI Kemeja Hem Katun Pria Batik PGRI Dinas PNS Panjang - S,Jakarta Utara,119900,4.8,525,259,3,bahannya tipis dan jahitannya kurang rapi,Negative,Sadness,bahannya tipis dan jahitannya kurang rapi
Men's Fashion,"kemeja putih PNS pria baju PDH cowok - Putih, S",Jakarta Timur,93000,4.7,739,280,2,"Baru beli dan dibuka sudah ada noda hitam yg sangat terlihat untuk di kemeja putih, di cuci tidak bisa hilang",Negative,Sadness,baru beli dan dibuka sudah ada noda hitam yg sangat terlihat untuk di kemeja putih di cuci tidak bisa hilang
Men's Fashion,"kemeja putih PNS pria baju PDH cowok - Putih, S",Jakarta Timur,93000,4.7,739,280,2,"jahitannya banyak yg ga rapi, kain agak nerawang",Negative,Sadness,jahitannya banyak yg ga rapi kain agak nerawang
Men's Fashion,"kemeja putih PNS pria baju PDH cowok - Putih, S",Jakarta Timur,93000,4.7,739,280,1,"Kekecilan, ukuran tidak sesuai deskripsi",Negative,Sadness,kekecilan ukuran tidak sesuai deskripsi
Men's Fashion,"baju chef lengan panjang hitam kombinasi merah - Putih, S",Jakarta Barat,115000,4.8,141,24,3,"tidak dikemas dobel plastik seperti beli gorengan, dan jahitan ada yg tidak rapih.",Negative,Sadness,tidak dikemas dobel plastik seperti beli gorengan dan jahitan ada yg tidak rapih
Men's Fashion,Seragam PDL Security Satpam Model Terbaru - M,Kota Bandung,150000,4.8,723,146,1,pelayanan buruk tidak ada respon warna baju tdk sesuai di wa dan chat via toped gg ada respon beda jauh sama yg saya punya yg beli d toko ini,Negative,Sadness,pelayanan buruk tidak ada respon warna baju tdk sesuai di wa dan chat via toped gg ada respon beda jauh sama yg saya punya yg beli d toko ini
Women's Fashion,COMFEET - Kaos Kaki Mata Kaki / Ankle Socks Import Quality - White,Jakarta Utara,9500,4.9,7814,847,3,"Harganya terlalu mahal untuk kualitas setipis itu, tapi gpp deh semoga nanti lebih murah",Negative,Sadness,harganya terlalu mahal untuk kualitas setipis itu tapi gpp deh semoga nanti lebih murah
Women's Fashion,COMFEET - Kaos Kaki Mata Kaki / Ankle Socks Import Quality - White,Jakarta Utara,9500,4.9,7814,847,1,"Di kirimnya yg hidden, bukan yg semata kaki. Kecewa",Negative,Sadness,di kirimnya yg hidden bukan yg semata kaki kecewa
Women's Fashion,KK023 Kaos Kaki Pendek Japanese Cool Solid Line Wanita - GINGER,Jakarta Barat,6900,4.9,6464,970,3,bahannya kelihatan murah,Negative,Fear,bahannya kelihatan murah
Women's Fashion,Masker strap / Tali Masker / Aksesoris masker Korea - type Banding - 3.Red,Kota Bekasi,15000,4.9,18000,2924,3,minta yg biru di kasih toska,Negative,Sadness,minta yg biru di kasih toska
Women's Fashion,Masker strap / Tali Masker / Aksesoris masker Korea - type Banding - 3.Red,Kota Bekasi,15000,4.9,18000,2924,3,"Baru mau di pake, clipnya copot",Negative,Sadness,baru mau di pake clipnya copot
Women's Fashion,Masker strap / Tali Masker / Aksesoris masker Korea - type Banding - 3.Red,Kota Bekasi,15000,4.9,18000,2924,3,kan pesanan nya wrn yellow..yg dikirim graay sih hmmm,Negative,Fear,kan pesanan nya wrn yellow yg dikirim graay sih hmmm
Women's Fashion,Masker strap / Tali Masker / Aksesoris masker Korea - type Banding - 3.Red,Kota Bekasi,15000,4.9,18000,2924,2,"Saya pesan yg putih biasa, kenapa di kirim yg ini, tidak sesuai",Negative,Fear,saya pesan yg putih biasa kenapa di kirim yg ini tidak sesuai
Women's Fashion,Masker strap / Tali Masker / Aksesoris masker Korea - type Banding - 3.Red,Kota Bekasi,15000,4.9,18000,2924,1,barang dikirim tidak sesuai jumlah pesanan,Negative,Sadness,barang dikirim tidak sesuai jumlah pesanan
Women's Fashion,Masker strap / Tali Masker / Aksesoris masker Korea - type Banding - 3.Red,Kota Bekasi,15000,4.9,18000,2924,1,"gak sesuai ekspektasi, ternyata di ol shop lain harga jauh banget lebih murah",Negative,Sadness,gak sesuai ekspektasi ternyata di ol shop lain harga jauh banget lebih murah
Women's Fashion,Masker strap / Tali Masker / Aksesoris masker Korea - type Banding - 3.Red,Kota Bekasi,15000,4.9,18000,2924,1,"Baru diple, ps mau buka, cantelannya patah",Negative,Sadness,baru diple ps mau buka cantelannya patah
Women's Fashion,Ikat Pinggang Wanita Elastis Fashion Gasper Sabuk Karet - #10,Jakarta Barat,75000,4.9,1746,689,1,Pesan 3 yang sampai 2. Semoga berkah deh yg curangin,Negative,Anger,pesan yang sampai semoga berkah deh yg curangin
Women's Fashion,"Nathalie Kaos Dalam Tanktop Wanita Camisol 1 PCS Color NTA 428 - Hitam, L",Jakarta Barat,34900,4.9,5575,2245,3,ukuran tidak sesuai,Negative,Sadness,ukuran tidak sesuai
Women's Fashion,"Nathalie Kaos Dalam Tanktop Wanita Camisol 1 PCS Color NTA 428 - Hitam, L",Jakarta Barat,34900,4.9,5575,2245,3,"Barang -1, chat no resp",Negative,Fear,barang chat no resp
Women's Fashion,"Nathalie Kaos Dalam Tanktop Wanita Camisol 1 PCS Color NTA 428 - Hitam, L",Jakarta Barat,34900,4.9,5575,2245,3,warna tidak sesuai pesenan,Negative,Sadness,warna tidak sesuai pesenan
Women's Fashion,"Nathalie Kaos Dalam Tanktop Wanita Camisol 1 PCS Color NTA 428 - Hitam, L",Jakarta Barat,34900,4.9,5575,2245,3,"Ga sesuai expetasi, lebih mirip singlet drpd tanktop, beli putih 2, hitam 2 yg dikirim hitam semua pdhal sblm order sdh tanya saat cekout jg yg dipilih hitam, putih, packing rapi , pengiriman agak lama , penjual responsif",Negative,Sadness,ga sesuai expetasi lebih mirip singlet drpd tanktop beli putih hitam yg dikirim hitam semua pdhal sblm order sdh tanya saat cekout jg yg dipilih hitam putih packing rapi pengiriman agak lama penjual responsif
Women's Fashion,"Nathalie Kaos Dalam Tanktop Wanita Camisol 1 PCS Color NTA 428 - Hitam, L",Jakarta Barat,34900,4.9,5575,2245,3,kurang sesuai ekspetasi,Negative,Sadness,kurang sesuai ekspetasi
Women's Fashion,"Nathalie Kaos Dalam Tanktop Wanita Camisol 1 PCS Color NTA 428 - Hitam, L",Jakarta Barat,34900,4.9,5575,2245,2,Pengiriman lama sekali. Respon penjual jg lambat,Negative,Sadness,pengiriman lama sekali respon penjual jg lambat
Women's Fashion,"Nathalie Kaos Dalam Tanktop Wanita Camisol 1 PCS Color NTA 428 - Hitam, L",Jakarta Barat,34900,4.9,5575,2245,2,Bahan bukan katun asli,Negative,Sadness,bahan bukan katun asli
Women's Fashion,Daster Polos Ruffle / Daster remple Rayon - Mint,Kota Bekasi,35000,4.9,6458,1864,3,Bahannya luntur & agak lebih tipis dari yg tempat lain.,Negative,Sadness,bahannya luntur agak lebih tipis dari yg tempat lain
Women's Fashion,Daster Polos Ruffle / Daster remple Rayon - Mint,Kota Bekasi,35000,4.9,6458,1864,3,barang asli nya tak seindah yg difoto:(,Negative,Sadness,barang asli nya tak seindah yg difoto
Women's Fashion,Daster Polos Ruffle / Daster remple Rayon - Mint,Kota Bekasi,35000,4.9,6458,1864,2,bahan terlalu tipis.. jahitan kurang kuat.. bs cpt sobek..,Negative,Sadness,bahan terlalu tipis jahitan kurang kuat bs cpt sobek
Women's Fashion,Daster Polos Ruffle / Daster remple Rayon - Mint,Kota Bekasi,35000,4.9,6458,1864,2,ini jg sy tdk rekomend krn body sy tinggi jd klu dpke pendek sy gak nyaman & klu berkeringat itu basah banget spt disiram air ini mungkin krn bahanya yg sutra jpg..oy tangannya jg pendek bingit...maaf y,Negative,Fear,ini jg sy tdk rekomend krn body sy tinggi jd klu dpke pendek sy gak nyaman klu berkeringat itu basah banget spt disiram air ini mungkin krn bahanya yg sutra jpg oy tangannya jg pendek bingit maaf y
Women's Fashion,Daster Polos Ruffle / Daster remple Rayon - Mint,Kota Bekasi,35000,4.9,6458,1864,1,kurang bagus..kurang pas sama fotonya,Negative,Sadness,kurang bagus kurang pas sama fotonya
Women's Fashion,Daster Polos Ruffle / Daster remple Rayon - Mint,Kota Bekasi,35000,4.9,6458,1864,1,parah amat..d kirimnya baju bekas. klo mau jualan yg bener bu,Negative,Anger,parah amat d kirimnya baju bekas klo mau jualan yg bener bu
Women's Fashion,Kain Jarik Batik Idola kain batu halus idola super - batik klasik,Kab. Klaten,22000,4.6,9882,1188,3,"kain jarik nya tipiiis banget... kalo untk acara resmi lebih baik cari yang lain aja, ada harga emang ada kwalitas",Negative,Fear,kain jarik nya tipiiis banget kalo untk acara resmi lebih baik cari yang lain aja ada harga emang ada kwalitas
Women's Fashion,Kain Jarik Batik Idola kain batu halus idola super - batik klasik,Kab. Klaten,22000,4.6,9882,1188,3,"Untuk kain jarik batik agak kecewa sih.saya pesen yang warna tapi dikasih yang klasik ... Bahan agak kasar , dan tidak panjang kainnya . Memang sih sesuai harga !!! Tapi yasudah gpp . Thanks",Negative,Sadness,untuk kain jarik batik agak kecewa sih saya pesen yang warna tapi dikasih yang klasik bahan agak kasar dan tidak panjang kainnya memang sih sesuai harga tapi yasudah gpp thanks
Women's Fashion,Kain Jarik Batik Idola kain batu halus idola super - batik klasik,Kab. Klaten,22000,4.6,9882,1188,2,ternyata kainnya kasar bgt..dan.tidak.menyerap.keringat.,Negative,Sadness,ternyata kainnya kasar bgt dan tidak menyerap keringat
Women's Fashion,Kain Jarik Batik Idola kain batu halus idola super - batik klasik,Kab. Klaten,22000,4.6,9882,1188,1,"ibarat bli kcing dlm karung, kainya tipis kyak kulit bwang trus nerawang bnget, pokok nya gk bgus bngt kcewa .??????",Negative,Sadness,ibarat bli kcing dlm karung kainya tipis kyak kulit bwang trus nerawang bnget pokok nya gk bgus bngt kcewa
Women's Fashion,"Clouwny - clouwny chinos pants katun strech dan fit di kaki - Taupe, All Size",Jakarta Barat,350000,4.8,1252,523,3,"Ini Pembelian ke2, sblmnya sdh beli yg army, suka bgt, makanya beli lg yg light grey, ternyata size nya beda sm yg army pdhl pilihnya jg all size, yg grey stlh dipake br sadar ada jahitan tdk rapi spt itu ??. Perlu ditingkatkan lg bagian QC nya nii",Negative,Fear,ini pembelian ke2 sblmnya sdh beli yg army suka bgt makanya beli lg yg light grey ternyata size nya beda sm yg army pdhl pilihnya jg all size yg grey stlh dipake br sadar ada jahitan tdk rapi spt itu perlu ditingkatkan lg bagian qc nya nii
Women's Fashion,"Clouwny - clouwny chinos pants katun strech dan fit di kaki - Taupe, All Size",Jakarta Barat,350000,4.8,1252,523,3,Menurut saya barangnha kurang bagus. Sorry banget ya biasa belanja disini barangnya bagus bngt tp untuk ini kurang. Celana ini sering banget aku pake karena enak dan nyaman dan seminggu aku cuci 1x tapi bahannya jadi jelek. Gampang robek dan jadi kayak digambar ini,Negative,Fear,menurut saya barangnha kurang bagus sorry banget ya biasa belanja disini barangnya bagus bngt tp untuk ini kurang celana ini sering banget aku pake karena enak dan nyaman dan seminggu aku cuci 1x tapi bahannya jadi jelek gampang robek dan jadi kayak digambar ini
Women's Fashion,"Clouwny - clouwny chinos pants katun strech dan fit di kaki - Taupe, All Size",Jakarta Barat,350000,4.8,1252,523,3,Kualitas produk kurang memuaskan,Negative,Sadness,kualitas produk kurang memuaskan
Women's Fashion,"Clouwny - clouwny chinos pants katun strech dan fit di kaki - Taupe, All Size",Jakarta Barat,350000,4.8,1252,523,2,Bahannya beda dari orderan yg warna coklat dan baru di pakai sekali langsung robek,Negative,Sadness,bahannya beda dari orderan yg warna coklat dan baru di pakai sekali langsung robek
Women's Fashion,"Clouwny - clouwny chinos pants katun strech dan fit di kaki - Taupe, All Size",Jakarta Barat,350000,4.8,1252,523,2,"bru dipake 2x, udh robek sana sini. trus kek keluar karet2 warna kuning gituu.. ngga lagi deh ??",Negative,Fear,bru dipake 2x udh robek sana sini trus kek keluar karet2 warna kuning gituu ngga lagi deh
Women's Fashion,jam tangan wanita BIDEN mode bisnis 3ATM Tahan Air wanita Mewah Kasual - Putih,Jakarta Utara,480000,4.9,803,566,1,komplain krn jam di setting masi tidak menyala jawaban dr admin hanya ok,Negative,Fear,komplain krn jam di setting masi tidak menyala jawaban dr admin hanya ok
Women's Fashion,jam tangan wanita BIDEN mode bisnis 3ATM Tahan Air wanita Mewah Kasual - Putih,Jakarta Utara,480000,4.9,803,566,1,"barang tidak sesuai gambar,mengecewakan",Negative,Sadness,barang tidak sesuai gambar mengecewakan
Women's Fashion,jam tangan wanita BIDEN mode bisnis 3ATM Tahan Air wanita Mewah Kasual - Putih,Jakarta Utara,480000,4.9,803,566,1,kecewa.. beli nya 3 pcs tetapi yang datang hanya 2 pcs,Negative,Sadness,kecewa beli nya pcs tetapi yang datang hanya pcs
Women's Fashion,"PVN Kara Sepatu Sneakers Wanita Sport Shoes Candy Pink White Blue 372 - Candy, 39",Jakarta Pusat,499900,4.9,1674,1127,3,"salah kirim, bisa sih diselesaikan baik-baik, tapi males aja.",Negative,Sadness,salah kirim bisa sih diselesaikan baik baik tapi males aja
Women's Fashion,"PVN Kara Sepatu Sneakers Wanita Sport Shoes Candy Pink White Blue 372 - Candy, 40",Jakarta Pusat,499900,4.9,1674,1127,3,"warna nya cantik, tp potongannya ga rapi. jd sperti barang reject gtu, maaf ya. tp sy ga puas sih dg barang ini",Negative,Sadness,warna nya cantik tp potongannya ga rapi jd sperti barang reject gtu maaf ya tp sy ga puas sih dg barang ini
Women's Fashion,"PVN Kara Sepatu Sneakers Wanita Sport Shoes Candy Pink White Blue 372 - Candy, 41",Jakarta Pusat,499900,4.9,1674,1127,2,"Waktu itu beli di e-commerce sebelah bagus banget, jahitannya rapi. Tapi kenapa pas beli di sini jahitannya nggak rapi. Kayak buru2 buatnya ??, serius sih agak kecewa. Padahal udah excited banget. Semoga pas mau beli lagi nggak kayak gini ya ??",Negative,Sadness,waktu itu beli di e commerce sebelah bagus banget jahitannya rapi tapi kenapa pas beli di sini jahitannya nggak rapi kayak buru2 buatnya serius sih agak kecewa padahal udah excited banget semoga pas mau beli lagi nggak kayak gini ya
Women's Fashion,"PVN Kara Sepatu Sneakers Wanita Sport Shoes Candy Pink White Blue 372 - Candy, 42",Jakarta Pusat,499900,4.9,1674,1127,2,"gimana bisa miring begitu? plus udh di wanti2 alamat kirim kantor tutup jam 5 terus libur akhir tahun. udh ditanya udh konfirmasi katanya bisa sblm jam 5 sampe pake sameday. ini nyampe nya jam 8 malem, gw nungguin di warkop depan kantor yg udh gelap. tolonglah kalo udh di notice gitu pilih sameday grab/gojek jgn pake anteraja yg transit sana transit sini. kalo emg ga bisa ga usah diiyakan pas nanya jam 5 sampe apa enggak. kecewa",Negative,Fear,gimana bisa miring begitu plus udh di wanti2 alamat kirim kantor tutup jam terus libur akhir tahun udh ditanya udh konfirmasi katanya bisa sblm jam sampe pake sameday ini nyampe nya jam malem gw nungguin di warkop depan kantor yg udh gelap tolonglah kalo udh di notice gitu pilih sameday grab gojek jgn pake anteraja yg transit sana transit sini kalo emg ga bisa ga usah diiyakan pas nanya jam sampe apa enggak kecewa
Women's Fashion,"PVN Kara Sepatu Sneakers Wanita Sport Shoes Candy Pink White Blue 372 - Candy, 43",Jakarta Pusat,499900,4.9,1674,1127,2,ukurannya tidak sesuai harapan,Negative,Sadness,ukurannya tidak sesuai harapan
Women's Fashion,"PVN Kara Sepatu Sneakers Wanita Sport Shoes Candy Pink White Blue 372 - Candy, 44",Jakarta Pusat,499900,4.9,1674,1127,1,"Saya membeli 2 sepatu yang sama dengan ukuran berbeda. Yang dikirim adalah sepatu no 42 dan 41. Pengajuan klaim adalah PENUKARAN. Namun malahan yang diterima uang. Ini benar-benar merugikan pelanggan. Sekalipun saya dapat order kembali, namun ada biaya ongkir yang harus ditanggung. Kualitas sepatu no 42 pun tidak prima. Daerah tongue jahitannya loncat. PENGALAMAN INI BENAR-BENAR MENGECEWAKAN.",Negative,Anger,saya membeli sepatu yang sama dengan ukuran berbeda yang dikirim adalah sepatu no dan pengajuan klaim adalah penukaran namun malahan yang diterima uang ini benar benar merugikan pelanggan sekalipun saya dapat order kembali namun ada biaya ongkir yang harus ditanggung kualitas sepatu no pun tidak prima daerah tongue jahitannya loncat pengalaman ini benar benar mengecewakan
Women's Fashion,"PVN Kara Sepatu Sneakers Wanita Sport Shoes Candy Pink White Blue 372 - Candy, 45",Jakarta Pusat,499900,4.9,1674,1127,1,"Boleh murah tp jangan murahan. Produk masih banyak reject nya. Jahitan berantakan, sol banyak longgar dan tidak rapih. Pengiriman pun di reschedule di pending se suka hati penjual tanpa memberikan alasan sebab yg jelas. Packaging tidak rapih. Anehnya foto tidak bisa di upload",Negative,Fear,boleh murah tp jangan murahan produk masih banyak reject nya jahitan berantakan sol banyak longgar dan tidak rapih pengiriman pun di reschedule di pending se suka hati penjual tanpa memberikan alasan sebab yg jelas packaging tidak rapih anehnya foto tidak bisa di upload
Women's Fashion,VONA Dompet Wanita Lipat Dua Panjang Bahan Kulit Sintetis - MOZA - Navy,Jakarta Selatan,275000,4.8,809,518,3,"Gak rapih bgt dalemnya, kayak gak di QC atau ntah karena diskon jadi barang yang agak rusak. Cukup kecewa sih",Negative,Sadness,gak rapih bgt dalemnya kayak gak di qc atau ntah karena diskon jadi barang yang agak rusak cukup kecewa sih
Women's Fashion,VONA Dompet Wanita Lipat Dua Panjang Bahan Kulit Sintetis - MOZA - Navy,Jakarta Selatan,275000,4.8,809,518,3,Tampak luar ok cuma resletingnya ga bisa dibuka. gerigi resletingnya sudah rusak 1,Negative,Sadness,tampak luar ok cuma resletingnya ga bisa dibuka gerigi resletingnya sudah rusak
Women's Fashion,MINI Mochi Bag ( P 24 x T 18 ) - rose pearl,Kab. Bekasi,200000,5.0,3176,1191,2,"kecewa nih beda bentuknya sama yg mini mochi produksi sebelumnya, jd sempit n kurang cantik yg baru",Negative,Sadness,kecewa nih beda bentuknya sama yg mini mochi produksi sebelumnya jd sempit n kurang cantik yg baru
Women's Fashion,MINI Mochi Bag ( P 24 x T 18 ) - rose pearl,Kab. Bekasi,200000,5.0,3176,1191,3,"tasnya bagus, ringan dan elegan. tapi sayang, dateng2 pas dibuka jahitan sebelah kanan sudah pada copot jdi lgsg saya bawa ke permak tas??",Negative,Sadness,tasnya bagus ringan dan elegan tapi sayang dateng2 pas dibuka jahitan sebelah kanan sudah pada copot jdi lgsg saya bawa ke permak tas
Women's Fashion,tas selempang wanita shouder bag waterproof import nylon Import Nj2 - VIOLET,Jakarta Barat,59000,4.8,7424,1777,1,Bahanya jelek harganya sdh mahal,Negative,Anger,bahanya jelek harganya sdh mahal
Women's Fashion,tas selempang wanita shouder bag waterproof import nylon Import Nj2 - VIOLET,Jakarta Barat,59000,4.8,7424,1777,3,barangnya jelek cepet rusak baru pake sehari talinya sudah mau lepas,Negative,Anger,barangnya jelek cepet rusak baru pake sehari talinya sudah mau lepas
Women's Fashion,CD01 Celana Dalam CD Wanita Seemless 3D Japanese Style Honeycomb - grey,Jakarta Barat,9500,4.8,14100,1735,3,tidak sesuai gambar,Negative,Sadness,tidak sesuai gambar
Women's Fashion,CD01 Celana Dalam CD Wanita Seemless 3D Japanese Style Honeycomb - grey,Jakarta Barat,9500,4.8,14100,1735,3,"bahannya jujur kurang puas,warna sih oklah",Negative,Sadness,bahannya jujur kurang puas warna sih oklah
