Review_Text,Review_Date,Rating_Score,Platform_Source,Sentiment_Label,Review_Aspect,Crisis_Flag,Business_Category,Is_Sarcasm,Review_Text_Preprocessed
Makanannya enak pelayanannya juga ramah pokoknya top deh 😍🥰🤗 …,9 bulan lalu,5,Google Maps,Positive,Rasa,No,F&B,No,makan layan ramah pokok top
Baik bersih makasih mas bonil,sebulan lalu,5,Google Maps,Positive,Lainnya,No,F&B,No,bersih makasih mas bonil
tidak ada yang menulis,setahun lalu,5,Google Maps,Positive,Lainnya,No,F&B,No,tulis
"Paling enak makan di sini, parkir luas, masakan ny nikmat, pelayanan ny memuaskan",3 tahun lalu,5,Google Maps,Positive,Rasa,No,F&B,No,makan parkir luas masakan ny nikmat layan ny muas
Makanan sama sprti mang engking lain nya...enak tempat santai dgn family juga enak,2 tahun lalu,4,Google Maps,Positive,Rasa,No,F&B,No,makan sprti mang engking santai family
Bagus tempat nya.. cocok bawa keluarga utk tempat bermain anak juga ada,9 bulan lalu,4,Google Maps,Positive,Lainnya,No,F&B,No,bagus cocok bawa keluarga main anak
Terima kasih banyak!! Sangat bagus,3 bulan lalu,5,Google Maps,Positive,Lainnya,No,F&B,No,terima kasih bagus
"Makanan enak, tempat nyaman, bersih, pelayanan ramah, cepat.",4 bulan lalu,5,Google Maps,Positive,Rasa,No,F&B,No,makan nyaman bersih layan ramah cepat
"Enak, bersih, nyaman, staff ramah",2 bulan lalu,5,Google Maps,Positive,Rasa,No,F&B,No,bersih nyaman staff ramah
"Untuk tempatnya sangat nyaman, makanannya fresh dan pelayan mas kurnia sangat baik",3 bulan lalu,5,Google Maps,Positive,Bentuk,No,F&B,No,tempat nyaman makan fresh layan mas kurnia
"Pilihan makanannya banyak, suasananya menyenangkan",9 bulan lalu,5,Google Maps,Positive,Lainnya,No,F&B,No,pilih makan suasana senang
"makanannya enak, penyajiannya cepat, pelayanan maya rere sangat baik",2 bulan lalu,5,Google Maps,Positive,Rasa,No,F&B,No,makan saji cepat layan maya rere
"good service, good food, fast respond",7 bulan lalu,4,Google Maps,Positive,Lainnya,No,F&B,No,good service good food fast respond
"Makannya enak,pelayanannya Rahmah",setahun lalu,5,Google Maps,Positive,Rasa,No,F&B,No,makan layan rahmah
Seafoodnya fresh dan enak semua! Mbak maya and all Staff resto ramah juga. Love!l,3 bulan lalu,5,Google Maps,Positive,Rasa,No,F&B,No,seafoodnya fresh mbak maya all staff resto ramah love
Nama Kevin sangat ramah dan baik hati.,setahun lalu,5,Google Maps,Positive,Lainnya,No,F&B,No,nama kevin ramah hati
Makanannya enak dan pelayanannya bagus,5 bulan lalu,5,Google Maps,Positive,Rasa,No,F&B,No,makan layan bagus
"Makanan enak,sambel nya enak,tempat nyaman,pelayanan maya bagus",3 bulan lalu,5,Google Maps,Positive,Rasa,No,F&B,No,makan sambel nyaman layan maya bagus
"Makanannya enak banget, pelayanannya jg ok ,mas yusuf susanto",3 bulan lalu,5,Google Maps,Positive,Rasa,No,F&B,No,makan banget layan jg ok mas yusuf susanto
Seru kalau buat nongkrong rame rame,2 bulan lalu,5,Google Maps,Positive,Lainnya,No,F&B,No,seru nongkrong rame rame
Nyaman dan Imut,3 bulan lalu,5,Google Maps,Positive,Bentuk,No,F&B,No,nyaman imut
pelayanan sangatt ramah tmptt ny nyaman full service bingittt🥰🙏🏻❤️ …,4 bulan lalu,5,Google Maps,Positive,Bentuk,No,F&B,No,layan sangatt ramah tmptt ny nyaman full service bingittt
"Makanan enak , pelayanannya ramah mas Bambangnya . Tempatnya bagus",9 bulan lalu,5,Google Maps,Positive,Rasa,No,F&B,No,makan layan ramah mas bambang tempat bagus
Enak semua seafood fresh Pelayanan nya good Maya Tempat nyaman,2 bulan lalu,5,Google Maps,Positive,Rasa,No,F&B,No,seafood fresh layan good maya nyaman
"Makanannya enak semuaa, vibesnya adem kena angin sepoi2, recommended!",setahun lalu,5,Google Maps,Positive,Rasa,No,F&B,No,makan semuaa vibesnya adem angin sepoi2 recommended
Asik pelayanan ga terlalu lama,setahun lalu,5,Google Maps,Positive,Lainnya,No,F&B,No,asik layan
overall enak tp ayamnya agak bau sedikit di nasi goreng kampung,3 bulan lalu,4,Google Maps,Positive,Rasa,No,F&B,No,overall ayam bau nasi goreng kampung
"pelayanan ramah, makanan enak",8 bulan lalu,5,Google Maps,Positive,Rasa,No,F&B,No,layan ramah makan
tempatnya oke banget tpi makanannya biasa aja.,10 bulan lalu,3,Google Maps,Neutral,Lainnya,No,F&B,No,tempat oke banget tpi makan
Saya paling suka kerapu asam manis....enaaakk banget..,10 bulan lalu,5,Google Maps,Positive,Rasa,No,F&B,No,suka kerapu asam manis enaaakk banget
"To : pak Hamdan, utk makanan nya enak... Pelayanannya jg tambah baik...",3 bulan lalu,5,Google Maps,Positive,Rasa,No,F&B,No,to hamdan makan layan jg
Makanan enak mantap pelayanan maya murah senyum ramah,3 bulan lalu,5,Google Maps,Positive,Rasa,No,F&B,No,makan mantap layan maya murah senyum ramah
The besr.. Seruuu rasanya luar biasa . Pelayanan om yusup best,2 bulan lalu,5,Google Maps,Positive,Rasa,No,F&B,No,besr seruuu layan om yusup best
Saudara Ade baik-baik saja.,setahun lalu,5,Google Maps,Positive,Lainnya,No,F&B,No,saudara ade
makanan nya enak dan pelayanan nya cepat,4 hari lalu,5,Google Maps,Positive,Rasa,No,F&B,No,makan layan cepat
"Gadis Issa luar biasa pelayanan excellent Cozy place, recommended..",2 bulan lalu,5,Google Maps,Positive,Lainnya,No,F&B,No,gadis issa layan excellent cozy place recommended
Always favourite in here nice food n than tq for service Kak sarahh best,2 bulan lalu,5,Google Maps,Positive,Lainnya,No,F&B,No,always favourite in here nice food than tq for service kak sarahh best
"tempat nya bersih, cocok untuk makan bareng pasangan, keluarga.",6 bulan lalu,5,Google Maps,Positive,Lainnya,No,F&B,No,bersih cocok makan bareng pasang keluarga
Makanan enak dan cepat diantar.,7 bulan lalu,4,Google Maps,Positive,Rasa,No,F&B,No,makan cepat antar
"Tempat nya nyaman,makanan enaaak.. Bisa nih balik lagi..",3 bulan lalu,5,Google Maps,Positive,Bentuk,No,F&B,No,nyaman makan enaaak
Suasana enak tempatnya luas makanan enak. Pelayanan maya,2 bulan lalu,5,Google Maps,Positive,Rasa,No,F&B,No,suasana tempat luas makan layan maya
"Tempatnya nyaman, makanan dan pelayanannya mantul👍🥳🥳🥳 …",3 bulan lalu,5,Google Maps,Positive,Bentuk,No,F&B,No,tempat nyaman makan layan mantul
"Pelayan nya ramah, apalagi mas iman, tmptnya pw parahhhhh🌸 …",setahun lalu,5,Google Maps,Positive,Lainnya,No,F&B,No,layan ramah mas iman tmptnya pw parahhhhh
"Rekomendasi untuk makan, pelayanannya bagus makananya mantap",4 bulan lalu,5,Google Maps,Positive,Rasa,No,F&B,No,rekomendasi makan layan bagus makananya mantap
Good places - mas Majid,setahun lalu,5,Google Maps,Positive,Lainnya,No,F&B,No,good places mas majid
Makanan nya enak enak cocok untuk keluarga.,2 bulan lalu,5,Google Maps,Positive,Rasa,No,F&B,No,makan cocok keluarga
"Makanan enak, tempat nyaman pelayanan mas zusup susanto",3 bulan lalu,5,Google Maps,Positive,Rasa,No,F&B,No,makan nyaman layan mas zusup susanto
#gita Makanannya enak bangett.. tempatnya nyamaan. pelayanan nya baik. worth it🤩 …,3 bulan lalu,5,Google Maps,Positive,Rasa,No,F&B,No,gita makan bangett tempat nyamaan layan worth it
Pelayanan ramah dan cepat.. buka 24 jam is a plus,3 bulan lalu,5,Google Maps,Positive,Lainnya,No,F&B,No,layan ramah cepat buka jam plus
mas yusuf susanto masakannya : selalu best suasana : tenang dan warm,3 bulan lalu,5,Google Maps,Positive,Lainnya,No,F&B,No,mas yusuf susanto masakan best suasana tenang warm
pelayanan bagus makanan enak dibantu oleh yuzup susanto,3 bulan lalu,5,Google Maps,Positive,Rasa,No,F&B,No,layan bagus makan bantu yuzup susanto
Barusan makan siang disini. Untuk pelayanan dan makanannya enak mas yusuf susanto,3 bulan lalu,5,Google Maps,Positive,Rasa,No,F&B,No,barusan makan siang layan makan mas yusuf susanto
matcha nya enak service nya juga oke bang septian,7 bulan lalu,5,Google Maps,Positive,Rasa,No,F&B,No,matcha service oke bang septian
Menu sambalnya beragam.. citarasa enak. Cocok buat penggemar sambal.,6 bulan lalu,5,Google Maps,Positive,Rasa,No,F&B,No,menu sambal agam citarasa cocok gemar sambal
"Makanan mantap, pelayanan jos. Terimakasih kak Maya n Rere",3 bulan lalu,5,Google Maps,Positive,Rasa,No,F&B,No,makan mantap layan jos terimakasih kak maya rere
"tempatnya enak, staff nya ramah",3 bulan lalu,5,Google Maps,Positive,Rasa,No,F&B,No,tempat staff ramah
"Makanan enak, waktu serving cepat, tempat nyaman. Pelayan: mas kurnia",3 bulan lalu,5,Google Maps,Positive,Rasa,No,F&B,No,makan waktu serving cepat nyaman layan mas kurnia
mantap semuanya fresh dan enakkk,4 bulan lalu,5,Google Maps,Positive,Rasa,No,F&B,No,mantap fresh enakkk
"Makanannya enak, segar, pelayanan Lelanya ramah, baik.",setahun lalu,5,Google Maps,Positive,Rasa,No,F&B,No,makan segar layan lela ramah
"Tempat makan nyaman, makanan enak dan tempat bersih. Pelayanan okee",2 bulan lalu,5,Google Maps,Positive,Rasa,No,F&B,No,makan nyaman makan bersih layan okee
Tempat ternyaman untuk makan di jatisampurna,setahun lalu,5,Google Maps,Positive,Bentuk,No,F&B,No,nyaman makan jatisampurna
"makanannya enak, es telernya the best!!! apalagi viewnya bagus sekali",11 bulan lalu,5,Google Maps,Positive,Rasa,No,F&B,No,makan es teler best viewnya bagus
ratus,7 bulan lalu,5,Google Maps,Positive,Lainnya,No,F&B,No,ratus
Tempatnya strategis dan cocok banget buat destinasi kuliner keluarga,4 bulan lalu,4,Google Maps,Positive,Lainnya,No,F&B,No,tempat strategis cocok banget destinasi kuliner keluarga
"pelayanan nya ramah , tempatnya bersih view nya langsung danau",2 bulan lalu,5,Google Maps,Positive,Lainnya,No,F&B,No,layan ramah tempat bersih view danau
"tempatnya bagus,rasa masakannya enak,pelayanan cepat",2 tahun lalu,5,Google Maps,Positive,Rasa,No,F&B,No,tempat bagus masakan layan cepat
"Makanan nya enak, minumannya variatif dan pelayanannya cepat dan ramah",9 bulan lalu,5,Google Maps,Positive,Rasa,No,F&B,No,makan minum variatif layan cepat ramah
Sambel teri enak banget.,3 tahun lalu,3,Google Maps,Neutral,Rasa,No,F&B,No,sambel teri banget
"Tempat top ok, makanan enk dan menyajikan nya cepat",setahun lalu,5,Google Maps,Positive,Lainnya,No,F&B,No,top ok makan enk saji cepat
Suasana bagus pelayanan ramah juga gercep makasih mas iman atas pelayanannya,setahun lalu,5,Google Maps,Positive,Lainnya,No,F&B,No,suasana bagus layan ramah gercep makasih mas iman layan
Semua menu enak enak,4 bulan lalu,5,Google Maps,Positive,Rasa,No,F&B,No,menu
"Tempat nya oke, makanan enak, rekomended buat kumpul keluarga",4 bulan lalu,5,Google Maps,Positive,Rasa,No,F&B,No,oke makan rekomended kumpul keluarga
Sangat menyenangkan,setahun lalu,5,Google Maps,Positive,Lainnya,No,F&B,No,senang
"makanan sangat cepatt,pelayanan mba maya ramah",4 bulan lalu,5,Google Maps,Positive,Lainnya,No,F&B,No,makan cepatt layan mba maya ramah
"Makanan nya enak, pelayanan bagus",6 bulan lalu,4,Google Maps,Positive,Rasa,No,F&B,No,makan layan bagus
"Value for money, upbeat attitude of staffs",setahun lalu,5,Google Maps,Positive,Lainnya,No,F&B,No,value for money upbeat attitude of staffs
"tempatnya nyaman,ruahgan nya juga dingin banget",setahun lalu,5,Google Maps,Positive,Bentuk,No,F&B,No,tempat nyaman ruahgan dingin banget
"Makanannya sangat enak, pelayanan dan suasananya sangat bagus. Rekomended sekali!",2 bulan lalu,5,Google Maps,Positive,Rasa,No,F&B,No,makan layan suasana bagus rekomended
makanannya enak mba maya bagus,3 bulan lalu,5,Google Maps,Positive,Rasa,No,F&B,No,makan mba maya bagus
Makanan nya enak pelayanannya bagusssss,3 bulan lalu,5,Google Maps,Positive,Rasa,No,F&B,No,makan layan bagusssss
Makanannya enak bangett Pelayannya ramah Dibantu dengan ka maya,2 bulan lalu,5,Google Maps,Positive,Rasa,No,F&B,No,makan bangett layan ramah bantu ka maya
"suasana nya bagus, pelayanannya ramah dan makanannya enak",3 bulan lalu,5,Google Maps,Positive,Rasa,No,F&B,No,suasana bagus layan ramah makan
"Tempat enak, makanannya enak, pelayanannya cepat, harga menyesuaikan",9 bulan lalu,5,Google Maps,Positive,Rasa,No,F&B,No,makan layan cepat harga sesuai
"Makannya enk . Pelayannya ramah . Enak buat arisan kumpul"" .",setahun lalu,5,Google Maps,Positive,Rasa,No,F&B,No,makan enk layan ramah arisan kumpul
"Good vibes, nyaman dan teduh tempatnya, pelayanan good",2 bulan lalu,5,Google Maps,Positive,Bentuk,No,F&B,No,good vibes nyaman teduh tempat layan good
Udang Keju nya Mantap.. Terima Kasih Ka Sarah,3 bulan lalu,5,Google Maps,Positive,Rasa,No,F&B,No,udang keju mantap terima kasih ka sarah
"Tempatnya sangat luas dan suasana nyaman dipinggir danau, sangat nyaman",setahun lalu,5,Google Maps,Positive,Bentuk,No,F&B,No,tempat luas suasana nyaman pinggir danau nyaman
Resto ramah anak karena ada beberapa permainan seperti perosotan dan ayunan.,setahun lalu,4,Google Maps,Positive,Lainnya,No,F&B,No,resto ramah anak main perosot ayun
makanannya enak2 bgt pelayanan jg memuaskan ramah2 lg pelayanannya,9 bulan lalu,5,Google Maps,Positive,Rasa,No,F&B,No,makan enak2 banget layan jg muas ramah2 lg layan
Makanannya enak t4 nya nyaman,3 bulan lalu,5,Google Maps,Positive,Rasa,No,F&B,No,makan t4 nyaman
"Pelayanan nya sangat ramah, rasa dan kualitas nya mantap 👍🏻🫰🏻 …",3 bulan lalu,5,Google Maps,Positive,Rasa,No,F&B,No,layan ramah kualitas mantap
"Tempat luas, harga wajar.",setahun lalu,3,Google Maps,Neutral,Harga,No,F&B,No,luas harga wajar
"Nice ambience, food taste enak dan the service excellence for mba Maya thanks anlot",2 bulan lalu,5,Google Maps,Positive,Rasa,No,F&B,No,nice ambience food taste service excellence for mba maya thanks anlot
Pelayanan ramah dan makanan enak - rahmat dan tiwi,3 bulan lalu,5,Google Maps,Positive,Rasa,No,F&B,No,layan ramah makan rahmat tiwi
Good place,setahun lalu,5,Google Maps,Positive,Lainnya,No,F&B,No,good place
Makanan nya enak bangettttt sarah,3 bulan lalu,5,Google Maps,Positive,Rasa,No,F&B,No,makan bangettttt sarah
"Suasana nya enak buat makan keluarga, pelayanan mas rahmat mantulll",setahun lalu,5,Google Maps,Positive,Rasa,No,F&B,No,suasana makan keluarga layan mas rahmat mantulll
"makanan dan suasana nya enak, pelayanannya dari pak Yusuf susanto juga bagus",3 bulan lalu,5,Google Maps,Positive,Rasa,No,F&B,No,makan suasana layan yusuf susanto bagus
Makanan yang disajikan enak. Overall lingkungan tempat nya nyaman,4 bulan lalu,5,Google Maps,Positive,Rasa,No,F&B,No,makan saji overall lingkung nyaman
Makanan nya enak Dan lumayan cepat pelayanan nya ramah gercep Waiters fakha,setahun lalu,5,Google Maps,Positive,Rasa,No,F&B,No,makan lumayan cepat layan ramah gercep waiters fakha
makasih mas iman sudah melayani kami dgn baik .. makanan juga enakk ..,9 bulan lalu,5,Google Maps,Positive,Rasa,No,F&B,No,makasih mas iman layan makan enakk
Suasana adem di bawah saung bambu,5 bulan lalu,5,Google Maps,Positive,Lainnya,No,F&B,No,suasana adem saung bambu
Kesini Juli 2025 1. Rasa makanan enak 2. Tempat luas,9 bulan lalu,5,Google Maps,Positive,Rasa,No,F&B,No,kesini juli makan luas
gemasss🩷 …,3 bulan lalu,5,Google Maps,Positive,Lainnya,No,F&B,No,gemasss
"Makanannya udah pasti enak2 semua, sebanding sih sama harganya yg emang pricely",7 bulan lalu,5,Google Maps,Positive,Rasa,No,F&B,No,makan udah enak2 banding harga emang pricely
Makanan dan pelayanan nya bagus .. Dan suprise birthday nya seru bangettt,4 bulan lalu,5,Google Maps,Positive,Lainnya,No,F&B,No,makan layan bagus suprise birthday seru bangettt
Tempat nya bgs buat fhoto2 mantapp 👍👍👍 …,setahun lalu,5,Google Maps,Positive,Rasa,No,F&B,No,bgs fhoto2 mantapp
"Makanannya enak, dan pelayanannya sangat baik, terimakasih mas rere",2 bulan lalu,5,Google Maps,Positive,Rasa,No,F&B,No,makan layan terimakasih mas rere
"Makanan enakk, tempat nyaman, pelayanan cepatt",3 bulan lalu,5,Google Maps,Positive,Rasa,No,F&B,No,makan enakk nyaman layan cepatt
RAMAH DAN BAIK,9 bulan lalu,5,Google Maps,Positive,Lainnya,No,F&B,No,ramah
"Pelayananannya ramah dan memuaskan, makanannya enak, tempatnya luas dan bersih",3 bulan lalu,5,Google Maps,Positive,Rasa,No,F&B,No,pelayananannya ramah muas makan tempat luas bersih
"Makanan enak, pelayan rere ramah, terbaik dah",3 bulan lalu,5,Google Maps,Positive,Rasa,No,F&B,No,makan layan rere ramah baik dah
Makananya okyy Pelanan nya cepat Baik ramah Gpl alias gk pake lama,4 bulan lalu,5,Google Maps,Positive,Lainnya,No,F&B,No,makananya okyy pelan cepat ramah gpl alias gk pake
Makanannya enak2.. tempatnya nyaman dan pelayanannya juga cepat 👍😍 …,7 bulan lalu,5,Google Maps,Positive,Rasa,No,F&B,No,makan enak2 tempat nyaman layan cepat
tempat ok makanan enak terimakaaih pelayanan mas kurnia,3 bulan lalu,5,Google Maps,Positive,Rasa,No,F&B,No,ok makan terimakaaih layan mas kurnia
"Makanannya enak, tempatnya juga nyaman. Best 👍 …",setahun lalu,5,Google Maps,Positive,Rasa,No,F&B,No,makan tempat nyaman best
makanan nya sangatt enakkk pelayanan nya sangat ramahhh🥰😍😘🫰🏻🫶🏻 …,4 bulan lalu,5,Google Maps,Positive,Rasa,No,F&B,No,makan sangatt enakkk layan ramahhh
"Makanan enak enak menu lengkap, cocok ajak keluarga",4 bulan lalu,5,Google Maps,Positive,Rasa,No,F&B,No,makan menu lengkap cocok ajak keluarga
Makanan oks banget mantaps enak.. Sudah sering makan disini,11 bulan lalu,5,Google Maps,Positive,Rasa,No,F&B,No,makan oks banget mantaps makan
layanan nya baik sekali makanan nya enak sekali semua ramah dan baik,5 bulan lalu,5,Google Maps,Positive,Rasa,No,F&B,No,layan makan ramah
Suasana nya asik.... Buat foto2 ok makanannya mantap harganya terjangkau...toplah,setahun lalu,5,Google Maps,Positive,Harga,No,F&B,No,suasana asik foto2 ok makan mantap harga jangkau top
"Makanan enak,lobster nya mantap,pelayanan maya sangat memuaskan",3 bulan lalu,5,Google Maps,Positive,Rasa,No,F&B,No,makan lobster mantap layan maya muas
"Suasana nya bagus, makanan enak dan pelayanan nya juga ramah",8 bulan lalu,5,Google Maps,Positive,Rasa,No,F&B,No,suasana bagus makan layan ramah
"Makanan nya enak,,dan suasana nya juga nyaman...the best pokoknya",4 bulan lalu,5,Google Maps,Positive,Rasa,No,F&B,No,makan suasana nyaman best pokok
Buat acara kantor tempatnya bagus dan kondusif karena tertutup,setahun lalu,5,Google Maps,Positive,Lainnya,No,F&B,No,acara kantor tempat bagus kondusif tutup
Suana nya bagus Makanan nya enak Pelayan nya Mas Yusuf susanto baik,3 bulan lalu,5,Google Maps,Positive,Rasa,No,F&B,No,suana bagus makan layan mas yusuf susanto
"suasana seperti dikampung dan makanannya enak, layanan bagus.",6 bulan lalu,4,Google Maps,Positive,Rasa,No,F&B,No,suasana kampung makan layan bagus
Makasi kak sarahh sudah melayani makan keluarga saya good fast respon selalu,3 bulan lalu,5,Google Maps,Positive,Lainnya,No,F&B,No,makas kak sarahh layan makan keluarga good fast respon
makanan enak,3 bulan lalu,5,Google Maps,Positive,Rasa,No,F&B,No,makan
Makanannya enak banget pelayanannya bagus🫶🏼 …,3 bulan lalu,5,Google Maps,Positive,Rasa,No,F&B,No,makan banget layan bagus
"Tempat nya cocok untuk makan keluarga,, mas iyan",setahun lalu,4,Google Maps,Positive,Lainnya,No,F&B,No,cocok makan keluarga mas iyan
"Makanannya enak pelayannya juga ramahh terutama mas kurnia, cobain kesini!",2 bulan lalu,5,Google Maps,Positive,Rasa,No,F&B,No,makan layan ramahh mas kurnia cobain kesini
Alhamdulillah makanannya enak.smg bisa kesini lagi,8 bulan lalu,5,Google Maps,Positive,Rasa,No,F&B,No,alhamdulillah makan smg kesini
Cocok banget untuk gathering yg perlu private room,setahun lalu,5,Google Maps,Positive,Lainnya,No,F&B,No,cocok banget gathering private room
"Enak,rasanya pas….pelayan maya cepet banget",2 bulan lalu,5,Google Maps,Positive,Rasa,No,F&B,No,pas layan maya cepet banget
"Best taste food, service and view, selalu ketemu mas reza yg humble dan sigap😅 …",setahun lalu,5,Google Maps,Positive,Rasa,No,F&B,No,best taste food service view ketemu mas reza humble sigap
"pelayanan nya oke, tempatnya juga sejuk, enak banget buat di pake nongkrong",4 bulan lalu,5,Google Maps,Positive,Rasa,No,F&B,No,layan oke tempat sejuk banget pake nongkrong
Makanannya 3nak,3 bulan lalu,5,Google Maps,Positive,Lainnya,No,F&B,No,makan 3nak
Mantepp,2 bulan lalu,5,Google Maps,Positive,Lainnya,No,F&B,No,mantepp
makanan enak tempat nyaman pelayanan mas kurnia ok,3 bulan lalu,5,Google Maps,Positive,Rasa,No,F&B,No,makan nyaman layan mas kurnia ok
Kak rere pelayanannya oke bgt. Next pasti kesini lagi. Thanks,3 bulan lalu,5,Google Maps,Positive,Lainnya,No,F&B,No,kak rere layan oke banget next kesini thanks
Makanannya enaak pelayanannya oke dibantu sama mas yusuf susanto👍 …,3 bulan lalu,5,Google Maps,Positive,Lainnya,No,F&B,No,makan enaak layan oke bantu mas yusuf susanto
"Makanannya enak2 banget, terutama kepala kakap. Enakkk. Tempatnya jg luas banget",9 bulan lalu,5,Google Maps,Positive,Rasa,No,F&B,No,makan enak2 banget kepala kakap enakkk tempat jg luas banget
"Nongkrong di nako nyaman banget tempatnya bersih, makanan enak, staff""ny ramah bgtt",2 bulan lalu,5,Google Maps,Positive,Rasa,No,F&B,No,nongkrong nako nyaman banget tempat bersih makan staff ny ramah banget
"Makanannya enak, pelayanan maya baik dan ramah tempatnya bersih",3 bulan lalu,5,Google Maps,Positive,Rasa,No,F&B,No,makan layan maya ramah tempat bersih
makanan enak saya hampir setiap hari kesini,setahun lalu,5,Google Maps,Positive,Rasa,No,F&B,No,makan kesini
"Udang galahnya besar, rasanya menyerap. service kak maya bagus, gercep, satset",2 bulan lalu,5,Google Maps,Positive,Rasa,No,F&B,No,udang galah serap service kak maya bagus gercep satset
"Pasti bakal balik lagi sii, tempat nya enak pelayanan nya thebest",setahun lalu,5,Google Maps,Positive,Rasa,No,F&B,No,sii layan thebest
Endulta,4 bulan lalu,5,Google Maps,Positive,Lainnya,No,F&B,No,endulta
Tempat nya nyaman makanann nya enak,2 bulan lalu,5,Google Maps,Positive,Rasa,No,F&B,No,nyaman makanann
"Makanannya enak, servicenya mantapppp",setahun lalu,5,Google Maps,Positive,Rasa,No,F&B,No,makan servicenya mantapppp
"Tempat nyaman, dan service excelemt sekali. Sudah repeat makan keliarga disni🥰 …",4 bulan lalu,5,Google Maps,Positive,Bentuk,No,F&B,No,nyaman service excelemt repeat makan keliarga disni
Makanan nya enak .. dan tempat nya nyaman loch ..,6 bulan lalu,5,Google Maps,Positive,Rasa,No,F&B,No,makan nyaman loch
"Nasi liwet, gurame asam manis, sapi lada hitamnya enak semua..",11 bulan lalu,5,Google Maps,Positive,Rasa,No,F&B,No,nasi liwet gurame asam manis sapi lada hitam
"tempat nya sangat enak, adem, pelayanannya sangat baik",3 bulan lalu,5,Google Maps,Positive,Rasa,No,F&B,No,adem layan
The best bgt makanan dan tempatnya 😍😍 …,setahun lalu,5,Google Maps,Positive,Lainnya,No,F&B,No,best banget makan tempat
"Makanan rasa enak,ada suasana live music,pelayanan maya cepat ramah",3 bulan lalu,5,Google Maps,Positive,Rasa,No,F&B,No,makan suasana live music layan maya cepat ramah
"Semuanya enak, suasana cozy dan ada karaokeannya juga",setahun lalu,5,Google Maps,Positive,Rasa,No,F&B,No,suasana cozy karaoke
pelayanan cepat & ramah..makanan enak semua..cocok untuk makan bersama keluarga,4 bulan lalu,5,Google Maps,Positive,Rasa,No,F&B,No,layan cepat ramah makan cocok makan keluarga
Makanannya enak dan pelayanannya top,6 bulan lalu,5,Google Maps,Positive,Rasa,No,F&B,No,makan layan top
"Ruangnya nyaman, makanan enak. Terima kasih yg pelayanannya",11 bulan lalu,5,Google Maps,Positive,Rasa,No,F&B,No,ruang nyaman makan terima kasih layan
Tempat makan yang menyenangkan untuk keluarga.,11 bulan lalu,5,Google Maps,Positive,Lainnya,No,F&B,No,makan senang keluarga
"Makanannya enak2 semua,pelayanannya bagus terutama mba nopela",5 bulan lalu,5,Google Maps,Positive,Rasa,No,F&B,No,makan enak2 layan bagus mba nopela
Mas iman gokil,setahun lalu,5,Google Maps,Positive,Lainnya,No,F&B,No,mas iman gokil
Oke.,2 bulan lalu,4,Google Maps,Positive,Lainnya,No,F&B,No,oke
"Makanan, suasana, dan pelayanan pegawainya the best. Makanannya enak semua.",11 bulan lalu,5,Google Maps,Positive,Rasa,No,F&B,No,makan suasana layan pegawai best makan
Overall good. Mungkin lebih di perhatikan kebersihan resto nya di saat ramai.,3 hari lalu,5,Google Maps,Positive,Lainnya,No,F&B,No,overall good perhati bersih resto ramai
"Makanannya enak, pelayannya ramah dan penyajian makanannya juga cepat",5 bulan lalu,5,Google Maps,Positive,Rasa,No,F&B,No,makan layan ramah saji makan cepat
"makanan nya enak, pelayanan nya baik dan ramah",4 bulan lalu,5,Google Maps,Positive,Rasa,No,F&B,No,makan layan ramah
Bbq saus nya jozzz 👍 Tenderloin sm sirloinnya maknyozzz …,2 tahun lalu,5,Google Maps,Positive,Lainnya,No,F&B,No,bbq saus jozzz tenderloin sm sirloinnya maknyozzz
"Makanan enak, tempat bersih, pelayanan ramah dan cepat",4 bulan lalu,5,Google Maps,Positive,Rasa,No,F&B,No,makan bersih layan ramah cepat
"makanan nya semua enak, proses cepat, karyawan ramah semua",5 bulan lalu,5,Google Maps,Positive,Rasa,No,F&B,No,makan proses cepat karyawan ramah
"Untuk makanan sangat ok dan pelayanan sangat baik, Recommend",3 bulan lalu,5,Google Maps,Positive,Lainnya,No,F&B,No,makan ok layan recommend
"hati hati bang banyak maling helmnya, tukang parkir gak mau tanggung jawab",setahun lalu,1,Google Maps,Negative,Lainnya,No,F&B,No,hati hati bang maling helm tukang parkir tanggung
Semua makanannya enak sekali! Mba Syafiah Adelia luar biasa!🩷 …,7 bulan lalu,5,Google Maps,Positive,Rasa,No,F&B,No,makan mba syafiah adelia
Makanan oke Layanan bagus buat pak Asep gercep Suasana nyaman dan asik,2 bulan lalu,5,Google Maps,Positive,Bentuk,No,F&B,No,makan oke layan bagus asep gercep suasana nyaman asik
"suasana nyaman, makanan nya enak dan pelayanan mas rere sangat baik dan ramah",3 bulan lalu,5,Google Maps,Positive,Rasa,No,F&B,No,suasana nyaman makan layan mas rere ramah
Rasa masakan oke semua...pelayanan mas yusup susanto..oke,3 bulan lalu,5,Google Maps,Positive,Rasa,No,F&B,No,masakan oke layan mas yusup susanto oke
"Tempatnya keluarga bgt, keren bersih makanya lumayan enak lah harga lumayan",setahun lalu,5,Google Maps,Positive,Rasa,No,F&B,No,tempat keluarga banget keren bersih lumayan harga lumayan
vibes so cozy n the food always delicious,2 bulan lalu,5,Google Maps,Positive,Lainnya,No,F&B,No,vibes so cozy food always delicious
"Tempat nya cozy, makanannya enak. Pelayanan ramah.",11 bulan lalu,5,Google Maps,Positive,Rasa,No,F&B,No,cozy makan layan ramah
